time;ax;ay;az;aT
7.6710;0.0924;-0.4039;-0.1148;0.430
7.6760;0.1571;-0.3896;-0.1841;0.459
7.6800;0.1492;-0.3324;-0.1864;0.409
7.6860;0.1883;-0.2368;-0.2845;0.415
7.6930;0.1694;-0.1697;-0.2439;0.342
7.6960;0.0689;-0.0786;-0.1988;0.225
7.7010;0.0877;-0.0064;-0.1586;0.181
7.7060;0.1156;0.0083;-0.0897;0.147
7.7110;0.1627;0.0371;-0.0543;0.175
7.7160;0.2771;0.0128;-0.0043;0.277
7.7210;0.3204;-0.0503;-0.0163;0.325
7.7330;0.3169;-0.1139;-0.1044;0.353
7.7340;0.2620;-0.0823;-0.1156;0.298
7.7380;0.2275;-0.0369;-0.1742;0.289
7.7540;0.2085;-0.0016;-0.2133;0.298
7.7550;0.1712;0.0286;-0.2714;0.322
7.7560;0.1635;0.0728;-0.2956;0.346
7.7590;0.1326;0.0784;-0.3197;0.355
7.7610;0.1169;0.0551;-0.3532;0.376
7.7660;0.0969;0.0413;-0.3244;0.341
7.7710;0.0865;0.0467;-0.3291;0.343
7.7760;0.0283;0.0665;-0.3195;0.328
7.7820;-0.0206;0.0912;-0.3531;0.365
7.7860;-0.0411;0.1018;-0.4202;0.434
7.7930;-0.0907;0.1318;-0.4252;0.454
7.7960;-0.1645;0.1525;-0.4161;0.473
7.8020;-0.1383;0.1353;-0.4358;0.477
7.8090;-0.1981;0.1422;-0.3983;0.467
7.8120;-0.2054;0.1301;-0.4038;0.471
7.8170;-0.1745;0.1229;-0.3616;0.420
7.8230;-0.1533;0.1298;-0.2715;0.338
7.8280;-0.1175;0.0980;-0.2243;0.272
7.8320;-0.1198;0.0658;-0.1674;0.216
7.8370;-0.0932;0.0762;-0.1200;0.170
7.8500;-0.0427;0.0907;-0.1009;0.142
7.8510;-0.0254;0.0903;-0.1295;0.160
7.8530;-0.0031;0.0943;-0.1626;0.188
7.8740;-0.0091;0.1268;-0.1764;0.217
7.8760;-0.0435;0.1208;-0.2092;0.245
7.8760;0.0182;0.1005;-0.2228;0.245
7.8770;0.0517;0.0609;-0.2938;0.304
7.8770;0.0621;0.0310;-0.2880;0.296
7.8830;0.0828;0.0108;-0.3541;0.364
7.8870;0.0227;0.0003;-0.3770;0.378
7.8930;-0.0561;0.0140;-0.4574;0.461
7.8970;-0.1729;0.0759;-0.4804;0.516
7.9030;-0.2420;0.1476;-0.4463;0.529
7.9090;-0.3375;0.1849;-0.4332;0.579
7.9140;-0.3564;0.1700;-0.4298;0.584
7.9180;-0.3374;0.1364;-0.4361;0.568
7.9230;-0.2998;0.1078;-0.4186;0.526
7.9280;-0.2958;0.1079;-0.4298;0.533
7.9330;-0.2633;0.1032;-0.5025;0.577
7.9380;-0.2738;0.0983;-0.4938;0.573
7.9500;-0.2223;0.1266;-0.5041;0.565
7.9510;-0.2090;0.1500;-0.5951;0.648
7.9530;-0.2350;0.1648;-0.6901;0.747
7.9710;-0.2221;0.1557;-0.6846;0.736
7.9720;-0.2517;0.1325;-0.7413;0.794
7.9730;-0.2282;0.1382;-0.7693;0.814
7.9740;-0.1617;0.1109;-0.7784;0.803
7.9790;-0.1861;0.1463;-0.8116;0.845
7.9850;-0.1819;0.1440;-0.7924;0.826
7.9880;-0.1302;0.1471;-0.7831;0.807
7.9940;-0.1313;0.2175;-0.7741;0.815
7.9980;-0.1277;0.2261;-0.7460;0.790
8.0030;-0.1431;0.2112;-0.6609;0.708
8.0090;-0.1299;0.2399;-0.6621;0.716
8.0130;-0.1739;0.2403;-0.6062;0.675
8.0190;-0.1606;0.3030;-0.5073;0.612
8.0270;-0.1380;0.3369;-0.4708;0.595
8.0290;-0.1105;0.3082;-0.4771;0.579
8.0340;-0.0731;0.3126;-0.4784;0.576
8.0400;-0.0831;0.3308;-0.4699;0.581
8.0510;-0.0498;0.3149;-0.4659;0.565
8.0520;-0.0927;0.3750;-0.5429;0.666
8.0540;-0.0876;0.4108;-0.5623;0.702
8.0720;-0.0777;0.4415;-0.5910;0.742
8.0740;-0.0825;0.5057;-0.6581;0.834
8.0750;-0.0351;0.5269;-0.6629;0.848
8.0760;0.0258;0.5533;-0.6729;0.872
8.0790;0.0381;0.6090;-0.6448;0.888
8.0840;0.0453;0.6605;-0.6411;0.922
8.0900;0.0665;0.7128;-0.5804;0.922
8.0960;0.0685;0.7416;-0.4864;0.890
8.0990;0.0516;0.7277;-0.3306;0.801
8.1040;0.0495;0.7616;-0.2706;0.810
8.1100;0.0767;0.7427;-0.1962;0.772
8.1150;0.0376;0.7378;-0.1503;0.754
8.1200;0.0329;0.7419;-0.0611;0.745
8.1330;-0.0239;0.7358;-0.0482;0.738
8.1340;0.0059;0.7819;-0.0830;0.786
8.1360;0.0074;0.7655;-0.0936;0.771
8.1540;-0.0146;0.8063;-0.0850;0.811
8.1550;-0.0218;0.8328;-0.0620;0.835
8.1550;-0.0576;0.8114;0.0423;0.814
8.1560;-0.0359;0.8189;0.1942;0.842
8.1610;-0.0624;0.8458;0.2262;0.878
8.1650;-0.0414;0.8536;0.3251;0.914
8.1700;-0.0160;0.8902;0.4334;0.990
8.1760;-0.0577;0.9507;0.4649;1.060
8.1800;-0.1279;0.9492;0.4964;1.079
8.1850;-0.2019;1.0196;0.4800;1.145
8.1920;-0.3129;1.0997;0.5736;1.279
8.1950;-0.4182;1.2137;0.6956;1.460
8.2000;-0.4899;1.2708;0.8985;1.632
8.2060;-0.4480;1.2618;1.1390;1.758
8.2110;-0.3891;1.2393;1.2829;1.826
8.2150;-0.2219;1.1507;1.4118;1.835
8.2210;-0.1139;1.0390;1.6119;1.921
8.2330;-0.1074;0.9467;1.7254;1.971
8.2340;-0.0817;0.8739;1.8053;2.007
8.2420;-0.0791;0.9111;1.8899;2.100
8.2430;-0.1807;0.9719;2.1086;2.329
8.2570;-0.2474;1.0511;2.3131;2.553
8.2580;-0.2363;1.0955;2.4367;2.682
8.2590;-0.2674;1.0901;2.6184;2.849
8.2610;-0.2263;1.0061;2.7052;2.895
8.2660;-0.1849;1.0201;2.7357;2.926
8.2710;-0.2103;0.9545;2.6957;2.867
8.2770;-0.2022;0.8529;2.5851;2.730
8.2810;-0.1560;0.8588;2.3754;2.531
8.2860;-0.1532;0.8048;2.1861;2.335
8.2930;-0.1220;0.7105;1.9407;2.070
8.2970;-0.0482;0.6195;1.6818;1.793
8.3010;-0.0039;0.5798;1.4669;1.577
8.3060;0.0537;0.5348;1.2285;1.341
8.3110;0.1487;0.5088;0.9331;1.073
8.3160;0.1997;0.4785;0.7334;0.898
8.3210;0.2931;0.3581;0.5575;0.725
8.3330;0.3715;0.2917;0.3814;0.607
8.3340;0.4356;0.2216;0.3006;0.574
8.3370;0.5812;0.1242;0.1907;0.624
8.3530;0.6220;0.0041;0.1618;0.643
8.3540;0.6873;-0.0913;0.1232;0.704
8.3550;0.7294;-0.1716;0.0653;0.752
8.3580;0.6671;-0.2177;-0.0165;0.702
8.3630;0.5962;-0.2681;-0.0267;0.654
8.3670;0.4927;-0.2366;-0.0561;0.549
8.3720;0.3801;-0.2909;-0.0377;0.480
8.3780;0.3297;-0.3255;-0.0675;0.468
8.3820;0.2504;-0.3738;-0.0640;0.454
8.3870;0.2231;-0.3832;-0.0942;0.453
8.3940;0.1569;-0.3493;-0.0769;0.391
8.3970;0.0327;-0.3532;-0.0933;0.367
8.4030;-0.0348;-0.3234;-0.0717;0.333
8.4100;-0.0939;-0.3364;0.0166;0.350
8.4120;-0.1496;-0.3684;0.0711;0.404
8.4170;-0.1734;-0.4197;0.1111;0.467
8.4220;-0.1796;-0.5048;0.1893;0.568
8.4270;-0.1825;-0.5808;0.3010;0.679
8.4320;-0.1534;-0.6192;0.3649;0.735
8.4370;-0.1448;-0.6632;0.3094;0.746
8.4510;-0.1562;-0.6933;0.3020;0.772
8.4520;-0.1778;-0.7287;0.3139;0.813
8.4530;-0.1571;-0.7502;0.2972;0.822
8.4710;-0.2040;-0.7910;0.3046;0.872
8.4720;-0.2992;-0.8174;0.3167;0.926
8.4720;-0.2898;-0.8103;0.3095;0.914
8.4730;-0.3383;-0.8221;0.3070;0.941
8.4790;-0.3777;-0.8049;0.3474;0.955
8.4830;-0.3603;-0.8543;0.3588;0.994
8.4880;-0.3529;-0.8985;0.4418;1.062
8.4940;-0.3075;-0.9424;0.5101;1.115
8.4980;-0.2622;-1.0241;0.5686;1.200
8.5030;-0.2266;-1.0959;0.7035;1.322
8.5110;-0.1956;-1.1578;0.6995;1.367
8.5130;-0.2123;-1.1863;0.7434;1.416
8.5180;-0.1808;-1.1812;0.7538;1.413
8.5230;-0.1872;-1.2097;0.8073;1.466
8.5330;-0.2316;-1.2528;0.8609;1.538
8.5350;-0.2374;-1.2623;0.8523;1.542
8.5430;-0.2047;-1.3297;0.8536;1.593
8.5430;-0.2194;-1.3400;0.8024;1.577
8.5530;-0.2000;-1.3459;0.7087;1.534
8.5550;-0.1800;-1.3810;0.6870;1.553
8.5610;-0.2217;-1.3494;0.6847;1.529
8.5640;-0.2008;-1.3421;0.6348;1.498
8.5690;-0.2084;-1.3493;0.4703;1.444
8.5770;-0.2064;-1.3661;0.3825;1.434
8.5780;-0.1419;-1.3780;0.3427;1.427
8.5840;-0.0964;-1.4185;0.2360;1.441
8.5880;-0.0651;-1.4253;0.0959;1.430
8.5940;-0.0144;-1.4174;0.0467;1.418
8.5990;0.0367;-1.4475;-0.0026;1.448
8.6040;0.1076;-1.4867;-0.0662;1.492
8.6110;0.1789;-1.4537;-0.1060;1.468
8.6140;0.1884;-1.4630;-0.2036;1.489
8.6190;0.1554;-1.4478;-0.2773;1.482
8.6240;0.0802;-1.4177;-0.3033;1.452
8.6350;0.1109;-1.3918;-0.2817;1.424
8.6360;0.1184;-1.3322;-0.2889;1.368
8.6560;0.0878;-1.3537;-0.2867;1.386
8.6570;0.1003;-1.3080;-0.2654;1.338
8.6570;0.1178;-1.2911;-0.2441;1.319
8.6580;0.1021;-1.2743;-0.3041;1.314
8.6650;0.0819;-1.2003;-0.2539;1.230
8.6660;0.1099;-1.1746;-0.2418;1.204
8.6690;0.1282;-1.1254;-0.2726;1.165
8.6770;0.1367;-1.1051;-0.3033;1.154
8.6790;0.1306;-1.0562;-0.3674;1.126
8.6840;0.1239;-1.0171;-0.4218;1.108
8.6890;0.1692;-0.9824;-0.4955;1.113
8.6950;0.1616;-0.9424;-0.5073;1.082
8.6990;0.2394;-0.9016;-0.5865;1.102
8.7050;0.3501;-0.8310;-0.5945;1.080
8.7100;0.3218;-0.7642;-0.5982;1.022
8.7150;0.3559;-0.7584;-0.5308;0.992
8.7200;0.3903;-0.7467;-0.4688;0.964
8.7250;0.4445;-0.7340;-0.4408;0.965
8.7310;0.4470;-0.7301;-0.4180;0.953
8.7350;0.4363;-0.7207;-0.3620;0.917
8.7400;0.3885;-0.7587;-0.2679;0.893
8.7520;0.3942;-0.7296;-0.1596;0.845
8.7530;0.3003;-0.6622;-0.1471;0.742
8.7550;0.2357;-0.6478;-0.1152;0.699
8.7720;0.2003;-0.6292;-0.0449;0.662
8.7730;0.1699;-0.6591;-0.0507;0.683
8.7740;0.1540;-0.6324;-0.0801;0.656
8.7790;0.0994;-0.5921;-0.0804;0.606
8.7800;0.0682;-0.5860;-0.0852;0.596
8.7850;-0.0210;-0.5424;-0.1518;0.564
8.7910;-0.0677;-0.4802;-0.2039;0.526
8.7960;-0.1199;-0.4568;-0.2030;0.514
8.8030;-0.1255;-0.3669;-0.1782;0.427
8.8060;-0.1321;-0.3393;-0.3064;0.476
8.8110;-0.1490;-0.3500;-0.4346;0.578
8.8160;-0.0992;-0.3080;-0.4622;0.564
8.8210;-0.0880;-0.2944;-0.5091;0.595
8.8280;-0.0961;-0.2704;-0.4655;0.547
8.8310;-0.0662;-0.1883;-0.4081;0.454
8.8360;-0.0315;-0.1436;-0.3894;0.416
8.8410;0.0461;-0.1461;-0.3663;0.397
8.8510;0.0565;-0.1287;-0.2910;0.323
8.8520;0.0767;-0.0962;-0.2401;0.270
8.8710;0.0778;-0.0681;-0.1704;0.199
8.8720;0.0696;-0.0394;-0.1058;0.133
8.8730;0.0376;-0.0201;-0.0700;0.082
8.8740;-0.0037;0.0139;-0.0823;0.084
8.8780;0.0559;-0.0093;-0.0086;0.057
8.8840;0.0584;0.0251;-0.0116;0.065
8.8860;-0.0104;0.0405;-0.0337;0.054
8.8950;-0.0452;0.0369;-0.0176;0.061
8.8960;-0.0799;0.0625;-0.0017;0.101
8.9020;-0.1628;0.1124;-0.0579;0.206
8.9070;-0.2508;0.1581;-0.0664;0.304
8.9110;-0.3057;0.1851;0.0252;0.358
8.9170;-0.3136;0.1600;0.0973;0.365
8.9220;-0.2893;0.1356;0.1449;0.351
8.9340;-0.2854;0.1217;0.1586;0.348
8.9350;-0.2871;0.1229;0.2292;0.387
8.9370;-0.2508;0.1006;0.2899;0.396
8.9600;-0.2245;0.0788;0.3934;0.460
8.9610;-0.2317;0.0482;0.5108;0.563
8.9620;-0.2386;0.0510;0.6138;0.661
8.9620;-0.2499;0.0300;0.6402;0.688
8.9620;-0.2844;0.0327;0.6715;0.730
8.9700;-0.3470;0.0498;0.6932;0.777
8.9720;-0.4136;0.0044;0.7246;0.834
8.9780;-0.4508;0.0114;0.8041;0.922
8.9820;-0.4922;0.0369;0.8024;0.942
8.9870;-0.5186;-0.0004;0.8155;0.966
8.9930;-0.4968;-0.0003;0.8098;0.950
8.9970;-0.4987;-0.0059;0.8238;0.963
9.0020;-0.5149;-0.0411;0.7903;0.944
9.0080;-0.5312;-0.0578;0.6711;0.858
9.0130;-0.5718;-0.0419;0.6098;0.837
9.0180;-0.5933;-0.0076;0.5298;0.795
9.0230;-0.6291;0.0211;0.4503;0.774
9.0380;-0.6315;0.0013;0.3281;0.712
9.0380;-0.6148;0.0048;0.2590;0.667
9.0580;-0.5933;-0.0353;0.2046;0.629
9.0590;-0.5240;-0.0377;0.0213;0.526
9.0600;-0.4882;0.0072;-0.0466;0.490
9.0600;-0.5146;0.0134;-0.1239;0.529
9.0610;-0.4693;0.0480;-0.2105;0.517
9.0660;-0.4196;0.0775;-0.2969;0.520
9.0680;-0.4179;0.1118;-0.3593;0.562
9.0730;-0.4355;0.1511;-0.3883;0.603
9.0790;-0.4008;0.1858;-0.4508;0.631
9.0830;-0.3716;0.2303;-0.4847;0.653
9.0880;-0.3815;0.2367;-0.4423;0.630
9.0960;-0.3298;0.2246;-0.4814;0.625
9.0980;-0.2646;0.2318;-0.4776;0.593
9.1040;-0.2384;0.2297;-0.4596;0.566
9.1090;-0.2750;0.2614;-0.4321;0.575
9.1140;-0.3168;0.2931;-0.3761;0.572
9.1190;-0.3300;0.3009;-0.3202;0.550
9.1240;-0.3150;0.2750;-0.3360;0.536
9.1370;-0.3530;0.2538;-0.2799;0.517
9.1370;-0.3575;0.2608;-0.3051;0.538
9.1390;-0.3382;0.2484;-0.3300;0.534
9.1580;-0.3281;0.2596;-0.3308;0.533
9.1590;-0.3128;0.2609;-0.3507;0.537
9.1590;-0.2874;0.2475;-0.4037;0.554
9.1670;-0.2232;0.2437;-0.4472;0.556
9.1680;-0.2153;0.2683;-0.4712;0.583
9.1690;-0.1779;0.2878;-0.5094;0.612
9.1740;-0.1733;0.3454;-0.4996;0.632
9.1800;-0.1634;0.3502;-0.4755;0.613
9.1840;-0.1101;0.3738;-0.5133;0.644
9.1890;-0.0807;0.3972;-0.5032;0.646
9.1960;-0.0848;0.4253;-0.5840;0.727
9.1990;-0.0650;0.4580;-0.5976;0.756
9.2040;-0.0358;0.4477;-0.5826;0.736
9.2100;-0.0162;0.4710;-0.6011;0.764
9.2150;0.0368;0.4848;-0.6531;0.814
9.2190;0.0561;0.4796;-0.5665;0.744
9.2240;0.0560;0.4841;-0.5278;0.718
9.2380;0.0746;0.5032;-0.5467;0.747
9.2390;0.0836;0.5272;-0.5608;0.774
9.2480;0.0688;0.5418;-0.5128;0.749
9.2490;-0.0417;0.5852;-0.4124;0.717
9.2500;-0.0896;0.6334;-0.3934;0.751
9.2560;-0.0082;0.6243;-0.2884;0.688
9.2810;-0.0032;0.6149;-0.1690;0.638
9.2810;0.0021;0.6100;-0.1405;0.626
9.2820;0.0512;0.5759;-0.1213;0.591
9.2820;0.0680;0.6225;-0.1162;0.637
9.2830;0.0812;0.6777;-0.1155;0.692
9.2850;0.1341;0.6174;-0.1335;0.646
9.2900;0.1018;0.5997;-0.1082;0.618
9.2960;0.0269;0.6340;-0.1353;0.649
9.3000;-0.0475;0.6441;-0.1861;0.672
9.3050;-0.1502;0.7208;-0.2559;0.780
9.3130;-0.3099;0.8450;-0.3158;0.954
9.3150;-0.4303;0.9306;-0.3804;1.094
9.3200;-0.5592;1.0829;-0.4256;1.291
9.3260;-0.7356;1.1922;-0.4279;1.465
9.3300;-0.8074;1.2350;-0.3300;1.512
9.3350;-0.7332;1.2455;-0.2041;1.460
9.3400;-0.5668;1.2095;-0.0457;1.337
9.3530;-0.2661;1.0845;0.1403;1.125
9.3540;0.0496;0.8993;0.3013;0.950
9.3560;0.3193;0.7448;0.3751;0.893
9.3800;0.4729;0.6690;0.4909;0.955
9.3810;0.5793;0.6046;0.6633;1.068
9.3820;0.6636;0.6138;0.8633;1.250
9.3830;0.5690;0.6198;1.0578;1.352
9.3840;0.3920;0.5933;1.2468;1.435
9.3860;0.1092;0.6439;1.5119;1.647
9.3910;-0.1121;0.6991;1.8104;1.944
9.3970;-0.3255;0.6577;2.0611;2.188
9.4010;-0.5561;0.6915;2.2740;2.441
9.4060;-0.7520;0.7419;2.2868;2.519
9.4140;-0.8936;0.7222;2.2389;2.517
9.4160;-0.9530;0.6270;2.2310;2.506
9.4220;-1.0313;0.5571;2.1434;2.443
9.4370;-1.0290;0.5458;1.9522;2.273
9.4380;-1.0474;0.5171;1.7197;2.079
9.4380;-1.0151;0.5049;1.5076;1.886
9.4580;-0.9662;0.4907;1.1724;1.597
9.4590;-0.9392;0.4702;0.8716;1.365
9.4600;-0.8098;0.4493;0.6432;1.128
9.4600;-0.7168;0.4096;0.4148;0.924
9.4630;-0.5592;0.3278;0.1815;0.673
9.4670;-0.4082;0.2092;0.0243;0.459
9.4720;-0.2488;0.0874;-0.0759;0.274
9.4770;-0.0803;-0.0277;-0.0907;0.124
9.4830;0.0259;-0.1171;-0.0871;0.148
9.4870;0.0609;-0.1857;-0.0124;0.196
9.4920;0.1398;-0.2436;0.1000;0.298
9.4970;0.2148;-0.2816;0.2597;0.439
9.5020;0.2858;-0.3242;0.5006;0.661
9.5070;0.3812;-0.3479;0.5978;0.790
9.5130;0.4487;-0.4394;0.6953;0.937
9.5170;0.5314;-0.4602;0.7550;1.032
9.5220;0.6098;-0.5111;0.7867;1.119
9.5370;0.7167;-0.5777;0.8094;1.226
9.5380;0.7367;-0.6550;0.7609;1.245
9.5410;0.7513;-0.7189;0.6603;1.232
9.5420;0.8322;-0.7930;0.5459;1.273
9.5590;0.8695;-0.8053;0.4175;1.256
9.5590;0.9062;-0.8939;0.2749;1.302
9.5600;0.8996;-0.9629;0.1561;1.327
9.5660;0.9693;-1.0212;0.1614;1.417
9.5680;0.9479;-1.0589;0.1565;1.430
9.5730;0.9549;-1.1239;0.2274;1.492
9.5800;0.9668;-1.1920;0.3214;1.568
9.5830;0.9931;-1.2061;0.3908;1.610
9.5880;0.9336;-1.2812;0.5074;1.664
9.5940;0.9372;-1.3317;0.6713;1.761
9.5980;0.9561;-1.3626;0.8158;1.854
9.6030;0.9663;-1.4125;0.8931;1.930
9.6080;0.9440;-1.4867;0.8988;1.977
9.6150;0.8989;-1.5325;0.9047;1.994
9.6180;0.8980;-1.5885;0.8870;2.029
9.6230;0.8551;-1.6307;0.8314;2.020
9.6380;0.8376;-1.6540;0.7713;2.008
9.6390;0.8165;-1.6491;0.6301;1.945
9.6420;0.7680;-1.6396;0.5179;1.883
9.6440;0.7303;-1.6109;0.4155;1.817
9.6630;0.6412;-1.5823;0.2559;1.726
9.6640;0.6008;-1.5820;0.2014;1.704
9.6650;0.5801;-1.6098;0.0798;1.713
9.6660;0.6270;-1.5700;-0.0371;1.691
9.6680;0.6456;-1.5536;-0.0825;1.684
9.6740;0.6266;-1.5557;-0.1615;1.685
9.6810;0.5172;-1.4858;-0.2023;1.586
9.6840;0.4657;-1.4297;-0.2146;1.519
9.6890;0.4091;-1.3589;-0.2414;1.440
9.6970;0.4046;-1.2971;-0.2973;1.391
9.6980;0.3993;-1.2875;-0.3294;1.388
9.7040;0.3974;-1.2821;-0.3331;1.383
9.7090;0.4085;-1.2380;-0.2892;1.335
9.7140;0.3847;-1.2510;-0.2838;1.339
9.7190;0.3980;-1.1584;-0.2834;1.257
9.7240;0.3430;-1.1181;-0.2211;1.190
9.7380;0.3487;-1.0823;-0.1830;1.152
9.7390;0.3483;-0.9980;-0.1692;1.071
9.7430;0.3572;-0.9371;-0.1653;1.016
9.7640;0.3285;-0.8807;-0.1664;0.955
9.7650;0.3827;-0.9001;-0.2491;1.009
9.7650;0.4292;-0.9334;-0.1980;1.046
9.7660;0.3684;-0.9138;-0.1852;1.003
9.7660;0.2867;-0.9179;-0.1485;0.973
9.7690;0.1841;-0.8839;-0.1644;0.918
9.7740;0.0645;-0.8405;-0.0652;0.845
9.7810;-0.0630;-0.7736;-0.1382;0.788
9.7850;-0.2083;-0.7310;-0.2299;0.794
9.7900;-0.3233;-0.6842;-0.3307;0.826
9.7960;-0.3851;-0.6378;-0.3499;0.823
9.8000;-0.4518;-0.6350;-0.3879;0.871
9.8050;-0.4713;-0.5561;-0.3970;0.830
9.8100;-0.4874;-0.5067;-0.4296;0.824
9.8150;-0.4144;-0.4434;-0.3856;0.719
9.8200;-0.3584;-0.3900;-0.3894;0.657
9.8250;-0.2335;-0.3703;-0.4315;0.615
9.8370;-0.0780;-0.3312;-0.3829;0.512
9.8380;0.2135;-0.3349;-0.3969;0.562
9.8400;0.4648;-0.3143;-0.3777;0.676
9.8460;0.6575;-0.3649;-0.3635;0.835
9.8540;0.7110;-0.4051;-0.3402;0.886
9.8560;0.8076;-0.4155;-0.3127;0.960
9.8610;0.7705;-0.4054;-0.3049;0.923
9.8680;0.6813;-0.3892;-0.2977;0.839
9.8700;0.5884;-0.3717;-0.2242;0.731
9.8750;0.5348;-0.3624;-0.2423;0.690
9.8810;0.4631;-0.3469;-0.1414;0.596
9.8850;0.4163;-0.3593;-0.0792;0.556
9.8900;0.3321;-0.3322;0.0590;0.473
9.8970;0.3395;-0.3475;0.1536;0.510
9.9000;0.2621;-0.3721;0.2625;0.525
9.9050;0.1768;-0.3348;0.3907;0.544
9.9110;0.0783;-0.2696;0.4473;0.528
9.9160;-0.0769;-0.2295;0.4711;0.530
9.9210;-0.1596;-0.1669;0.4620;0.516
9.9260;-0.1991;-0.1297;0.3819;0.450
9.9380;-0.2338;-0.1273;0.2642;0.375
9.9390;-0.2455;-0.0926;0.2046;0.333
9.9410;-0.2438;-0.0018;0.0882;0.259
9.9600;-0.2385;0.0687;-0.1233;0.277
9.9610;-0.2678;0.1145;-0.1860;0.346
9.9620;-0.2412;0.1787;-0.2963;0.422
9.9650;-0.2686;0.2472;-0.3824;0.529
9.9670;-0.2546;0.2677;-0.4636;0.593
9.9710;-0.2374;0.3120;-0.5688;0.691
9.9760;-0.1600;0.3804;-0.6168;0.742
9.9820;-0.1415;0.3582;-0.6314;0.740
9.9860;-0.1240;0.3889;-0.6510;0.768
9.9910;-0.0978;0.4343;-0.6708;0.805
9.9980;-0.0866;0.4372;-0.6335;0.775
10.0020;-0.0903;0.4261;-0.6204;0.758
10.0060;-0.0418;0.4490;-0.5310;0.697
10.0110;-0.0513;0.4673;-0.4945;0.682
10.0170;-0.0802;0.4907;-0.4438;0.666
10.0220;-0.0950;0.4473;-0.3168;0.556
10.0270;-0.1196;0.4903;-0.2857;0.580
10.0390;-0.1109;0.5240;-0.2309;0.583
10.0390;-0.1311;0.5575;-0.1665;0.596
10.0420;-0.1323;0.5236;-0.0829;0.546
10.0470;-0.1095;0.4702;-0.0040;0.483
10.0580;-0.1203;0.4784;0.0177;0.494
10.0590;-0.1070;0.4812;0.0445;0.495
10.0650;-0.1321;0.5022;0.0285;0.520
10.0670;-0.1191;0.4841;0.0656;0.503
10.0720;-0.1063;0.5322;0.0169;0.543
10.0770;-0.1273;0.5317;-0.0362;0.548
10.0830;-0.1245;0.5163;-0.0938;0.539
10.0870;-0.0885;0.5150;-0.1321;0.539
10.0920;-0.0622;0.4801;-0.1560;0.509
10.0980;-0.0602;0.4646;-0.2612;0.536
10.1020;-0.0722;0.4877;-0.3042;0.579
10.1100;-0.0455;0.4634;-0.2995;0.554
10.1150;-0.0567;0.4446;-0.3095;0.545
10.1170;-0.0819;0.4169;-0.3102;0.526
10.1220;-0.0685;0.4286;-0.2921;0.523
10.1270;-0.0931;0.4173;-0.2363;0.489
10.1340;-0.1073;0.3687;-0.2383;0.452
10.1380;-0.1446;0.3928;-0.2311;0.478
10.1430;-0.1472;0.3648;-0.1284;0.414
10.1550;-0.1725;0.3613;-0.0451;0.403
10.1560;-0.1968;0.3484;-0.0003;0.400
10.1580;-0.2440;0.3641;0.0686;0.444
10.1790;-0.2809;0.3792;0.1950;0.511
10.1800;-0.3412;0.3748;0.2832;0.581
10.1810;-0.3582;0.3887;0.2904;0.603
10.1810;-0.3417;0.3874;0.3075;0.601
10.1840;-0.3301;0.3754;0.2964;0.581
10.1880;-0.3615;0.3383;0.2523;0.556
10.1930;-0.3211;0.3240;0.1658;0.485
10.1980;-0.2904;0.3039;0.0894;0.430
10.2040;-0.2455;0.2924;-0.0964;0.394
10.2080;-0.2534;0.2898;-0.1766;0.424
10.2150;-0.2612;0.2583;-0.3330;0.496
10.2180;-0.2400;0.2889;-0.4605;0.594
10.2230;-0.2282;0.2957;-0.5496;0.665
10.2380;-0.2639;0.2982;-0.6531;0.765
10.2390;-0.2419;0.2870;-0.6994;0.794
10.2400;-0.2534;0.2814;-0.7221;0.815
10.2440;-0.2982;0.2814;-0.7404;0.846
10.2610;-0.2470;0.3105;-0.7539;0.852
10.2620;-0.1911;0.3161;-0.7390;0.826
10.2620;-0.1399;0.2647;-0.6813;0.744
10.2690;-0.0985;0.2710;-0.6954;0.753
10.2690;-0.1196;0.2679;-0.7001;0.759
10.2740;-0.0882;0.3083;-0.6762;0.748
10.2790;-0.0809;0.3295;-0.6620;0.744
10.2840;-0.0453;0.2790;-0.6334;0.694
10.2890;-0.0387;0.2906;-0.5953;0.664
10.2940;-0.0277;0.2830;-0.5955;0.660
10.2990;-0.0076;0.2610;-0.5862;0.642
10.3040;-0.0645;0.2964;-0.5625;0.639
10.3090;-0.0740;0.3317;-0.5675;0.661
10.3150;-0.0837;0.3143;-0.6108;0.692
10.3190;-0.0745;0.3161;-0.5776;0.663
10.3240;-0.0275;0.3133;-0.5780;0.658
10.3320;0.0288;0.3395;-0.5833;0.675
10.3350;0.0703;0.3468;-0.5887;0.687
10.3390;0.0688;0.3403;-0.5944;0.688
10.3450;0.0436;0.4061;-0.5716;0.702
10.3570;0.0619;0.4484;-0.5490;0.712
10.3570;0.0476;0.4576;-0.5266;0.699
10.3600;0.0772;0.5008;-0.4039;0.648
10.3820;0.0502;0.5488;-0.3484;0.652
10.3830;0.0145;0.5778;-0.3120;0.657
10.3830;-0.0398;0.6018;-0.3091;0.678
10.3840;-0.1080;0.6401;-0.2966;0.714
10.3850;-0.1328;0.6925;-0.3031;0.767
10.3900;-0.1861;0.6872;-0.3287;0.784
10.3950;-0.2872;0.7536;-0.3494;0.879
10.4010;-0.3263;0.8534;-0.3748;0.988
10.4050;-0.3710;0.9531;-0.2999;1.066
10.4100;-0.3931;1.0100;-0.2061;1.103
