time;ax;ay;az;aT
15.2500;-0.0139;-0.3118;-0.7343;0.798
15.2550;-0.0097;-0.2386;-0.7086;0.748
15.2620;-0.0254;-0.1753;-0.6640;0.687
15.2650;-0.0657;-0.1172;-0.7245;0.737
15.2700;-0.0682;-0.0692;-0.7705;0.777
15.2780;-0.0757;0.0114;-0.7540;0.758
15.2810;-0.1027;0.0388;-0.7946;0.802
15.2850;-0.1013;0.0558;-0.8254;0.833
15.2910;-0.0814;0.1054;-0.8702;0.880
15.2960;-0.0766;0.1403;-0.8289;0.844
15.3010;-0.1106;0.1890;-0.8974;0.924
15.3060;-0.0878;0.2134;-0.9610;0.988
15.3190;-0.1373;0.2759;-0.9577;1.006
15.3200;-0.1494;0.3094;-0.9399;1.001
15.3210;-0.1290;0.3474;-1.0036;1.070
15.3420;-0.0808;0.3853;-1.0481;1.120
15.3430;0.0095;0.4565;-1.0066;1.105
15.3440;0.0843;0.4609;-0.9462;1.056
15.3450;0.1434;0.4848;-0.8910;1.024
15.3460;0.2061;0.5473;-0.8841;1.060
15.3510;0.2204;0.6150;-0.8822;1.098
15.3560;0.2535;0.6400;-0.8040;1.058
15.3620;0.2150;0.6174;-0.6830;0.945
15.3660;0.1719;0.5806;-0.5812;0.839
15.3750;0.1723;0.5246;-0.5943;0.811
15.3780;0.1209;0.4923;-0.6453;0.821
15.3810;0.0424;0.4262;-0.7007;0.821
15.3860;-0.0153;0.3744;-0.7940;0.878
15.3910;-0.1188;0.3369;-0.9013;0.969
15.3970;-0.1820;0.2804;-0.9699;1.026
15.4020;-0.3058;0.2628;-1.0623;1.136
15.4070;-0.3565;0.3224;-1.1261;1.224
15.4200;-0.3729;0.3016;-1.2428;1.332
15.4210;-0.4176;0.3008;-1.1586;1.268
15.4220;-0.4431;0.3103;-1.0845;1.212
15.4420;-0.4263;0.3251;-1.1161;1.238
15.4430;-0.4681;0.3931;-1.1002;1.259
15.4440;-0.4489;0.4371;-1.0558;1.228
15.4460;-0.4886;0.4858;-0.9782;1.197
15.4470;-0.4872;0.5678;-0.8387;1.124
15.4520;-0.4590;0.5871;-0.7808;1.079
15.4570;-0.4948;0.6059;-0.8043;1.122
15.4630;-0.5270;0.6483;-0.8518;1.193
15.4670;-0.6172;0.6426;-0.8896;1.259
15.4720;-0.7317;0.6222;-0.8652;1.293
15.4790;-0.7746;0.6158;-0.8645;1.314
15.4820;-0.8512;0.6427;-0.8160;1.343
15.4880;-0.8755;0.6648;-0.8728;1.404
15.4950;-0.9140;0.6870;-0.9296;1.474
15.4980;-0.9809;0.6757;-1.0006;1.556
15.5020;-1.0471;0.6359;-1.0285;1.600
15.5080;-1.0886;0.6727;-1.0419;1.650
15.5130;-1.0669;0.6478;-1.0936;1.659
15.5180;-1.0730;0.6328;-1.1596;1.702
15.5230;-1.0210;0.6421;-1.2591;1.744
15.5360;-0.9683;0.6952;-1.3205;1.779
15.5370;-0.9818;0.7444;-1.3772;1.848
15.5410;-1.0088;0.7848;-1.4341;1.921
15.5580;-0.9871;0.8456;-1.4341;1.935
15.5600;-0.9935;0.9460;-1.3533;1.927
15.5610;-0.9904;0.9949;-1.1918;1.841
15.5620;-0.9685;1.0780;-1.0500;1.790
15.5650;-1.0287;1.2095;-0.9853;1.869
15.5680;-1.0513;1.2936;-0.9497;1.918
15.5730;-1.1367;1.3299;-0.8187;1.932
15.5790;-1.2804;1.4380;-0.7024;2.050
15.5830;-1.4062;1.5554;-0.5337;2.164
15.5880;-1.6151;1.6530;-0.3701;2.341
15.5950;-1.6873;1.7117;-0.1876;2.411
15.5980;-1.8098;1.7503;-0.0197;2.518
15.6030;-1.8917;1.7876;0.2391;2.614
15.6090;-1.9613;1.8281;0.4931;2.726
15.6200;-1.9945;1.9049;0.7283;2.853
15.6210;-2.0195;1.9360;1.0311;2.982
15.6250;-2.0125;1.8540;1.3011;3.030
15.6450;-1.9447;1.8068;1.5292;3.063
15.6460;-1.8737;1.7128;1.6293;3.016
15.6470;-1.8752;1.6816;1.6020;2.985
15.6480;-1.8287;1.7129;1.3855;2.863
15.6490;-1.6760;1.7689;1.1186;2.681
15.6540;-1.5985;1.8787;0.8299;2.603
15.6590;-1.5292;1.9384;0.5573;2.531
15.6640;-1.3878;1.9343;0.3480;2.406
15.6690;-1.0605;1.8674;0.2111;2.158
15.6740;-0.5389;1.6284;0.0553;1.716
15.6790;-0.1067;1.3388;0.0231;1.343
15.6840;0.1534;1.1678;0.1230;1.184
15.6890;0.3310;1.0879;0.1867;1.152
15.6960;0.4179;1.0766;0.0653;1.157
15.6990;0.3154;1.1204;0.0506;1.165
15.7040;0.0980;1.0997;0.1283;1.111
15.7100;-0.0983;1.0434;0.3223;1.096
15.7160;-0.1755;0.7744;0.6088;1.001
15.7190;-0.2474;0.5411;0.9642;1.133
15.7240;-0.4282;0.3050;1.2689;1.374
15.7400;-0.7600;0.2035;1.6720;1.848
15.7410;-1.1141;0.2115;2.0207;2.317
15.7410;-1.4421;0.2077;2.2632;2.692
15.7610;-1.7158;0.2626;2.5438;3.080
15.7630;-1.8979;0.2925;2.7868;3.384
15.7640;-2.0183;0.2200;3.0021;3.624
15.7650;-2.1213;0.1347;3.1234;3.778
15.7660;-2.2272;0.1267;3.1126;3.829
15.7700;-2.2607;0.1280;2.9798;3.743
15.7750;-2.3330;0.1472;2.8115;3.656
15.7810;-2.3257;0.1652;2.6170;3.505
15.7850;-2.2791;0.1770;2.4969;3.385
15.7910;-2.1518;0.1974;2.2783;3.140
15.7960;-2.0161;0.3130;1.9565;2.827
15.8000;-1.8338;0.3809;1.6269;2.481
15.8050;-1.6283;0.4642;1.2844;2.125
15.8200;-1.3274;0.4923;0.9861;1.725
15.8210;-0.9922;0.4705;0.7366;1.322
15.8210;-0.5932;0.3855;0.5116;0.873
15.8420;-0.2202;0.2717;0.3014;0.462
15.8430;0.0903;0.1204;0.1438;0.208
15.8430;0.3245;0.0033;-0.0137;0.325
15.8440;0.4552;-0.1178;-0.0992;0.481
15.8500;0.5887;-0.2572;-0.2803;0.701
15.8510;0.6393;-0.4198;-0.4516;0.888
15.8560;0.6649;-0.5628;-0.5794;1.046
15.8630;0.6083;-0.7148;-0.7261;1.187
15.8660;0.6463;-0.9521;-0.9014;1.462
15.8710;0.6066;-1.1117;-1.0765;1.662
15.8760;0.5703;-1.2417;-1.1702;1.799
15.8820;0.5508;-1.3703;-1.2164;1.913
15.8860;0.5037;-1.3973;-1.1338;1.869
15.8910;0.5144;-1.3995;-1.1042;1.855
15.8970;0.6110;-1.3916;-0.9983;1.818
15.9010;0.7257;-1.4315;-0.8401;1.811
15.9060;0.9535;-1.4430;-0.6436;1.845
15.9210;1.2216;-1.5081;-0.4472;1.992
15.9220;1.4675;-1.5505;-0.3510;2.163
15.9220;1.6003;-1.5942;-0.2975;2.278
15.9420;1.6062;-1.5729;-0.3151;2.270
15.9450;1.6010;-1.6012;-0.3653;2.294
15.9460;1.5130;-1.6123;-0.4386;2.254
15.9470;1.4190;-1.5959;-0.5208;2.198
15.9480;1.4678;-1.6520;-0.6552;2.305
15.9520;1.4352;-1.7036;-0.7700;2.357
15.9570;1.4126;-1.7881;-0.8896;2.446
15.9630;1.4432;-1.8477;-1.0238;2.558
15.9670;1.4463;-1.8819;-1.1774;2.649
15.9720;1.4319;-1.9238;-1.2886;2.722
15.9770;1.3476;-1.9967;-1.3002;2.737
15.9820;1.3128;-2.0378;-1.2605;2.732
15.9870;1.3320;-2.0133;-1.1267;2.664
15.9920;1.4049;-1.9713;-0.9946;2.617
15.9970;1.3737;-1.9170;-0.8734;2.515
16.0020;1.3680;-1.9038;-0.8251;2.485
16.0070;1.3979;-1.8842;-0.6818;2.443
16.0210;1.4920;-1.8780;-0.4434;2.439
16.0210;1.5156;-1.9242;-0.3249;2.471
16.0300;1.5303;-1.9275;-0.2399;2.473
16.0310;1.5790;-1.8931;-0.2312;2.476
16.0340;1.5756;-1.8980;-0.2842;2.483
16.0410;1.5439;-1.8609;-0.3988;2.451
16.0430;1.4311;-1.8102;-0.4938;2.360
16.0480;1.3371;-1.7981;-0.5455;2.306
16.0530;1.2612;-1.7383;-0.6593;2.247
16.0580;1.2081;-1.6783;-0.8114;2.221
16.0640;1.1391;-1.6365;-0.8922;2.184
16.0680;1.0153;-1.5837;-0.8971;2.084
16.0730;0.9938;-1.5626;-0.8839;2.052
16.0800;0.9117;-1.5198;-0.8530;1.967
16.0830;0.8556;-1.4601;-0.7804;1.864
16.0880;0.8064;-1.4119;-0.5899;1.730
16.0930;0.8169;-1.3995;-0.3052;1.649
16.0980;0.8734;-1.3086;-0.0840;1.576
16.1030;0.9620;-1.2544;0.1219;1.586
16.1090;1.0595;-1.2181;0.4657;1.680
16.1220;1.1759;-1.2052;0.7706;1.852
16.1230;1.2874;-1.1776;0.9412;1.982
16.1370;1.3848;-1.1546;1.2168;2.175
16.1370;1.4973;-1.1178;1.3680;2.316
16.1380;1.4722;-1.1245;1.3807;2.310
16.1410;1.4004;-1.0456;1.4511;2.272
16.1430;1.3967;-0.9340;1.5505;2.286
16.1500;1.4032;-0.8567;1.6980;2.363
16.1540;1.4243;-0.8280;1.7261;2.386
16.1590;1.3744;-0.7667;1.5825;2.232
16.1640;1.3114;-0.7587;1.4632;2.106
16.1690;1.2457;-0.7561;1.3684;1.999
16.1740;1.0907;-0.7488;1.1782;1.772
16.1800;0.9659;-0.7127;1.0935;1.624
16.1830;0.8230;-0.6713;1.0660;1.505
16.1890;0.7190;-0.6100;0.8853;1.293
16.1940;0.6011;-0.4998;0.8336;1.143
16.1990;0.4886;-0.4463;0.8294;1.061
16.2030;0.3907;-0.3869;0.8391;1.003
16.2090;0.2926;-0.3557;0.8917;1.004
16.2200;0.2324;-0.2238;0.9872;1.039
16.2210;0.2334;-0.1591;1.1640;1.198
16.2240;0.2859;-0.0665;1.2883;1.321
16.2470;0.2942;0.0394;1.3984;1.430
16.2480;0.3356;0.1719;1.5379;1.583
16.2480;0.4102;0.2492;1.5683;1.640
16.2490;0.5853;0.3139;1.5902;1.723
16.2490;0.6741;0.3609;1.6037;1.777
16.2540;0.7917;0.3615;1.4511;1.692
16.2590;0.9334;0.4309;1.3573;1.703
16.2650;1.0417;0.5166;1.1642;1.645
16.2690;0.9445;0.5952;0.8143;1.382
16.2740;0.9248;0.6384;0.5038;1.232
16.2800;0.8825;0.6470;0.1321;1.102
16.2840;0.7359;0.6646;-0.1099;0.998
16.2890;0.6043;0.6634;-0.3087;0.949
16.2950;0.5396;0.7011;-0.4931;1.013
16.3000;0.4886;0.7063;-0.7016;1.109
16.3050;0.4707;0.6841;-0.9247;1.243
16.3100;0.4525;0.6681;-1.0859;1.353
16.3200;0.4148;0.6301;-1.1423;1.369
16.3210;0.3910;0.6418;-1.0895;1.324
16.3250;0.3712;0.5644;-1.1425;1.327
16.3400;0.3985;0.4937;-1.1293;1.295
16.3420;0.2820;0.4964;-1.0546;1.199
16.3420;0.1797;0.5389;-0.9039;1.068
16.3480;0.0630;0.5778;-0.7540;0.952
16.3500;0.0087;0.6413;-0.5374;0.837
16.3550;-0.0311;0.7383;-0.2830;0.791
16.3600;0.0247;0.7729;-0.0431;0.775
16.3650;0.1044;0.7683;0.1777;0.796
16.3700;0.1609;0.7814;0.2888;0.848
16.3750;0.1182;0.8116;0.3622;0.897
16.3810;0.0200;0.8110;0.4698;0.937
16.3850;-0.1001;0.8367;0.4347;0.948
16.3900;-0.1945;0.8361;0.4053;0.949
16.3970;-0.3733;0.8048;0.2858;0.932
16.4010;-0.5504;0.7815;0.1288;0.965
16.4050;-0.6929;0.7379;-0.0084;1.012
16.4110;-0.7820;0.7129;-0.1739;1.072
16.4160;-0.8895;0.6732;-0.3247;1.162
16.4210;-0.8911;0.6384;-0.4084;1.170
16.4260;-0.9018;0.6466;-0.4632;1.202
16.4390;-0.9311;0.6069;-0.5179;1.226
16.4400;-0.9074;0.5193;-0.5247;1.170
16.4420;-0.8594;0.4936;-0.5313;1.125
16.4640;-0.8640;0.4674;-0.4803;1.093
16.4640;-0.8833;0.4408;-0.4865;1.101
16.4650;-0.8982;0.4422;-0.5021;1.120
16.4660;-0.8945;0.4382;-0.5604;1.143
16.4660;-0.8774;0.4815;-0.4653;1.104
16.4710;-0.9287;0.4808;-0.4705;1.147
16.4760;-0.8950;0.4746;-0.5328;1.145
16.4820;-0.8958;0.4483;-0.6090;1.172
16.4860;-0.8637;0.4644;-0.6944;1.202
16.4920;-0.8320;0.4273;-0.8416;1.258
16.4980;-0.7669;0.3518;-0.9072;1.239
16.5010;-0.7539;0.3004;-0.9871;1.278
16.5060;-0.7401;0.2735;-1.1627;1.405
16.5220;-0.7635;0.3049;-1.2523;1.498
16.5230;-0.7851;0.2797;-1.2465;1.499
16.5250;-0.8195;0.2749;-1.2315;1.505
16.5270;-0.8760;0.3142;-1.2839;1.586
16.5440;-0.9163;0.3019;-1.3892;1.691
16.5450;-0.9688;0.2855;-1.4132;1.737
16.5460;-0.9571;0.3034;-1.4757;1.785
16.5490;-0.9105;0.2983;-1.5193;1.796
16.5520;-0.8630;0.3421;-1.5154;1.777
16.5570;-0.7915;0.4347;-1.4354;1.696
16.5640;-0.7345;0.5617;-1.4515;1.721
16.5670;-0.6782;0.6701;-1.3626;1.663
16.5720;-0.6325;0.7831;-1.2644;1.616
16.5820;-0.5737;0.8051;-1.2235;1.573
16.5840;-0.5451;0.8265;-1.1491;1.517
16.5870;-0.4705;0.8331;-1.1272;1.479
16.5920;-0.3696;0.8822;-1.1196;1.473
16.5980;-0.3331;0.9021;-1.1884;1.529
16.6020;-0.3078;0.9070;-1.2331;1.561
16.6080;-0.3169;0.8973;-1.3397;1.643
16.6130;-0.3834;0.9544;-1.3649;1.709
16.6230;-0.4882;0.9494;-1.3997;1.760
16.6230;-0.6700;0.9927;-1.4490;1.880
16.6280;-0.7514;1.0130;-1.5034;1.962
16.6450;-0.7893;1.0586;-1.5678;2.050
16.6460;-0.8696;1.0627;-1.5468;2.068
16.6470;-0.9394;1.0541;-1.4881;2.051
16.6470;-0.9363;1.1286;-1.3346;1.983
16.6530;-0.9132;1.1802;-1.0860;1.846
16.6580;-0.8603;1.1801;-0.9002;1.716
16.6640;-0.6867;1.1945;-0.7673;1.577
16.6690;-0.4835;1.1703;-0.5386;1.376
16.6730;-0.2887;1.1215;-0.4581;1.245
16.6780;-0.1506;1.1147;-0.3963;1.193
16.6830;-0.0221;1.1354;-0.3484;1.188
16.6890;0.0819;1.1312;-0.3815;1.197
16.6930;0.2037;1.1502;-0.3569;1.221
16.6990;0.3715;1.2165;-0.3274;1.313
16.7030;0.4510;1.2775;-0.3314;1.395
16.7090;0.4381;1.2855;-0.4453;1.429
16.7230;0.4194;1.2788;-0.4634;1.423
16.7240;0.2706;1.3105;-0.3811;1.391
16.7240;0.0546;1.3234;-0.4378;1.395
16.7290;-0.2234;1.3225;-0.4134;1.403
16.7450;-0.5056;1.3319;-0.3080;1.458
16.7460;-0.8009;1.3232;-0.3035;1.576
16.7460;-1.1471;1.2630;-0.1702;1.715
16.7510;-1.3908;1.2182;-0.0374;1.849
16.7540;-1.6134;1.1696;0.1428;1.998
16.7590;-1.8059;1.1554;0.4612;2.193
16.7670;-1.8490;1.0841;0.7362;2.266
16.7690;-1.9534;0.9886;0.8963;2.366
16.7740;-2.1278;0.9159;1.1860;2.603
16.7820;-2.3012;0.8696;1.4572;2.859
16.7840;-2.3208;0.8632;1.5669;2.930
16.7890;-2.1921;0.7908;1.5441;2.796
16.7940;-2.0212;0.7291;1.4273;2.580
16.8000;-1.7516;0.6639;1.3645;2.318
16.8040;-1.4756;0.6055;1.2311;2.015
16.8090;-1.0550;0.4879;1.0745;1.583
16.8230;-0.5144;0.3024;1.1669;1.311
16.8230;-0.0087;0.0692;1.3879;1.390
16.8240;0.4363;-0.1530;1.6553;1.719
16.8460;0.7863;-0.3817;1.8631;2.058
16.8470;0.8883;-0.5057;1.9486;2.200
16.8480;0.8974;-0.6438;2.0411;2.321
16.8490;0.7596;-0.8056;2.1314;2.402
16.8500;0.5076;-1.0106;2.2198;2.491
16.8540;0.2793;-1.2071;2.4027;2.703
16.8600;0.0390;-1.3768;2.6374;2.975
16.8660;-0.1732;-1.6163;2.8048;3.242
16.8700;-0.3416;-1.7729;2.8718;3.392
16.8750;-0.4705;-1.8758;2.7908;3.395
16.8820;-0.6217;-1.9299;2.7198;3.392
16.8850;-0.7675;-1.8880;2.5826;3.290
16.8900;-0.8849;-1.8600;2.4509;3.202
16.8960;-0.8852;-1.8128;2.4875;3.203
16.9010;-0.8808;-1.7134;2.5774;3.218
16.9050;-0.8928;-1.5202;2.6109;3.150
16.9100;-0.8515;-1.4114;2.5217;3.013
16.9230;-0.7863;-1.2449;2.4058;2.821
16.9240;-0.5547;-1.0981;2.3210;2.627
16.9250;-0.3734;-1.0188;2.1476;2.406
16.9450;-0.3161;-0.8397;1.9571;2.153
16.9460;-0.3117;-0.7424;1.8642;2.031
16.9470;-0.2376;-0.6402;1.6865;1.819
16.9470;-0.0941;-0.5184;1.3521;1.451
16.9510;-0.0771;-0.4049;1.1192;1.193
16.9550;-0.0427;-0.2660;0.9350;0.973
16.9610;-0.0283;-0.1826;0.7755;0.797
16.9660;0.0335;-0.2068;0.5592;0.597
16.9710;0.2059;-0.2655;0.2333;0.409
16.9760;0.3805;-0.3869;-0.0682;0.547
16.9840;0.6161;-0.4734;-0.3364;0.847
16.9860;0.8373;-0.5578;-0.5236;1.134
16.9910;0.8967;-0.5768;-0.5969;1.222
16.9960;0.9151;-0.5825;-0.7480;1.318
17.0010;0.8937;-0.5790;-0.8716;1.376
17.0060;0.8480;-0.5473;-0.9150;1.362
17.0110;0.7595;-0.5259;-0.8210;1.236
17.0230;0.6660;-0.5389;-0.6565;1.079
17.0240;0.6005;-0.5677;-0.5218;0.977
17.0280;0.5575;-0.5459;-0.3355;0.849
17.0440;0.5646;-0.5029;-0.1356;0.768
17.0450;0.5730;-0.4443;-0.0512;0.727
17.0460;0.6251;-0.3941;0.0135;0.739
17.0460;0.7013;-0.3911;0.0589;0.805
17.0520;0.6532;-0.3396;0.0084;0.736
17.0560;0.6904;-0.2828;0.0819;0.751
17.0620;0.8030;-0.2783;0.1694;0.867
17.0670;0.9666;-0.2734;0.1895;1.022
17.0710;1.0945;-0.2445;0.2379;1.146
17.0760;1.1387;-0.2685;0.3817;1.231
17.0830;1.2044;-0.2979;0.3819;1.298
17.0870;1.3015;-0.3521;0.3630;1.396
17.0920;1.4207;-0.3884;0.4449;1.539
17.0970;1.4852;-0.4932;0.4745;1.635
17.1020;1.5431;-0.5946;0.4997;1.728
17.1070;1.5038;-0.7115;0.5205;1.743
17.1130;1.5353;-0.7674;0.4795;1.782
17.1240;1.4900;-0.8294;0.4247;1.757
17.1240;1.4020;-0.8204;0.4614;1.689
17.1290;1.3000;-0.7793;0.4747;1.588
17.1530;1.1645;-0.7486;0.4501;1.456
17.1540;1.1866;-0.7619;0.4785;1.489
17.1550;1.2174;-0.7856;0.4546;1.518
17.1550;1.2617;-0.8047;0.3494;1.537
17.1560;1.2669;-0.8144;0.2824;1.532
17.1590;1.2428;-0.8045;0.2249;1.497
17.1690;1.1604;-0.8227;0.2770;1.449
17.1700;1.2590;-0.8352;0.2759;1.536
17.1730;1.3566;-0.8803;0.2934;1.644
17.1780;1.3916;-0.9102;0.2626;1.683
17.1830;1.4405;-0.9298;0.3845;1.757
17.1890;1.4315;-0.9438;0.4771;1.780
17.1930;1.4316;-0.9622;0.4976;1.795
17.1980;1.3937;-0.9755;0.3793;1.743
17.2030;1.3328;-1.0218;0.2993;1.706
17.2080;1.2300;-1.0913;0.2337;1.661
17.2130;1.0614;-1.1407;0.1058;1.562
17.2180;0.9226;-1.1556;0.0302;1.479
17.2240;0.7269;-1.1546;-0.0650;1.366
17.2280;0.6082;-1.1140;-0.0220;1.269
17.2400;0.4854;-1.1152;-0.0226;1.216
17.2480;0.3877;-1.0960;-0.0476;1.164
17.2490;0.2530;-1.1286;0.0947;1.161
17.2500;0.1624;-1.1513;0.1985;1.179
17.2630;0.0818;-1.1643;0.3118;1.208
17.2640;-0.0801;-1.1774;0.2528;1.207
17.2660;-0.2950;-1.1477;0.1843;1.199
17.2700;-0.4580;-1.1516;0.2402;1.262
17.2740;-0.6132;-1.0934;0.3148;1.293
17.2830;-0.7570;-1.0547;0.4368;1.370
17.2840;-0.9479;-1.0116;0.5580;1.494
17.2880;-1.0909;-1.0167;0.5637;1.594
17.2950;-1.1865;-1.0989;0.4731;1.685
17.3000;-1.2104;-1.2059;0.2915;1.733
17.3030;-1.3162;-1.2800;0.1526;1.842
17.3090;-1.4568;-1.3163;-0.0681;1.965
17.3230;-1.5565;-1.2664;-0.1842;2.015
17.3240;-1.6684;-1.2303;-0.2440;2.087
17.3250;-1.7402;-1.1314;-0.2476;2.090
17.3420;-1.7605;-1.0316;-0.1373;2.045
17.3430;-1.7373;-0.9555;0.0539;1.983
17.3430;-1.6660;-0.9326;0.3221;1.936
17.3440;-1.5921;-0.8492;0.7493;1.954
17.3510;-1.3369;-0.8589;1.2352;2.013
17.3540;-1.0302;-0.9625;1.4645;2.033
17.3590;-0.5658;-1.0979;1.1744;1.704
17.3660;-0.1572;-1.3271;0.6335;1.479
17.3690;0.0630;-1.5387;0.0616;1.541
17.3740;0.1284;-1.6407;-0.3172;1.676
17.3790;0.0372;-1.5885;-0.6811;1.729
17.3840;-0.0734;-1.4717;-1.2462;1.930
17.3890;-0.2318;-1.3840;-1.7883;2.273
17.3940;-0.5180;-1.2761;-2.1790;2.578
17.4010;-0.7687;-1.3005;-2.2992;2.751
17.4040;-0.7886;-1.4716;-2.2351;2.790
17.4090;-0.8049;-1.6035;-2.0202;2.702
17.4240;-1.0500;-1.6345;-1.6308;2.536
17.4250;-1.4543;-1.4846;-1.2868;2.444
17.4290;-1.8802;-1.3465;-1.1263;2.572
17.4490;-2.2368;-1.2358;-1.0337;2.757
17.4510;-2.4285;-1.2112;-0.9174;2.865
17.4530;-2.4692;-1.3493;-0.7870;2.922
17.4540;-2.3644;-1.4409;-0.6275;2.839
17.4540;-2.2441;-1.5102;-0.4867;2.748
17.4550;-2.1805;-1.6146;-0.4078;2.744
17.4610;-2.0584;-1.7018;-0.4048;2.701
17.4670;-1.9728;-1.6806;-0.4682;2.634
17.4700;-1.9469;-1.6992;-0.5739;2.647
17.4750;-1.9882;-1.8858;-1.3106;3.038
17.4810;-1.7513;-1.9156;-1.5976;3.048
17.4850;-1.5528;-1.5965;-0.5656;2.298
17.4900;-1.7337;-1.2394;-0.3575;2.161
17.4950;-1.8352;-1.0806;-0.7469;2.257
17.5010;-1.7544;-1.0186;-0.8674;2.206
17.5050;-1.6876;-0.8609;-0.6146;1.992
17.5110;-1.7166;-0.7566;-0.4957;1.940
17.5250;-1.6738;-0.7252;-0.5200;1.897
17.5260;-1.5441;-0.7239;-0.5100;1.780
17.5290;-1.4995;-0.6474;-0.3177;1.664
17.5510;-1.4830;-0.5299;-0.1200;1.579
17.5520;-1.4470;-0.4191;0.0016;1.506
17.5520;-1.3392;-0.3586;0.0523;1.387
17.5530;-1.1601;-0.2958;0.1085;1.202
17.5540;-1.0106;-0.2115;0.1513;1.043
17.5560;-0.9480;-0.1584;0.0226;0.961
17.5610;-0.9187;-0.1268;-0.1433;0.938
17.5670;-0.8556;-0.0448;-0.1982;0.879
17.5710;-0.7015;0.0067;-0.0611;0.704
17.5760;-0.5578;0.0852;0.1864;0.594
17.5810;-0.4210;0.1957;0.3478;0.580
17.5860;-0.4351;0.3052;0.3372;0.629
17.5910;-0.4320;0.4283;0.2884;0.673
17.5960;-0.4398;0.5465;0.1822;0.725
17.6010;-0.3569;0.5740;0.1478;0.692
17.6060;-0.1829;0.6167;0.1897;0.671
17.6110;0.0874;0.6561;0.3124;0.732
17.6250;0.4111;0.6632;0.3867;0.871
17.6250;0.7115;0.6908;0.5801;1.149
17.6280;0.9078;0.7578;0.7108;1.380
17.6490;0.9864;0.8729;0.7504;1.516
17.6500;1.0531;1.0501;0.8044;1.691
17.6510;1.1419;1.1171;0.8775;1.823
17.6510;1.2862;1.1980;0.9269;1.987
17.6520;1.5002;1.2304;0.9909;2.179
17.6570;1.7214;1.2667;1.0313;2.373
17.6620;1.9734;1.3496;1.0386;2.607
17.6680;2.2080;1.4121;0.9938;2.803
17.6720;2.4432;1.5784;1.0357;3.088
17.6770;2.6590;1.6854;0.8676;3.266
17.6830;2.8121;1.8198;0.6859;3.419
17.6870;2.9123;1.8904;0.4379;3.500
17.6920;2.9880;1.9313;0.1906;3.563
17.6970;3.0250;1.9330;-0.0131;3.590
17.7030;3.0182;1.9486;-0.2450;3.601
17.7070;3.0006;1.8922;-0.4145;3.572
17.7120;2.8331;1.8601;-0.5218;3.429
17.7250;2.6256;1.8095;-0.6579;3.256
17.7260;2.3588;1.7648;-0.7225;3.033
17.7270;2.0851;1.7213;-0.7063;2.795
17.7460;1.8087;1.6506;-0.6381;2.530
17.7480;1.5577;1.6097;-0.4653;2.288
17.7480;1.4027;1.5552;-0.3170;2.118
17.7510;1.2333;1.5057;-0.2265;1.959
17.7530;1.1408;1.3601;-0.3033;1.801
17.7580;1.1695;1.1753;-0.4658;1.722
17.7630;1.2490;1.0084;-0.5031;1.682
17.7680;1.2985;0.7872;-0.4297;1.578
17.7730;1.2993;0.6456;-0.3842;1.501
17.7780;1.3420;0.5927;-0.4382;1.531
17.7840;2.1012;0.4421;-0.4148;2.187
17.7890;9.3615;-0.0801;3.3135;9.931
17.7930;11.5499;0.9908;10.0344;15.332
17.7980;8.8774;2.7359;4.3743;10.268
17.8030;4.2092;3.7880;-5.2359;7.712
17.8090;3.2799;3.7750;-2.0058;5.388
17.8130;1.9378;2.9644;-0.1083;3.543
17.8250;-0.3517;2.6097;-1.3055;2.939
17.8260;-2.1184;2.2191;-1.4119;3.377
17.8290;-3.1351;1.3701;-0.4685;3.453
17.8480;-3.6380;0.4447;-0.2528;3.674
17.8520;-3.6448;-0.3197;-1.0524;3.807
17.8530;-3.3775;-0.8511;-2.1727;4.105
17.8540;-2.9259;-1.1906;-4.3699;5.392
17.8550;-2.2759;-1.2745;-6.2103;6.736
17.8610;-1.4628;-0.8996;-5.7705;6.021
17.8640;-0.9492;-0.1610;-5.0106;5.102
17.8690;-0.5637;0.2207;-5.0391;5.075
17.8740;-0.2243;0.1429;-5.2609;5.268
17.8790;0.2347;-0.0562;-5.8514;5.856
17.8850;0.5097;-0.3991;-6.3415;6.374
17.8890;0.6169;-0.7551;-6.2726;6.348
17.8940;0.9203;-0.9849;-5.3486;5.516
17.9010;1.3607;-1.0946;-4.1625;4.514
17.9040;1.4301;-1.0575;-3.5791;3.997
17.9090;1.2350;-0.8320;-2.9460;3.301
17.9140;0.9061;-0.4652;-2.0989;2.333
17.9190;0.5068;-0.0379;-1.2849;1.382
17.9250;0.0287;0.6094;-0.2494;0.659
17.9300;-0.3375;1.3865;0.8791;1.676
17.9420;-0.5837;2.0324;1.5751;2.637
17.9430;-0.6719;2.3801;1.8592;3.094
17.9450;-0.5962;2.4047;1.9230;3.136
17.9650;-0.5759;2.3396;2.0153;3.141
17.9670;-0.6925;2.1406;2.1550;3.115
17.9680;-0.5590;1.9323;2.3321;3.080
17.9690;-0.2969;1.6471;2.6898;3.168
17.9710;-0.3343;1.4754;2.8501;3.227
17.9750;-0.5577;1.4938;2.8034;3.225
17.9800;-0.9298;1.6645;2.7506;3.347
17.9850;-1.2558;1.7390;2.6583;3.416
17.9900;-1.7367;1.8571;2.2729;3.410
17.9940;-1.9495;1.8713;1.7096;3.198
18.0010;-1.8348;1.8497;1.2075;2.872
18.0050;-1.6217;1.8406;0.9914;2.646
