time;gFx;gFy;gFz;TgF
0.005000;-0.0700;0.6123;0.8461;1.047
0.005000;-0.0529;0.6099;0.8647;1.059
0.006000;-0.0451;0.6074;0.8705;1.062
0.009000;-0.0412;0.6113;0.8662;1.061
0.013000;-0.0402;0.6162;0.8412;1.044
0.018000;-0.0495;0.6206;0.8134;1.024
0.023000;-0.0583;0.6255;0.7758;0.998
0.028000;-0.0666;0.6299;0.7464;0.979
0.033000;-0.0730;0.6372;0.7196;0.964
0.047000;-0.0720;0.6426;0.7127;0.962
0.048000;-0.0671;0.6485;0.7152;0.968
0.048000;-0.0505;0.6499;0.7274;0.977
0.069000;-0.0280;0.6372;0.7352;0.973
0.070000;-0.0134;0.6157;0.7499;0.970
0.071000;-0.0055;0.5972;0.7670;0.972
0.071000;0.0052;0.5859;0.7802;0.976
0.076000;0.0072;0.5801;0.7953;0.984
0.078000;0.0008;0.5786;0.8075;0.993
0.083000;-0.0070;0.5830;0.8207;1.007
0.090000;-0.0119;0.5884;0.8266;1.015
0.093000;-0.0138;0.5933;0.8329;1.023
0.098000;-0.0178;0.5957;0.8285;1.021
0.103000;-0.0178;0.5957;0.8217;1.015
0.110000;-0.0251;0.5903;0.8178;1.009
0.112000;-0.0300;0.5903;0.8178;1.009
0.118000;-0.0339;0.5903;0.8163;1.008
0.130000;-0.0383;0.5923;0.8061;1.001
0.131000;-0.0500;0.6016;0.7904;0.995
0.132000;-0.0632;0.6104;0.7880;0.999
0.138000;-0.0676;0.6113;0.7933;1.004
0.143000;-0.0666;0.6182;0.7992;1.013
0.150000;-0.0612;0.6201;0.8095;1.022
0.152000;-0.0559;0.6167;0.8139;1.023
0.157000;-0.0456;0.6104;0.8129;1.018
0.162000;-0.0270;0.5996;0.8178;1.014
0.167000;-0.0090;0.5879;0.8202;1.009
0.174000;-0.0041;0.5825;0.8236;1.009
0.178000;-0.0036;0.5796;0.8109;0.997
0.182000;-0.0158;0.5815;0.8041;0.992
0.187000;-0.0275;0.5810;0.7958;0.986
0.192000;-0.0373;0.5786;0.7992;0.987
0.197000;-0.0436;0.5801;0.8129;1.000
0.202000;-0.0515;0.5869;0.8104;1.002
0.207000;-0.0539;0.5898;0.7982;0.994
0.212000;-0.0505;0.5937;0.7904;0.990
0.218000;-0.0485;0.5972;0.7777;0.982
0.232000;-0.0505;0.5981;0.7655;0.973
0.233000;-0.0500;0.5967;0.7552;0.964
0.233000;-0.0461;0.5957;0.7582;0.965
0.245000;-0.0417;0.5918;0.7562;0.961
0.245000;-0.0388;0.5898;0.7552;0.959
