time;gFx;gFy;gFz;TgF
0.005000;-0.0989;0.3905;0.8984;0.985
0.005000;-0.1047;0.3924;0.9062;0.993
0.005000;-0.1062;0.3968;0.9253;1.012
0.011000;-0.1067;0.3998;0.9346;1.022
0.013000;-0.1077;0.3954;0.9365;1.022
0.018000;-0.1018;0.3963;0.9336;1.019
0.023000;-0.0969;0.3929;0.9316;1.016
0.028000;-0.0998;0.3900;0.9326;1.016
0.033000;-0.0974;0.3880;0.9311;1.013
0.038000;-0.0979;0.3934;0.9306;1.015
0.043000;-0.0915;0.3963;0.9336;1.018
0.048000;-0.0915;0.3963;0.9233;1.009
0.062000;-0.0906;0.3973;0.9179;1.004
0.063000;-0.0930;0.3949;0.9116;0.998
0.063000;-0.0847;0.3934;0.9101;0.995
0.068000;-0.0847;0.3954;0.9028;0.989
0.082000;-0.0832;0.3910;0.9004;0.985
0.083000;-0.0876;0.3885;0.9043;0.988
0.083000;-0.0910;0.3890;0.9028;0.987
0.095000;-0.0896;0.3910;0.9013;0.987
0.096000;-0.0964;0.3949;0.8960;0.984
0.098000;-0.0979;0.3998;0.9013;0.991
0.105000;-0.1003;0.3983;0.9004;0.990
0.108000;-0.1008;0.3973;0.8999;0.989
0.113000;-0.0945;0.3949;0.8994;0.987
0.118000;-0.0940;0.3929;0.9057;0.992
0.122000;-0.0925;0.3915;0.9106;0.996
0.127000;-0.0915;0.3890;0.9145;0.998
0.132000;-0.0871;0.3866;0.9199;1.002
0.138000;-0.0852;0.3846;0.9209;1.002
0.142000;-0.0866;0.3817;0.9233;1.003
0.147000;-0.0910;0.3851;0.9199;1.001
0.152000;-0.0940;0.3866;0.9204;1.003
0.157000;-0.0959;0.3871;0.9189;1.002
0.162000;-0.0974;0.3910;0.9189;1.003
0.167000;-0.1013;0.3993;0.9248;1.012
0.179000;-0.0994;0.4022;0.9282;1.016
0.180000;-0.1008;0.3978;0.9321;1.018
0.182000;-0.1018;0.3944;0.9350;1.020
0.188000;-0.0964;0.3885;0.9316;1.014
0.192000;-0.0930;0.3871;0.9272;1.009
0.199000;-0.0950;0.3856;0.9272;1.009
0.202000;-0.0920;0.3846;0.9228;1.004
0.207000;-0.0950;0.3866;0.9194;1.002
0.212000;-0.0945;0.3856;0.9160;0.998
0.217000;-0.0954;0.3812;0.9189;0.999
0.222000;-0.0974;0.3846;0.9214;1.003
0.227000;-0.0954;0.3851;0.9184;1.000
0.232000;-0.0994;0.3851;0.9062;0.990
0.239000;-0.1018;0.3885;0.8950;0.981
0.242000;-0.0974;0.3920;0.8940;0.981
0.247000;-0.0920;0.3910;0.8950;0.981
0.252000;-0.0886;0.3885;0.9052;0.989
0.262000;-0.0793;0.3890;0.9057;0.989
0.263000;-0.0798;0.3846;0.9096;0.991
0.267000;-0.0881;0.3856;0.9048;0.987
0.272000;-0.0866;0.3861;0.9057;0.988
0.281000;-0.0857;0.3915;0.9121;0.996
0.281000;-0.0945;0.3929;0.9111;0.997
0.291000;-0.0964;0.3939;0.9077;0.994
0.292000;-0.0950;0.3954;0.9077;0.995
0.297000;-0.0940;0.3968;0.9091;0.996
0.303000;-0.0901;0.3924;0.9135;0.998
0.306000;-0.0901;0.3920;0.9091;0.994
0.311000;-0.0896;0.3851;0.9062;0.989
0.316000;-0.0891;0.3822;0.9062;0.988
0.323000;-0.0901;0.3841;0.9072;0.989
0.326000;-0.0930;0.3905;0.9135;0.998
0.331000;-0.0940;0.3939;0.9170;1.002
0.336000;-0.0954;0.3934;0.9219;1.007
0.341000;-0.0930;0.3905;0.9287;1.012
0.346000;-0.0925;0.3866;0.9292;1.011
0.351000;-0.0930;0.3856;0.9194;1.001
0.363000;-0.0910;0.3885;0.9204;1.003
0.363000;-0.0910;0.3890;0.9111;0.995
0.366000;-0.0969;0.3915;0.9135;0.999
0.373000;-0.0998;0.3963;0.9150;1.002
0.379000;-0.0989;0.3954;0.9087;0.996
0.381000;-0.0984;0.3934;0.9101;0.996
0.386000;-0.0969;0.3929;0.9121;0.998
0.391000;-0.0906;0.3924;0.9135;0.998
0.396000;-0.0891;0.3851;0.9155;0.997
0.401000;-0.0935;0.3822;0.9150;0.996
0.406000;-0.0896;0.3812;0.9189;0.999
0.411000;-0.0906;0.3807;0.9179;0.998
0.416000;-0.0891;0.3832;0.9194;1.000
0.422000;-0.0920;0.3861;0.9175;1.000
0.426000;-0.0891;0.3846;0.9155;0.997
0.430000;-0.0925;0.3871;0.9179;1.000
0.436000;-0.0891;0.3841;0.9155;0.997
0.440000;-0.0910;0.3841;0.9155;0.997
0.445000;-0.0935;0.3871;0.9101;0.993
0.450000;-0.0950;0.3861;0.9111;0.994
0.463000;-0.0989;0.3885;0.9131;0.997
0.464000;-0.0940;0.3934;0.9048;0.991
0.465000;-0.0901;0.3934;0.9043;0.990
0.470000;-0.0896;0.3885;0.8979;0.982
0.480000;-0.0871;0.3880;0.9043;0.988
0.481000;-0.0876;0.3861;0.9028;0.986
0.493000;-0.0876;0.3876;0.9023;0.986
0.495000;-0.0886;0.3885;0.9033;0.987
0.495000;-0.0842;0.3856;0.8984;0.981
0.500000;-0.0837;0.3871;0.8974;0.981
0.505000;-0.0803;0.3866;0.9052;0.988
0.510000;-0.0862;0.3866;0.9101;0.993
0.515000;-0.0866;0.3832;0.9160;0.997
0.523000;-0.0886;0.3861;0.9150;0.997
0.525000;-0.0930;0.3871;0.9155;0.998
0.530000;-0.0925;0.3900;0.9101;0.994
0.535000;-0.0857;0.3890;0.9028;0.987
0.540000;-0.0871;0.3871;0.8999;0.983
0.545000;-0.0862;0.3856;0.9033;0.986
0.550000;-0.0862;0.3856;0.9121;0.994
0.563000;-0.0906;0.3832;0.9155;0.997
0.564000;-0.0906;0.3846;0.9145;0.996
0.565000;-0.0935;0.3871;0.9150;0.998
0.570000;-0.0959;0.3880;0.9145;0.998
0.579000;-0.0935;0.3885;0.9140;0.998
0.580000;-0.0925;0.3880;0.9160;0.999
0.584000;-0.0935;0.3866;0.9160;0.999
0.590000;-0.0959;0.3846;0.9165;0.999
0.595000;-0.0950;0.3846;0.9175;0.999
0.599000;-0.0935;0.3856;0.9096;0.992
0.606000;-0.0979;0.3880;0.9160;1.000
0.609000;-0.0984;0.3885;0.9248;1.008
0.614000;-0.0940;0.3905;0.9297;1.013
0.620000;-0.0920;0.3885;0.9326;1.014
0.624000;-0.0901;0.3880;0.9326;1.014
0.629000;-0.0876;0.3880;0.9267;1.009
0.634000;-0.0827;0.3861;0.9248;1.006
0.640000;-0.0798;0.3876;0.9189;1.000
0.644000;-0.0803;0.3895;0.9145;0.997
0.649000;-0.0798;0.3856;0.9160;0.997
0.664000;-0.0827;0.3871;0.9096;0.992
0.665000;-0.0837;0.3871;0.9057;0.989
0.665000;-0.0862;0.3900;0.9048;0.989
0.669000;-0.0832;0.3866;0.9028;0.986
0.674000;-0.0857;0.3910;0.9077;0.992
0.680000;-0.0901;0.3934;0.9067;0.992
0.684000;-0.0886;0.3910;0.9131;0.997
0.692000;-0.0866;0.3880;0.9150;0.998
0.694000;-0.0818;0.3871;0.9126;0.995
0.699000;-0.0832;0.3846;0.9179;0.999
0.706000;-0.0871;0.3841;0.9204;1.001
0.709000;-0.0827;0.3841;0.9228;1.003
0.714000;-0.0891;0.3871;0.9219;1.004
0.719000;-0.0915;0.3915;0.9204;1.004
0.724000;-0.0910;0.3949;0.9233;1.008
0.729000;-0.0920;0.3954;0.9238;1.009
0.734000;-0.0866;0.3900;0.9282;1.011
0.741000;-0.0866;0.3866;0.9316;1.012
0.744000;-0.0881;0.3846;0.9292;1.009
0.749000;-0.0876;0.3832;0.9258;1.006
