time;ax;ay;az;aT
11.5910;-0.3209;1.1025;-0.3297;1.195
11.5960;-0.3615;1.1878;-0.2819;1.273
11.6010;-0.3501;1.2446;-0.2008;1.308
11.6160;-0.2920;1.2541;-0.1438;1.296
11.6170;-0.2494;1.3267;-0.0249;1.350
11.6170;-0.1655;1.3096;0.1222;1.326
11.6350;-0.1213;1.2461;0.3071;1.289
11.6350;-0.0112;1.1795;0.5057;1.283
11.6360;0.0743;1.0620;0.6798;1.263
11.6360;0.1215;0.9940;0.9153;1.357
11.6430;0.1599;0.9271;1.1120;1.457
11.6460;0.1659;0.9089;1.3130;1.606
11.6510;0.2643;0.8339;1.5040;1.740
11.6570;0.3404;0.7783;1.6277;1.836
11.6610;0.2557;0.7895;1.8421;2.020
11.6660;0.2778;0.8713;2.0708;2.264
11.6730;0.3587;0.8650;2.1228;2.320
11.6770;0.3783;0.7895;2.1418;2.314
11.6820;0.4223;0.7548;2.1183;2.288
11.6870;0.5238;0.6268;2.0908;2.245
11.6920;0.5724;0.4869;1.9971;2.134
11.6970;0.6018;0.3739;1.8896;2.018
11.7020;0.6164;0.2735;1.6824;1.813
11.7140;0.6114;0.2387;1.5380;1.672
11.7150;0.5539;0.2223;1.3606;1.486
11.7170;0.5396;0.1719;1.2027;1.329
11.7390;0.5255;0.0973;1.0977;1.221
11.7390;0.5494;-0.0153;1.0023;1.143
11.7400;0.5684;-0.1226;0.9405;1.106
11.7400;0.6156;-0.1910;0.8882;1.097
11.7430;0.5958;-0.2635;0.8215;1.048
11.7470;0.5521;-0.3021;0.8313;1.043
11.7520;0.5184;-0.3641;0.7788;1.004
11.7570;0.4279;-0.3829;0.7359;0.933
11.7620;0.3332;-0.4354;0.7887;0.961
11.7670;0.2767;-0.5169;0.8034;0.995
11.7730;0.2343;-0.5557;0.7752;0.982
11.7780;0.1963;-0.5711;0.5989;0.851
11.7820;0.1530;-0.5870;0.6143;0.863
11.7900;0.2143;-0.6610;0.5868;0.910
11.7930;0.2989;-0.7260;0.5931;0.984
11.7980;0.3872;-0.8250;0.6666;1.129
11.8030;0.4408;-0.9105;0.6685;1.213
11.8080;0.4597;-0.9778;0.6850;1.279
11.8130;0.4726;-1.0366;0.6493;1.311
11.8180;0.4702;-1.1058;0.5948;1.341
11.8310;0.4718;-1.1565;0.5358;1.359
11.8320;0.4253;-1.2413;0.4723;1.395
11.8340;0.3978;-1.2885;0.4378;1.418
11.8510;0.3228;-1.3552;0.3414;1.434
11.8530;0.3055;-1.3552;0.1973;1.403
11.8530;0.2889;-1.4035;0.0680;1.435
11.8540;0.2351;-1.3992;-0.0420;1.419
11.8600;0.1395;-1.3998;-0.2140;1.423
11.8630;0.1216;-1.4432;-0.3141;1.482
11.8680;0.1144;-1.4334;-0.3759;1.486
11.8740;0.0412;-1.4182;-0.5144;1.509
11.8780;0.0165;-1.4210;-0.5812;1.535
11.8840;0.0449;-1.3748;-0.7058;1.546
11.8920;-0.0029;-1.3368;-0.7110;1.514
11.8930;-0.0320;-1.2830;-0.5157;1.383
11.8990;0.0424;-1.2995;-0.3499;1.346
11.9040;0.0523;-1.2622;-0.2946;1.297
11.9150;-0.0074;-1.2623;-0.1057;1.267
11.9160;-0.0463;-1.2618;0.0589;1.264
11.9190;-0.0550;-1.2035;0.1226;1.211
11.9340;-0.0434;-1.1978;0.1385;1.207
11.9350;0.0272;-1.1489;0.0874;1.153
11.9360;0.1195;-1.1476;0.0554;1.155
11.9410;0.1955;-1.1028;0.0665;1.122
11.9440;0.1268;-1.0963;0.0153;1.104
11.9490;0.0866;-1.1035;-0.0934;1.111
11.9570;0.0178;-1.1006;-0.1877;1.117
11.9590;-0.0746;-1.1401;-0.2104;1.162
11.9640;-0.1039;-1.2073;-0.3384;1.258
11.9690;-0.1370;-1.2495;-0.4811;1.346
11.9740;-0.1497;-1.2900;-0.6527;1.453
11.9790;-0.1371;-1.2954;-0.7194;1.488
11.9840;-0.2137;-1.3132;-0.7389;1.522
11.9900;-0.2262;-1.3048;-0.7255;1.510
11.9960;-0.2415;-1.2849;-0.6507;1.460
11.9990;-0.2691;-1.2725;-0.5861;1.427
12.0150;-0.2515;-1.3108;-0.3788;1.387
12.0160;-0.2175;-1.3665;-0.1484;1.392
12.0160;-0.2628;-1.3542;0.0861;1.382
12.0210;-0.2584;-1.3602;0.3058;1.418
12.0360;-0.2810;-1.3180;0.4868;1.433
12.0370;-0.3019;-1.2664;0.6390;1.450
12.0380;-0.3025;-1.1726;0.7625;1.431
12.0440;-0.3023;-1.1040;0.8049;1.399
12.0450;-0.2927;-1.0753;0.7999;1.372
12.0500;-0.3407;-0.9817;0.7047;1.256
12.0570;-0.2500;-0.8381;0.7299;1.139
12.0600;-0.2125;-0.8117;0.6028;1.033
12.0650;-0.2860;-0.7207;0.3473;0.850
12.0700;-0.3370;-0.6319;0.2363;0.754
12.0750;-0.3761;-0.5543;0.1880;0.696
12.0800;-0.4371;-0.5450;-0.0798;0.703
12.0900;-0.4093;-0.4698;-0.3947;0.738
12.0920;-0.4454;-0.4620;-0.5035;0.816
12.0960;-0.4018;-0.4496;-0.6742;0.905
12.1000;-0.3641;-0.4658;-0.8496;1.035
12.1080;-0.2936;-0.4815;-0.9483;1.103
12.1100;-0.2857;-0.4630;-1.0710;1.201
12.1160;-0.2821;-0.4483;-1.1173;1.237
12.1210;-0.2972;-0.4322;-1.1162;1.233
12.1310;-0.3070;-0.3814;-1.1154;1.218
12.1320;-0.3303;-0.3245;-1.0767;1.172
12.1370;-0.4058;-0.2611;-1.0148;1.124
12.1510;-0.3757;-0.2392;-0.8146;0.928
12.1520;-0.3072;-0.2448;-0.6581;0.766
12.1520;-0.2965;-0.2734;-0.4782;0.626
12.1580;-0.2479;-0.2632;-0.2651;0.448
12.1610;-0.1665;-0.2818;-0.1096;0.345
12.1660;-0.1002;-0.3296;0.0316;0.346
12.1720;-0.1159;-0.3017;0.1537;0.358
12.1770;-0.1418;-0.2798;0.2186;0.382
12.1810;-0.1634;-0.1778;0.2694;0.362
12.1860;-0.0991;-0.1537;0.2345;0.297
12.1910;-0.0255;-0.1737;0.2046;0.270
12.1960;-0.0143;-0.1515;0.1942;0.247
12.2010;-0.0554;-0.1446;0.1458;0.213
12.2150;-0.0386;-0.0853;0.0975;0.135
12.2160;-0.0306;-0.0456;0.0924;0.108
12.2190;-0.0934;-0.0203;0.0491;0.107
12.2340;-0.0737;-0.0094;-0.0134;0.076
12.2350;-0.0386;-0.0174;-0.0329;0.054
12.2360;0.0359;-0.0441;-0.0764;0.095
12.2380;0.0396;-0.0272;-0.1008;0.112
12.2420;0.0921;-0.0290;-0.1159;0.151
12.2470;0.1070;-0.0160;-0.0401;0.115
12.2520;0.1316;-0.0460;0.0163;0.140
12.2580;0.1179;-0.0284;0.1254;0.174
12.2620;0.1325;-0.0493;0.2153;0.258
12.2670;0.0847;-0.0035;0.2430;0.257
12.2720;0.0606;0.0273;0.2517;0.260
12.2780;0.0267;0.0767;0.2653;0.277
12.2820;-0.0213;0.1398;0.2982;0.330
12.2870;-0.0598;0.1209;0.2833;0.314
12.2920;-0.0889;0.1015;0.2304;0.267
12.2980;-0.0610;0.1393;0.1633;0.223
12.3020;-0.0764;0.1625;0.0533;0.187
12.3160;-0.1301;0.1380;-0.0566;0.198
12.3170;-0.1741;0.1043;-0.0948;0.224
12.3180;-0.1800;0.1284;-0.1330;0.258
12.3340;-0.1669;0.1053;-0.0948;0.219
12.3340;-0.1352;0.1448;-0.0615;0.207
12.3350;-0.1274;0.1417;-0.0619;0.200
12.3390;-0.1102;0.1153;-0.0050;0.160
12.3430;-0.1263;0.1515;0.0804;0.213
12.3480;-0.1041;0.1302;0.1609;0.232
12.3520;-0.1203;0.1281;0.1887;0.258
12.3590;-0.0795;0.1403;0.2786;0.322
12.3630;-0.0440;0.1379;0.2968;0.330
12.3680;-0.0328;0.1450;0.3102;0.344
12.3750;-0.0313;0.1372;0.3094;0.340
12.3780;-0.0392;0.1289;0.3039;0.332
12.3830;-0.0186;0.1152;0.3752;0.393
12.3890;0.0116;0.0388;0.3078;0.310
12.3930;0.0129;0.0719;0.2120;0.224
12.3990;0.0042;0.0468;0.2026;0.208
12.4030;0.0096;0.0688;0.1159;0.135
12.4160;0.0199;0.0667;0.0538;0.088
12.4170;0.0539;0.0547;0.0255;0.081
12.4190;0.0925;0.0808;-0.0263;0.126
12.4350;0.0596;0.1494;-0.0444;0.167
12.4360;0.0555;0.1271;-0.0861;0.163
12.4360;0.0516;0.1760;-0.1654;0.247
12.4420;0.0905;0.1582;-0.1870;0.261
12.4430;0.1101;0.2118;-0.2323;0.333
12.4480;0.0819;0.2364;-0.3436;0.425
12.4530;0.0633;0.2658;-0.3781;0.466
12.4590;0.0925;0.2140;-0.3600;0.429
12.4640;0.1221;0.1925;-0.3970;0.458
12.4690;0.1275;0.2282;-0.4484;0.519
12.4740;0.1139;0.2160;-0.5092;0.565
12.4790;0.1577;0.2374;-0.5269;0.599
12.4840;0.1396;0.2543;-0.6307;0.694
12.4920;0.1603;0.2716;-0.6294;0.704
12.4940;0.1433;0.3228;-0.6234;0.717
12.4990;0.0982;0.3601;-0.6272;0.730
12.5040;0.0487;0.4219;-0.5977;0.733
12.5090;0.0186;0.4360;-0.5635;0.713
12.5140;0.0173;0.4505;-0.5629;0.721
12.5190;0.0065;0.4601;-0.5576;0.723
12.5320;-0.0140;0.4747;-0.4709;0.669
12.5330;0.0227;0.4940;-0.4036;0.638
12.5510;0.0066;0.5225;-0.3983;0.657
12.5520;-0.0241;0.5362;-0.3977;0.668
12.5530;-0.0550;0.5496;-0.3588;0.659
12.5530;-0.1101;0.5867;-0.4059;0.722
12.5550;-0.1414;0.5852;-0.4672;0.762
12.5600;-0.2062;0.6362;-0.4806;0.824
12.5640;-0.2521;0.6535;-0.4653;0.841
12.5690;-0.2551;0.6325;-0.4451;0.814
12.5760;-0.2964;0.6641;-0.4298;0.845
12.5800;-0.3469;0.6910;-0.4145;0.877
12.5840;-0.3778;0.6703;-0.4423;0.887
12.5920;-0.3697;0.6739;-0.4033;0.868
12.5950;-0.4086;0.6828;-0.3119;0.855
12.6000;-0.4276;0.7208;-0.2782;0.883
12.6050;-0.4604;0.6969;-0.2064;0.860
12.6100;-0.4976;0.7215;-0.1349;0.887
12.6150;-0.4868;0.7371;-0.0397;0.884
12.6200;-0.4811;0.7340;0.0696;0.880
12.6340;-0.4565;0.7600;0.1213;0.895
12.6350;-0.4990;0.7095;0.2207;0.895
12.6470;-0.5083;0.7166;0.3248;0.937
12.6480;-0.4606;0.7138;0.3714;0.927
12.6480;-0.5138;0.6867;0.4038;0.948
12.6660;-0.5384;0.7693;0.3789;1.013
12.6670;-0.6247;0.8561;0.3780;1.125
12.6680;-0.6242;0.9039;0.3486;1.152
12.6680;-0.6569;0.9656;0.3336;1.215
12.6700;-0.6656;0.9408;0.3905;1.217
12.6750;-0.7226;0.9447;0.4330;1.266
12.6820;-0.7372;0.9630;0.4563;1.296
12.6850;-0.6905;0.9239;0.5083;1.260
12.6930;-0.6158;0.8662;0.5650;1.204
12.6950;-0.4888;0.7657;0.5689;1.072
12.7000;-0.4191;0.6896;0.6205;1.018
12.7090;-0.4158;0.6906;0.6911;1.062
12.7100;-0.3923;0.7065;0.7900;1.130
12.7160;-0.4205;0.7038;0.8265;1.164
12.7210;-0.4524;0.7349;0.9632;1.293
12.7260;-0.4265;0.7231;1.0614;1.353
12.7310;-0.3762;0.6780;1.1594;1.395
12.7360;-0.3451;0.6376;1.1473;1.357
12.7490;-0.3141;0.5827;1.2214;1.389
12.7490;-0.2977;0.5801;1.2621;1.421
12.7510;-0.3202;0.5295;1.2740;1.416
12.7730;-0.3430;0.5310;1.2862;1.433
12.7740;-0.3278;0.4890;1.2363;1.369
12.7750;-0.3320;0.4560;1.1722;1.301
12.7750;-0.3655;0.4273;1.1993;1.325
12.7780;-0.3470;0.3600;1.1070;1.215
12.7820;-0.3483;0.3067;1.1105;1.204
12.7870;-0.3794;0.2820;1.0567;1.158
12.7930;-0.2824;0.2957;0.9935;1.074
12.7980;-0.1815;0.2948;0.9304;0.993
12.8020;-0.0623;0.2412;0.8197;0.857
12.8090;0.0088;0.1970;0.8479;0.871
12.8120;0.0653;0.1241;0.7948;0.807
12.8170;0.0593;0.0748;0.7896;0.795
12.8220;0.0819;0.0254;0.7654;0.770
12.8270;0.1329;0.0284;0.7174;0.730
12.8320;0.1408;0.0263;0.6648;0.680
12.8370;0.0961;0.0002;0.5931;0.601
12.8500;0.0421;0.0312;0.5503;0.553
12.8510;0.0461;-0.0241;0.5172;0.520
12.8530;0.0745;-0.0798;0.4459;0.459
12.8700;0.0986;-0.1261;0.4131;0.443
12.8710;0.1474;-0.1821;0.3372;0.411
12.8720;0.1781;-0.2189;0.3331;0.437
12.8720;0.1619;-0.2465;0.2909;0.414
12.8780;0.1562;-0.2412;0.2631;0.390
12.8820;0.1083;-0.2365;0.2642;0.371
12.8870;0.0802;-0.2801;0.2367;0.375
12.8930;0.1193;-0.3145;0.1759;0.380
12.8970;0.1107;-0.2966;0.1152;0.337
12.9020;0.1546;-0.3602;0.0977;0.404
12.9080;0.2079;-0.4478;0.1282;0.510
12.9120;0.2367;-0.5021;0.1491;0.575
12.9180;0.2410;-0.4944;0.1558;0.572
12.9230;0.3020;-0.5159;0.1244;0.611
12.9280;0.3100;-0.5474;0.1409;0.645
12.9330;0.3224;-0.5362;0.1433;0.642
12.9380;0.3634;-0.5498;0.2129;0.693
12.9500;0.3276;-0.6071;0.1822;0.713
12.9510;0.3061;-0.6462;0.1183;0.725
12.9530;0.2846;-0.6810;-0.0075;0.738
12.9700;0.2872;-0.6734;-0.0707;0.735
12.9710;0.3331;-0.6997;-0.1624;0.792
12.9720;0.3605;-0.7454;-0.2874;0.876
12.9780;0.3741;-0.7669;-0.3311;0.915
12.9790;0.3596;-0.8405;-0.3701;0.986
12.9830;0.3748;-0.8704;-0.3470;1.009
12.9880;0.4432;-0.8609;-0.3626;1.034
12.9930;0.4165;-0.8601;-0.2781;0.995
12.9980;0.4288;-0.9205;-0.2035;1.036
13.0030;0.4274;-0.9511;-0.1580;1.055
13.0090;0.4549;-0.9810;-0.0603;1.083
13.0130;0.4731;-0.9958;0.0420;1.103
13.0180;0.5248;-1.0197;0.1057;1.152
13.0240;0.5526;-1.0337;0.1357;1.180
13.0340;0.5422;-1.0669;0.1897;1.212
13.0350;0.5320;-1.1194;0.2245;1.260
13.0400;0.5746;-1.0957;0.2355;1.259
13.0520;0.5935;-1.1587;0.2371;1.323
13.0520;0.6079;-1.2415;0.2197;1.400
13.0540;0.6418;-1.2819;0.1213;1.439
13.0610;0.6714;-1.2655;0.0854;1.435
13.0640;0.6585;-1.2635;0.0256;1.425
13.0690;0.6412;-1.2282;0.0185;1.386
13.0770;0.6389;-1.1783;-0.0556;1.342
13.0790;0.6035;-1.1472;-0.0437;1.297
13.0840;0.5828;-1.0438;-0.0607;1.197
13.0890;0.5673;-1.0256;-0.0731;1.174
13.0950;0.5947;-1.0113;0.0193;1.173
13.0990;0.5884;-1.0057;0.0062;1.165
13.1040;0.6201;-0.9852;0.0169;1.164
13.1100;0.6657;-1.0458;0.0275;1.240
13.1150;0.6579;-1.0580;0.0140;1.246
13.1190;0.6494;-1.0655;0.0390;1.248
13.1350;0.5588;-1.0204;-0.0318;1.164
13.1360;0.5728;-0.9751;-0.0642;1.133
13.1400;0.5433;-0.9154;-0.1540;1.076
13.1400;0.5134;-0.8703;-0.1863;1.027
13.1580;0.4878;-0.8204;-0.2184;0.979
13.1590;0.4475;-0.7800;-0.3558;0.967
13.1590;0.4262;-0.7775;-0.4358;0.988
13.1620;0.3809;-0.7745;-0.4727;0.984
13.1650;0.3310;-0.7326;-0.5242;0.960
13.1700;0.3387;-0.7426;-0.6284;1.030
13.1770;0.3178;-0.7993;-0.6612;1.085
13.1800;0.3353;-0.8452;-0.6129;1.097
13.1850;0.3433;-0.8660;-0.5508;1.082
13.1900;0.3941;-0.8567;-0.4461;1.043
13.1960;0.3439;-0.8367;-0.4136;0.995
13.2000;0.2499;-0.8062;-0.3528;0.915
13.2050;0.2225;-0.8037;-0.3018;0.887
13.2220;0.2809;-0.8009;-0.0979;0.854
13.2220;0.2957;-0.7840;0.0054;0.838
13.2380;0.2904;-0.7913;-0.0204;0.843
13.2390;0.2409;-0.7654;-0.0030;0.802
13.2400;0.1953;-0.7353;0.0050;0.761
13.2400;0.1393;-0.6674;-0.0394;0.683
13.2450;0.1164;-0.6292;-0.0596;0.643
13.2460;0.0690;-0.5585;-0.0555;0.565
13.2500;0.0449;-0.4888;-0.1850;0.525
13.2560;0.0152;-0.4436;-0.2854;0.528
13.2610;-0.0150;-0.3703;-0.4095;0.552
13.2660;-0.0217;-0.3257;-0.4999;0.597
13.2710;-0.0238;-0.2809;-0.6334;0.693
13.2780;-0.0166;-0.2261;-0.6902;0.727
13.2810;-0.0525;-0.1802;-0.7186;0.743
13.2860;-0.0742;-0.1525;-0.7185;0.738
13.2940;-0.1291;-0.1335;-0.6421;0.668
13.2960;-0.1166;-0.0995;-0.6330;0.651
13.3010;-0.1133;-0.0459;-0.5715;0.584
13.3060;-0.1189;-0.0827;-0.4576;0.480
13.3110;-0.1337;-0.0856;-0.3202;0.357
13.3160;-0.1813;-0.0499;-0.2690;0.328
13.3210;-0.1706;-0.0047;-0.1989;0.262
13.3350;-0.1781;0.0215;-0.1815;0.255
13.3360;-0.2183;-0.0051;-0.1689;0.276
13.3390;-0.2385;0.0349;-0.0845;0.255
13.3540;-0.2724;-0.0067;-0.0432;0.276
13.3550;-0.2243;-0.0198;-0.0402;0.229
13.3550;-0.2811;0.0098;-0.0514;0.286
13.3570;-0.2945;0.0246;-0.0434;0.299
13.3620;-0.2693;0.0248;0.0125;0.271
13.3670;-0.3303;0.0388;-0.0272;0.334
13.3720;-0.3723;0.0621;0.0242;0.378
13.3780;-0.4002;0.0898;0.0469;0.413
13.3820;-0.4383;0.1358;-0.0162;0.459
13.3870;-0.4241;0.1431;-0.0313;0.449
13.3930;-0.4341;0.1644;-0.0893;0.473
13.3970;-0.4206;0.1516;-0.1853;0.484
13.4020;-0.3838;0.1433;-0.2093;0.460
13.4070;-0.3811;0.1299;-0.2762;0.488
13.4120;-0.4025;0.1546;-0.3095;0.531
13.4180;-0.3712;0.1358;-0.3091;0.502
13.4220;-0.3731;0.1548;-0.3995;0.568
13.4350;-0.3551;0.1832;-0.4802;0.625
13.4350;-0.3792;0.2115;-0.5465;0.698
13.4370;-0.4213;0.2494;-0.6318;0.799
13.4530;-0.3859;0.3067;-0.6647;0.828
13.4540;-0.3880;0.3404;-0.6976;0.868
13.4540;-0.3991;0.3697;-0.7354;0.915
13.4580;-0.3286;0.4235;-0.7686;0.937
13.4630;-0.2868;0.4158;-0.7446;0.900
13.4680;-0.2449;0.4616;-0.7304;0.898
13.4730;-0.2511;0.4746;-0.6735;0.861
13.4780;-0.2532;0.4789;-0.6120;0.817
13.4830;-0.2606;0.4647;-0.5173;0.743
13.4880;-0.1969;0.4368;-0.3416;0.588
13.4950;-0.1051;0.3760;-0.1997;0.439
13.4980;-0.0000;0.3062;-0.0532;0.311
13.5030;-0.0204;0.2609;-0.0028;0.262
13.5080;-0.0220;0.2398;0.0429;0.245
13.5130;0.0053;0.2568;0.1841;0.316
13.5190;0.0565;0.2400;0.3061;0.393
13.5230;0.0312;0.2038;0.3372;0.395
13.5350;-0.0560;0.2054;0.3445;0.405
13.5350;-0.0563;0.2015;0.3424;0.401
13.5380;-0.0842;0.1732;0.2926;0.350
13.5530;-0.0009;0.1681;0.1856;0.250
13.5540;-0.0550;0.1864;0.1075;0.222
13.5550;-0.0839;0.2235;-0.0278;0.240
13.5600;-0.0779;0.2462;-0.1726;0.311
13.5630;-0.0805;0.2499;-0.2025;0.332
13.5680;-0.1157;0.3066;-0.2421;0.407
13.5740;-0.1218;0.3586;-0.2386;0.448
13.5790;-0.1135;0.4059;-0.2304;0.480
13.5830;-0.1201;0.4628;-0.2127;0.523
13.5880;-0.1130;0.5053;-0.2284;0.566
13.5940;-0.0735;0.5524;-0.2392;0.606
13.5980;0.0128;0.5896;-0.2356;0.635
13.6040;0.0358;0.5736;-0.2795;0.639
13.6120;0.0673;0.5476;-0.3615;0.660
13.6140;0.0502;0.5304;-0.3715;0.650
13.6190;0.0377;0.5271;-0.4147;0.672
13.6250;0.0105;0.5474;-0.5295;0.762
13.6360;0.0022;0.5151;-0.6490;0.829
13.6360;0.0178;0.5310;-0.6345;0.828
13.6390;-0.0190;0.5236;-0.7111;0.883
13.6540;-0.0268;0.5216;-0.7542;0.917
13.6550;-0.0247;0.5393;-0.7401;0.916
13.6550;-0.0314;0.5147;-0.6976;0.867
13.6590;-0.0374;0.5767;-0.6935;0.903
13.6650;-0.0283;0.5338;-0.5939;0.799
13.6690;-0.0188;0.5531;-0.5566;0.785
13.6750;0.0055;0.5819;-0.4620;0.743
13.6800;-0.0130;0.5529;-0.4391;0.706
13.6850;0.0022;0.5714;-0.3588;0.675
13.6900;-0.0014;0.6083;-0.3596;0.707
13.6950;-0.0146;0.6111;-0.3364;0.698
13.7000;-0.0039;0.6373;-0.3466;0.725
13.7050;-0.0222;0.6347;-0.3758;0.738
13.7110;-0.0935;0.6370;-0.3955;0.756
13.7150;-0.1075;0.6634;-0.3673;0.766
13.7200;-0.1554;0.6851;-0.3249;0.774
13.7260;-0.1558;0.6596;-0.2922;0.738
13.7320;-0.1422;0.6441;-0.2740;0.714
13.7350;-0.1049;0.6435;-0.2417;0.695
13.7400;-0.1249;0.6098;-0.1520;0.641
13.7520;-0.1496;0.6004;-0.0626;0.622
13.7530;-0.1592;0.6057;-0.0165;0.627
13.7710;-0.1346;0.5728;0.0344;0.589
13.7720;-0.0947;0.5830;0.1091;0.601
13.7720;-0.1162;0.6263;0.2077;0.670
13.7730;-0.0986;0.6357;0.2297;0.683
13.7760;-0.0279;0.6970;0.2758;0.750
13.7810;0.0094;0.7575;0.2455;0.796
13.7850;-0.0108;0.8794;0.2155;0.905
13.7910;-0.0364;0.9911;0.1904;1.010
13.7960;-0.0587;1.0693;0.1462;1.081
13.8000;0.0177;1.1331;0.2504;1.161
13.8060;0.0490;1.1636;0.3496;1.216
13.8120;0.1882;1.0793;0.3531;1.151
13.8160;0.3162;1.0382;0.3518;1.141
13.8210;0.3813;1.0164;0.3026;1.127
13.8350;0.3986;0.9661;0.3444;1.100
13.8360;0.2923;0.9499;0.4385;1.086
13.8380;0.2445;0.9153;0.5611;1.101
13.8520;0.1595;0.8527;0.6976;1.113
13.8530;0.1619;0.8440;0.8336;1.197
13.8540;0.1512;0.8125;0.9739;1.277
13.8560;0.1374;0.7773;1.0946;1.350
13.8620;0.2782;0.6998;1.2581;1.466
13.8660;0.4013;0.5895;1.3972;1.569
13.8710;0.4777;0.5127;1.4980;1.654
13.8780;0.4880;0.4214;1.5652;1.693
13.8810;0.5084;0.3489;1.6229;1.736
13.8860;0.4666;0.2852;1.6616;1.749
13.8910;0.4914;0.2446;1.6432;1.732
13.8980;0.5105;0.2315;1.6346;1.728
13.9020;0.5332;0.1934;1.5930;1.691
13.9060;0.5877;0.1588;1.5182;1.636
13.9130;0.6738;0.1711;1.4916;1.646
13.9170;0.7244;0.1726;1.3841;1.572
13.9220;0.6915;0.1394;1.2388;1.426
13.9290;0.7093;0.1385;1.1657;1.372
13.9320;0.6826;0.1463;0.9972;1.217
13.9380;0.6688;0.0863;0.9392;1.156
13.9420;0.6878;-0.0077;0.8193;1.070
13.9530;0.6875;-0.0396;0.7808;1.041
13.9540;0.6636;-0.0954;0.7807;1.029
13.9570;0.6549;-0.1077;0.7948;1.036
13.9700;0.6522;-0.1388;0.8806;1.105
13.9710;0.6222;-0.1409;0.9039;1.106
13.9720;0.5407;-0.1235;0.8889;1.048
13.9800;0.5036;-0.0484;0.8404;0.981
13.9820;0.4677;-0.0971;0.8443;0.970
13.9870;0.4280;-0.1358;0.8386;0.951
13.9920;0.3599;-0.1646;0.8089;0.900
13.9980;0.3058;-0.1839;0.7984;0.874
14.0020;0.2227;-0.2129;0.7162;0.780
14.0080;0.1533;-0.2184;0.6390;0.692
14.0120;0.0739;-0.2290;0.6003;0.647
14.0180;0.0849;-0.2594;0.5809;0.642
14.0220;0.0855;-0.3482;0.5618;0.666
14.0360;0.0810;-0.3901;0.4425;0.595
14.0360;0.0574;-0.4662;0.3763;0.602
14.0530;0.0434;-0.5239;0.3868;0.653
14.0540;0.0245;-0.5820;0.3353;0.672
14.0550;-0.0182;-0.6120;0.3031;0.683
14.0550;-0.0559;-0.6854;0.2520;0.732
14.0580;-0.0503;-0.7643;0.2633;0.810
14.0630;-0.0879;-0.8294;0.1600;0.849
14.0680;-0.1300;-0.8471;0.0904;0.862
14.0730;-0.0763;-0.9469;0.0881;0.954
14.0790;-0.0994;-0.9944;0.0142;0.999
14.0830;-0.1372;-1.0375;-0.0308;1.047
14.0880;-0.1371;-1.0713;-0.1187;1.087
14.0930;-0.2093;-1.1771;-0.1968;1.212
14.0980;-0.1859;-1.1777;-0.2700;1.222
14.1030;-0.1245;-1.1684;-0.3527;1.227
14.1080;-0.2215;-1.1684;-0.3972;1.254
14.1130;-0.2807;-1.1776;-0.5134;1.315
14.1180;-0.3260;-1.2049;-0.5006;1.345
14.1230;-0.3145;-1.2698;-0.4114;1.371
14.1360;-0.2895;-1.2717;-0.3656;1.354
14.1370;-0.2365;-1.3064;-0.3678;1.378
14.1390;-0.1556;-1.3546;-0.3128;1.399
14.1580;-0.1378;-1.3925;-0.2389;1.420
14.1590;-0.0969;-1.4058;-0.0793;1.411
14.1600;-0.1380;-1.4233;0.0705;1.432
14.1610;-0.1514;-1.4547;0.1626;1.472
14.1640;-0.1560;-1.4523;0.2354;1.479
14.1690;-0.1562;-1.5073;0.2747;1.540
14.1740;-0.1277;-1.5479;0.2661;1.576
14.1790;-0.1369;-1.5787;0.2479;1.604
14.1840;-0.1167;-1.6140;0.2009;1.631
14.1890;-0.1288;-1.6682;0.1587;1.681
14.1960;-0.1395;-1.6836;0.1308;1.694
14.1990;-0.1821;-1.6556;0.1124;1.669
14.2040;-0.1659;-1.6320;0.1082;1.644
14.2090;-0.1774;-1.6029;0.0990;1.616
14.2140;-0.1640;-1.5874;0.1135;1.600
14.2190;-0.1259;-1.5762;0.1947;1.593
14.2240;-0.0918;-1.5595;0.2087;1.576
14.2370;-0.0665;-1.4894;0.2225;1.507
14.2380;-0.0834;-1.4380;0.2312;1.459
14.2400;-0.1425;-1.4389;0.2494;1.467
14.2560;-0.1531;-1.3723;0.2723;1.407
14.2570;-0.1729;-1.3152;0.2520;1.350
14.2570;-0.1445;-1.2338;0.2507;1.267
14.2600;-0.1015;-1.1953;0.2015;1.216
14.2650;-0.0488;-1.1090;0.1190;1.116
14.2690;0.0043;-1.0423;0.0892;1.046
14.2750;0.0431;-1.0094;0.0212;1.011
14.2800;0.0244;-0.9340;-0.0943;0.939
14.2850;-0.0184;-0.8400;-0.1426;0.852
14.2900;-0.0376;-0.7703;-0.2625;0.815
14.2960;-0.0912;-0.7012;-0.4108;0.818
14.3000;-0.0453;-0.6276;-0.5158;0.814
14.3050;0.0093;-0.6020;-0.5441;0.812
14.3100;0.0105;-0.5623;-0.6393;0.851
14.3150;0.0110;-0.5083;-0.6770;0.847
14.3200;0.0111;-0.4542;-0.6524;0.795
14.3250;0.0726;-0.4240;-0.6758;0.801
14.3370;0.0906;-0.4032;-0.7182;0.829
14.3380;0.0554;-0.3632;-0.7511;0.836
14.3420;0.1204;-0.3372;-0.7171;0.802
14.3590;0.1228;-0.2966;-0.7167;0.785
14.3600;0.1299;-0.2364;-0.7164;0.766
