time;gFx;gFy;gFz;TgF
0.004000;-0.1482;0.7379;0.6228;0.977
0.004000;-0.1634;0.7574;0.6683;1.023
0.011000;-0.1678;0.7716;0.6942;1.051
0.013000;-0.1599;0.7765;0.6995;1.057
0.018000;-0.1541;0.7692;0.6863;1.042
0.033000;-0.1419;0.7687;0.6727;1.031
0.033000;-0.1135;0.7623;0.6756;1.025
0.035000;-0.0969;0.7491;0.6805;1.017
0.043000;-0.0798;0.7354;0.6868;1.009
0.044000;-0.0666;0.7276;0.6990;1.011
0.050000;-0.0622;0.7110;0.7044;1.003
0.053000;-0.0510;0.7047;0.7054;0.998
0.060000;-0.0393;0.6949;0.7196;1.001
0.063000;-0.0285;0.6719;0.7416;1.001
0.068000;-0.0148;0.6499;0.7577;0.998
0.073000;-0.0080;0.6504;0.7767;1.013
0.078000;-0.0080;0.6284;0.8007;1.018
0.083000;0.0008;0.6055;0.8109;1.012
0.088000;0.0208;0.5810;0.8451;1.026
0.094000;0.0277;0.5444;0.8608;1.019
0.097000;0.0111;0.5351;0.8784;1.029
0.103000;0.0003;0.5713;0.9380;1.098
0.117000;0.0252;0.5786;0.9438;1.107
0.118000;0.0423;0.5830;0.9663;1.129
0.118000;0.0511;0.5766;0.9829;1.141
0.123000;0.0550;0.5688;0.9673;1.124
0.129000;0.0614;0.5703;0.9380;1.099
0.132000;0.0648;0.5737;0.9170;1.084
0.137000;0.0648;0.5835;0.8945;1.070
0.146000;0.0624;0.5928;0.8686;1.053
0.147000;0.0550;0.5977;0.8549;1.045
0.152000;0.0497;0.6001;0.8407;1.034
0.160000;0.0458;0.6030;0.8241;1.022
0.162000;0.0389;0.6079;0.8119;1.015
0.167000;0.0326;0.6089;0.7987;1.005
0.172000;0.0287;0.6157;0.7889;1.001
0.177000;0.0243;0.6196;0.7889;1.003
0.182000;0.0272;0.6226;0.7880;1.005
0.187000;0.0272;0.6172;0.7880;1.001
0.193000;0.0306;0.6025;0.7836;0.989
0.197000;0.0340;0.5913;0.7826;0.981
0.202000;0.0409;0.5879;0.7767;0.975
0.207000;0.0409;0.5894;0.7723;0.972
0.212000;0.0350;0.5928;0.7767;0.978
0.217000;0.0370;0.5942;0.8026;0.999
0.222000;0.0321;0.5933;0.8310;1.022
0.234000;0.0331;0.5933;0.8569;1.043
0.235000;0.0292;0.5967;0.8754;1.060
0.237000;0.0233;0.6030;0.8764;1.064
0.244000;0.0277;0.6104;0.8759;1.068
0.247000;0.0267;0.6231;0.8632;1.065
0.254000;0.0199;0.6333;0.8495;1.060
0.259000;0.0101;0.6465;0.8407;1.061
0.262000;0.0057;0.6553;0.8310;1.058
0.267000;0.0003;0.6631;0.8173;1.052
0.271000;0.0042;0.6631;0.8095;1.046
0.278000;0.0091;0.6548;0.8095;1.041
0.281000;0.0101;0.6421;0.8163;1.039
