time;gFx;gFy;gFz;TgF
0.005000;-0.1028;0.3338;0.9204;0.984
0.006000;-0.0954;0.3304;0.9165;0.979
0.006000;-0.0906;0.3255;0.9165;0.977
0.007000;-0.0886;0.3187;0.9243;0.982
0.014000;-0.0881;0.3206;0.9385;0.996
0.015000;-0.0925;0.3250;0.9536;1.012
0.028000;-0.0901;0.3221;0.9644;1.021
0.029000;-0.0862;0.3240;0.9732;1.029
0.035000;-0.0901;0.3284;0.9722;1.030
0.035000;-0.0964;0.3314;0.9771;1.036
0.043000;-0.1037;0.3372;0.9810;1.042
0.045000;-0.1101;0.3382;0.9932;1.055
0.050000;-0.1091;0.3387;0.9922;1.054
0.056000;-0.1008;0.3436;0.9849;1.048
0.060000;-0.0847;0.3392;0.9751;1.036
0.065000;-0.0744;0.3362;0.9590;1.019
0.072000;-0.0661;0.3289;0.9336;0.992
0.075000;-0.0632;0.3221;0.9404;0.996
0.080000;-0.0695;0.3206;0.9512;1.006
0.085000;-0.0700;0.3216;0.9565;1.012
0.090000;-0.0588;0.3162;0.9751;1.027
0.094000;-0.0446;0.3113;0.9673;1.017
0.100000;-0.0329;0.3079;0.9561;1.005
0.115000;-0.0285;0.3025;0.9512;0.999
0.116000;-0.0319;0.3006;0.9570;1.004
0.117000;-0.0295;0.2972;0.9668;1.012
0.123000;-0.0295;0.2972;0.9624;1.008
0.125000;-0.0207;0.2986;0.9619;1.007
0.130000;-0.0212;0.2981;0.9609;1.006
0.136000;-0.0246;0.3011;0.9517;0.998
0.144000;-0.0334;0.3035;0.9517;0.999
0.145000;-0.0446;0.3104;0.9473;0.998
0.150000;-0.0490;0.3128;0.9565;1.008
0.155000;-0.0544;0.3191;0.9595;1.013
0.160000;-0.0564;0.3235;0.9565;1.011
0.164000;-0.0524;0.3216;0.9512;1.005
0.170000;-0.0603;0.3216;0.9463;1.001
0.175000;-0.0642;0.3201;0.9482;1.003
0.179000;-0.0686;0.3206;0.9541;1.009
0.185000;-0.0691;0.3187;0.9649;1.018
0.191000;-0.0661;0.3211;0.9585;1.013
0.195000;-0.0612;0.3187;0.9526;1.006
0.199000;-0.0593;0.3191;0.9443;0.999
0.214000;-0.0564;0.3172;0.9438;0.997
0.215000;-0.0632;0.3143;0.9482;1.001
0.215000;-0.0632;0.3118;0.9512;1.003
0.222000;-0.0593;0.3074;0.9463;0.997
0.225000;-0.0539;0.3099;0.9482;0.999
0.232000;-0.0564;0.3084;0.9556;1.006
0.234000;-0.0539;0.3060;0.9575;1.007
0.239000;-0.0568;0.3069;0.9658;1.015
0.244000;-0.0583;0.3060;0.9722;1.021
0.249000;-0.0583;0.3079;0.9600;1.010
0.255000;-0.0564;0.3069;0.9580;1.008
0.259000;-0.0510;0.3104;0.9570;1.007
0.264000;-0.0549;0.3094;0.9507;1.001
0.269000;-0.0529;0.3089;0.9551;1.005
0.274000;-0.0559;0.3045;0.9521;1.001
0.279000;-0.0461;0.3045;0.9536;1.002
0.283000;-0.0461;0.3040;0.9551;1.003
0.291000;-0.0495;0.3035;0.9463;0.995
0.295000;-0.0505;0.3040;0.9477;0.997
0.299000;-0.0466;0.3060;0.9536;1.003
0.316000;-0.0510;0.3064;0.9556;1.005
0.317000;-0.0505;0.3035;0.9429;0.992
0.317000;-0.0402;0.3011;0.9536;1.001
0.324000;-0.0300;0.3016;0.9605;1.007
0.325000;-0.0265;0.2957;0.9570;1.002
0.329000;-0.0363;0.2928;0.9590;1.003
0.333000;-0.0339;0.2952;0.9556;1.001
0.342000;-0.0373;0.3001;0.9561;1.003
0.343000;-0.0393;0.2962;0.9536;0.999
0.349000;-0.0324;0.2952;0.9517;0.997
0.357000;-0.0344;0.2928;0.9482;0.993
0.359000;-0.0407;0.2952;0.9521;0.998
0.365000;-0.0461;0.2981;0.9541;1.001
0.369000;-0.0544;0.3050;0.9541;1.003
0.373000;-0.0554;0.3045;0.9556;1.004
0.379000;-0.0534;0.3035;0.9531;1.002
0.383000;-0.0495;0.3040;0.9512;1.000
0.391000;-0.0402;0.3001;0.9570;1.004
0.393000;-0.0368;0.2918;0.9609;1.005
0.399000;-0.0265;0.2903;0.9639;1.007
0.416000;-0.0285;0.2869;0.9609;1.003
0.417000;-0.0309;0.2835;0.9605;1.002
0.418000;-0.0280;0.2835;0.9605;1.002
0.419000;-0.0344;0.2825;0.9600;1.001
0.424000;-0.0417;0.2893;0.9580;1.002
0.431000;-0.0456;0.2918;0.9521;0.997
0.433000;-0.0466;0.2918;0.9502;0.995
0.443000;-0.0466;0.2942;0.9385;0.985
0.445000;-0.0471;0.2981;0.9414;0.989
0.448000;-0.0515;0.2996;0.9492;0.997
0.453000;-0.0534;0.3011;0.9517;1.000
0.458000;-0.0524;0.2991;0.9521;0.999
0.463000;-0.0495;0.2947;0.9541;1.000
0.468000;-0.0417;0.2918;0.9512;0.996
0.473000;-0.0353;0.2884;0.9473;0.991
0.478000;-0.0319;0.2947;0.9536;0.999
0.484000;-0.0324;0.2981;0.9580;1.004
0.491000;-0.0339;0.2967;0.9605;1.006
0.492000;-0.0290;0.2986;0.9634;1.009
0.498000;-0.0256;0.2937;0.9595;1.004
0.516000;-0.0251;0.2937;0.9658;1.010
0.517000;-0.0285;0.2923;0.9678;1.011
0.517000;-0.0290;0.2933;0.9692;1.013
0.518000;-0.0236;0.2918;0.9776;1.020
0.523000;-0.0173;0.2923;0.9810;1.024
0.529000;-0.0178;0.2933;0.9736;1.017
0.535000;-0.0212;0.2947;0.9634;1.008
0.539000;-0.0168;0.2942;0.9605;1.005
0.543000;-0.0178;0.2957;0.9517;0.997
0.547000;-0.0182;0.3006;0.9463;0.993
0.552000;-0.0207;0.3016;0.9492;0.996
0.557000;-0.0290;0.3011;0.9512;0.998
0.562000;-0.0324;0.2991;0.9458;0.992
0.567000;-0.0305;0.2942;0.9546;0.999
0.573000;-0.0353;0.2937;0.9746;1.019
0.577000;-0.0373;0.2972;0.9746;1.020
