time;gFx;gFy;gFz;TgF
0.005000;-0.1966;0.6108;0.5657;0.855
0.006000;-0.1697;0.6138;0.6209;0.889
0.006000;-0.1521;0.6128;0.6810;0.929
0.007000;-0.1360;0.5977;0.7245;0.949
0.012000;-0.1262;0.5781;0.7670;0.969
0.021000;-0.1140;0.5610;0.8080;0.990
0.022000;-0.1116;0.5532;0.8383;1.011
0.026000;-0.1091;0.5478;0.8539;1.020
0.039000;-0.1121;0.5439;0.8549;1.019
0.040000;-0.1233;0.5317;0.8525;1.012
0.042000;-0.1355;0.5244;0.8515;1.009
0.072000;-0.1511;0.5205;0.8349;0.995
0.073000;-0.1638;0.5102;0.8207;0.980
0.074000;-0.1814;0.5117;0.8222;0.985
0.074000;-0.1893;0.5209;0.8276;0.996
0.075000;-0.1902;0.5253;0.8256;0.997
0.075000;-0.1853;0.5229;0.8271;0.996
0.076000;-0.1780;0.5195;0.8349;0.999
0.087000;-0.1697;0.5180;0.8403;1.002
0.088000;-0.1595;0.5180;0.8578;1.015
0.090000;-0.1507;0.5136;0.8710;1.022
0.101000;-0.1399;0.5073;0.8823;1.027
0.102000;-0.1262;0.5029;0.8862;1.027
0.105000;-0.1169;0.4950;0.8837;1.020
0.111000;-0.1174;0.4838;0.8847;1.015
0.118000;-0.1189;0.4775;0.8769;1.006
0.120000;-0.1267;0.4750;0.8720;1.001
0.125000;-0.1326;0.4765;0.8725;1.003
0.140000;-0.1370;0.4833;0.8691;1.004
0.141000;-0.1365;0.4916;0.8603;1.000
0.142000;-0.1306;0.4946;0.8588;1.000
0.148000;-0.1252;0.4994;0.8652;1.007
0.150000;-0.1155;0.4965;0.8603;1.000
0.155000;-0.1111;0.4887;0.8466;0.984
0.160000;-0.1101;0.4819;0.8329;0.969
0.174000;-0.1116;0.4814;0.8300;0.966
0.176000;-0.1072;0.4765;0.8183;0.953
0.176000;-0.1013;0.4775;0.8119;0.947
0.183000;-0.1023;0.4784;0.8080;0.945
0.185000;-0.1052;0.4814;0.8153;0.953
0.190000;-0.1037;0.4838;0.8227;0.960
0.195000;-0.1037;0.4853;0.8271;0.965
0.200000;-0.0979;0.4794;0.8334;0.966
0.205000;-0.1003;0.4794;0.8407;0.973
0.210000;-0.0954;0.4775;0.8481;0.978
0.215000;-0.0920;0.4735;0.8549;0.982
0.220000;-0.0906;0.4721;0.8691;0.993
0.224000;-0.0964;0.4696;0.8803;1.002
0.238000;-0.1008;0.4643;0.8857;1.005
