time;gFx;gFy;gFz;TgF
0.002000;-0.1222;0.4036;1.4121;1.474
0.007000;-0.0635;0.3865;1.4033;1.457
0.017000;-0.0308;0.3831;1.2596;1.317
0.022000;-0.0909;0.3738;1.0701;1.137
0.039000;-0.0992;0.3362;0.8761;0.944
0.043000;-0.1954;0.1964;0.7104;0.763
0.052000;-0.3958;0.1832;0.7319;0.852
0.063000;-0.5844;0.3635;0.9797;1.197
0.075000;-0.4608;0.4095;1.1688;1.321
0.087000;-0.0557;0.2580;1.2846;1.311
0.133000;0.2897;0.1744;1.2567;1.301
0.134000;0.3704;0.2805;1.1829;1.271
0.134000;0.3665;0.3797;1.0720;1.195
0.135000;0.3494;0.3977;0.9811;1.115
0.145000;0.2287;0.3777;0.9860;1.080
0.146000;0.1085;0.3699;0.9860;1.059
0.153000;0.0264;0.3738;1.0847;1.148
0.164000;0.0855;0.3059;1.0598;1.106
0.173000;0.1862;0.2731;0.9298;0.987
0.184000;0.3630;0.2790;0.7539;0.882
0.194000;0.4642;0.3264;0.7784;0.963
0.207000;0.4837;0.3362;0.7544;0.957
0.216000;0.5194;0.3464;0.7295;0.960
0.269000;0.3381;0.4266;0.7598;0.935
0.270000;0.1617;0.5033;0.7285;0.900
0.270000;0.0410;0.5184;0.6762;0.853
0.271000;-0.1173;0.5189;0.6674;0.854
0.271000;-0.2653;0.4832;0.7569;0.936
0.282000;-0.1202;0.4143;0.7823;0.893
0.286000;0.0958;0.3645;0.8121;0.895
0.295000;0.1686;0.4222;0.8096;0.929
0.306000;0.2619;0.5135;0.7578;0.952
0.317000;0.2946;0.5614;0.7994;1.020
0.326000;0.3220;0.5326;0.8008;1.014
0.335000;0.3078;0.4867;0.8272;1.008
0.346000;0.2785;0.4725;0.7642;0.941
0.360000;0.2028;0.4363;0.7916;0.926
0.369000;0.1476;0.3943;0.8287;0.930
0.375000;0.1871;0.4026;0.8771;0.983
0.425000;0.1979;0.4183;0.8477;0.966
0.426000;0.1534;0.4598;0.7144;0.863
0.426000;0.2101;0.5042;0.6723;0.866
0.427000;0.1647;0.4178;0.8135;0.929
0.437000;0.3156;0.5257;0.8893;1.080
0.438000;0.1432;0.5668;0.8482;1.030
0.450000;0.1974;0.4349;0.7847;0.919
0.462000;0.3029;0.4681;0.8546;1.020
0.468000;0.2003;0.5507;0.7681;0.966
0.477000;0.1524;0.5018;0.7144;0.886
0.492000;0.1876;0.5218;0.7911;0.966
0.499000;0.2331;0.5135;0.9640;1.117
0.512000;0.1705;0.4285;1.0613;1.157
0.555000;-0.0523;0.4886;0.9846;1.100
0.556000;0.0889;0.3997;0.8795;0.970
0.556000;0.3855;0.3582;0.9342;1.072
0.557000;0.4432;0.3709;0.7613;0.956
0.567000;0.5414;0.2467;0.7964;0.994
0.579000;0.3582;0.3469;0.8424;0.979
0.581000;0.2472;0.4329;0.7637;0.912
0.589000;0.3098;0.4427;0.7642;0.936
0.610000;0.3899;0.4652;0.8517;1.046
0.616000;0.3865;0.4642;0.8228;1.021
0.642000;0.3244;0.4368;0.8414;1.002
0.671000;0.2946;0.4393;0.8389;0.992
0.672000;0.3586;0.4310;0.8595;1.026
0.673000;0.3621;0.4319;0.8849;1.049
0.673000;0.3498;0.3801;0.9357;1.069
0.674000;0.2863;0.3826;0.9069;1.025
0.681000;0.2502;0.3938;0.8389;0.960
0.692000;0.1969;0.3855;0.7759;0.889
0.715000;-0.0103;0.3718;0.7407;0.829
0.717000;-0.0371;-0.0020;0.7295;0.730
0.722000;-0.3059;0.3064;1.1292;1.209
0.730000;-0.0801;0.3313;1.2699;1.315
0.788000;0.2731;0.2160;1.1834;1.234
0.790000;0.4466;0.1857;1.1409;1.239
0.790000;0.4285;0.2717;1.0740;1.188
0.790000;0.4837;0.4295;1.0754;1.255
0.791000;0.4798;0.3586;0.8995;1.081
0.794000;0.4217;0.2878;0.5863;0.777
0.837000;0.2536;0.2511;0.3684;0.513
