time;gFx;gFy;gFz;TgF
0.002000;-0.3420;0.4613;0.4564;0.733
0.009000;-0.2389;0.4613;0.5898;0.786
0.019000;-0.1823;0.4847;0.7808;0.937
0.029000;-0.0977;0.5228;0.9684;1.105
0.048000;-0.0577;0.5424;1.0749;1.205
0.099000;-0.0435;0.5321;1.0637;1.190
0.100000;-0.0777;0.5199;1.0046;1.134
0.101000;-0.1319;0.4881;0.9137;1.044
0.101000;-0.1920;0.4627;0.8560;0.992
0.101000;-0.1847;0.4515;0.8346;0.967
0.102000;-0.1627;0.4637;0.8644;0.994
0.114000;-0.0752;0.4441;0.8604;0.971
0.131000;-0.0513;0.4080;0.8595;0.953
0.132000;-0.0156;0.3997;0.9093;0.993
0.148000;0.0674;0.4163;0.9753;1.063
0.164000;0.0889;0.4310;0.9919;1.085
0.165000;0.1261;0.4363;1.0202;1.117
0.180000;0.1632;0.4393;0.9933;1.098
0.191000;0.1280;0.4114;0.9982;1.087
0.192000;0.1793;0.3953;0.9484;1.043
0.203000;0.4197;0.2326;0.9259;1.043
0.217000;0.2849;0.2565;0.9631;1.037
0.250000;0.1349;0.3464;0.8639;0.940
0.250000;-0.0195;0.5292;0.6997;0.877
0.251000;-0.0484;0.6718;0.6626;0.945
0.259000;0.0318;0.7158;0.9225;1.168
0.268000;0.1891;0.5858;0.9787;1.156
0.272000;0.3112;0.5126;1.0105;1.175
0.282000;0.2849;0.5204;0.9694;1.137
0.297000;0.2634;0.5438;0.9015;1.085
0.302000;0.3513;0.5389;0.8458;1.063
0.313000;0.2614;0.4769;0.7999;0.967
0.322000;0.1881;0.4441;0.7207;0.867
0.333000;0.1407;0.4842;0.7090;0.870
0.353000;0.0591;0.5145;0.7217;0.888
0.358000;0.0049;0.4886;0.7867;0.926
0.416000;0.0493;0.4969;0.8355;0.973
0.417000;0.1295;0.5057;0.8517;0.999
0.418000;0.2096;0.5253;0.8658;1.034
0.418000;0.2668;0.5223;0.8863;1.063
0.418000;0.2785;0.5316;0.9098;1.090
0.419000;0.2932;0.5194;0.8966;1.077
0.430000;0.2844;0.5072;0.8653;1.043
0.446000;0.3073;0.5145;0.7251;0.941
0.456000;0.2917;0.5463;0.6054;0.866
0.460000;0.2580;0.5697;0.6083;0.872
0.469000;0.2614;0.5712;0.7256;0.960
0.484000;0.2751;0.5648;0.8946;1.093
0.486000;0.3059;0.5443;0.9137;1.107
0.498000;0.2751;0.5375;0.8697;1.059
0.506000;0.2912;0.5458;0.8487;1.050
0.552000;0.3039;0.5497;0.8433;1.052
0.553000;0.2995;0.5428;0.8096;1.020
0.554000;0.3083;0.5389;0.8204;1.029
0.554000;0.3347;0.5057;0.8160;1.017
0.563000;0.3205;0.4925;0.8375;1.023
0.573000;0.2316;0.5512;0.8517;1.041
0.586000;0.2428;0.5653;0.8267;1.031
0.590000;0.2428;0.5658;0.8121;1.019
0.604000;0.2511;0.5663;0.8350;1.040
0.610000;0.2639;0.5502;0.8399;1.038
0.618000;0.2922;0.5433;0.8209;1.027
0.668000;0.2941;0.5282;0.7867;0.992
0.669000;0.2707;0.5223;0.7754;0.973
0.670000;0.2511;0.5551;0.7999;1.005
0.670000;0.1994;0.5907;0.8248;1.034
0.678000;0.1353;0.5995;0.8272;1.031
0.681000;0.1632;0.6098;0.8072;1.025
0.689000;0.1901;0.5629;0.8028;0.999
0.703000;0.2223;0.5243;0.7735;0.960
0.711000;0.1886;0.5472;0.7813;0.972
0.718000;0.1725;0.5575;0.7862;0.979
0.730000;0.1661;0.5639;0.7647;0.965
0.739000;0.1647;0.5751;0.7588;0.966
0.752000;0.1627;0.5736;0.7720;0.975
0.762000;0.1583;0.5932;0.7842;0.996
0.770000;0.1652;0.6166;0.7979;1.022
0.824000;0.0948;0.6113;0.8106;1.020
0.825000;-0.0235;0.6137;0.8302;1.033
0.827000;0.1080;0.5717;0.9899;1.148
0.828000;0.2511;0.4896;1.0393;1.176
0.828000;0.2702;0.5399;0.9464;1.123
0.830000;0.2394;0.5717;0.8859;1.081
0.844000;0.1598;0.5937;0.8140;1.020
0.853000;0.0860;0.4881;0.6797;0.841
0.866000;0.0840;0.4500;0.5819;0.740
0.874000;0.1886;0.4837;0.7749;0.933
0.882000;0.2360;0.5135;0.9122;1.073
0.891000;0.2301;0.4788;0.9494;1.088
0.902000;0.2375;0.4710;0.9064;1.049
0.953000;0.1910;0.4979;0.8497;1.003
0.954000;0.1515;0.4891;0.7828;0.935
0.955000;0.1378;0.4520;0.7832;0.915
0.955000;0.1915;0.4251;0.7627;0.894
0.956000;0.2243;0.4114;0.7686;0.900
0.965000;0.3386;0.3762;0.8829;1.018
0.972000;0.2981;0.4085;0.8873;1.021
0.985000;0.1622;0.4305;0.8087;0.930
0.995000;-0.0894;0.4559;0.7275;0.863
1.005000;0.4950;-0.2526;0.0562;0.559
1.014000;-0.4363;0.1417;0.1544;0.484
1.028000;-0.9684;0.6797;1.0056;1.553
1.043000;-0.5189;0.4827;0.8898;1.138
1.093000;0.0694;0.1681;0.9948;1.011
1.094000;0.3264;0.1075;1.1727;1.222
1.095000;0.3176;0.2321;1.1336;1.200
1.095000;0.2272;0.2858;0.9308;1.000
1.096000;0.0694;0.2472;0.7446;0.788
1.097000;-0.1163;0.2169;0.6176;0.665
1.107000;-0.1823;0.2404;0.4774;0.565
1.123000;-0.0645;0.1026;0.4217;0.439
1.126000;-0.2223;0.1871;0.4876;0.568
1.141000;-0.4935;0.2130;0.5257;0.752
1.146000;-0.6567;0.2463;0.6474;0.954
1.157000;-0.5986;0.2868;0.8013;1.041
1.173000;-0.6596;0.3401;0.9547;1.209
1.176000;-0.3757;0.2531;1.0642;1.157
