time;gFx;gFy;gFz;TgF
0.004000;-0.0508;0.7129;0.8531;1.113
0.005000;0.0396;0.7031;0.9308;1.167
0.019000;0.0992;0.6953;0.9152;1.154
0.025000;0.1153;0.7012;0.8389;1.099
0.043000;0.1309;0.6772;0.8087;1.063
0.045000;0.1270;0.6733;0.8072;1.059
0.076000;0.0728;0.6748;0.8404;1.080
0.077000;0.0059;0.6670;0.8556;1.085
0.078000;-0.0386;0.6577;0.8575;1.081
0.087000;-0.0684;0.6586;0.8194;1.054
0.095000;-0.0684;0.6748;0.7837;1.036
0.107000;-0.0352;0.6821;0.7451;1.011
0.115000;0.0127;0.7002;0.7349;1.015
0.126000;0.0503;0.7090;0.7085;1.004
0.137000;0.0728;0.7060;0.6909;0.991
0.150000;0.0513;0.7041;0.6684;0.972
0.159000;0.0083;0.6982;0.6899;0.982
0.168000;-0.0132;0.6841;0.7202;0.993
0.183000;-0.0391;0.6743;0.7339;0.997
0.189000;-0.0572;0.6709;0.7324;0.995
0.210000;-0.0669;0.6723;0.7222;0.989
0.211000;-0.0508;0.6777;0.7026;0.978
0.218000;-0.0249;0.6821;0.7129;0.987
0.228000;-0.0034;0.6968;0.7173;1.000
0.241000;0.0054;0.6948;0.7173;0.999
0.248000;0.0078;0.6924;0.7168;0.997
0.259000;0.0156;0.6948;0.7095;0.993
0.269000;0.0103;0.6982;0.7080;0.994
0.280000;0.0015;0.6904;0.7407;1.013
0.296000;-0.0093;0.6943;0.7476;1.020
0.300000;-0.0210;0.6938;0.7456;1.019
0.309000;-0.0176;0.7041;0.7647;1.040
0.318000;-0.0083;0.7070;0.7774;1.051
0.331000;0.0039;0.7012;0.7876;1.055
0.342000;0.0054;0.6973;0.7857;1.050
0.350000;-0.0024;0.6982;0.7671;1.037
0.366000;-0.0049;0.6963;0.7505;1.024
0.377000;-0.0132;0.6953;0.7334;1.011
0.380000;-0.0210;0.6865;0.7183;0.994
0.390000;-0.0176;0.6889;0.7129;0.992
0.399000;-0.0313;0.6850;0.7412;1.010
0.411000;-0.0337;0.6929;0.7109;0.993
0.420000;-0.0283;0.6973;0.7627;1.034
0.430000;-0.0225;0.6929;0.7373;1.012
0.448000;-0.0161;0.6953;0.7383;1.014
0.450000;-0.0044;0.6992;0.7363;1.015
0.462000;0.0191;0.7016;0.7261;1.010
0.470000;0.0235;0.7041;0.7324;1.016
0.482000;0.0254;0.7036;0.7148;1.003
0.494000;0.0171;0.7085;0.7085;1.002
0.502000;-0.0054;0.7031;0.7046;0.995
0.513000;-0.0098;0.7070;0.7090;1.001
0.522000;-0.0029;0.7090;0.7373;1.023
0.532000;-0.0064;0.7100;0.7647;1.043
0.545000;-0.0064;0.6987;0.7876;1.053
0.553000;-0.0181;0.6870;0.7803;1.040
0.563000;-0.0293;0.6855;0.7554;1.021
0.573000;-0.0279;0.6841;0.7393;1.008
0.591000;-0.0244;0.6850;0.7095;0.987
0.595000;-0.0112;0.6958;0.6938;0.983
0.603000;-0.0151;0.6914;0.6924;0.979
0.619000;-0.0191;0.6894;0.6797;0.968
0.622000;-0.0288;0.6948;0.6670;0.964
0.647000;-0.0371;0.6982;0.6826;0.977
0.649000;-0.0322;0.7021;0.6943;0.988
0.653000;-0.0352;0.6963;0.7212;1.003
0.663000;-0.0293;0.7080;0.7549;1.035
0.673000;-0.0332;0.7114;0.7945;1.067
0.683000;-0.0264;0.6963;0.8067;1.066
0.694000;-0.0269;0.6968;0.8121;1.070
0.704000;-0.0279;0.6977;0.8121;1.071
0.714000;-0.0200;0.6953;0.8077;1.066
0.724000;-0.0029;0.6865;0.7818;1.040
0.735000;0.0059;0.6826;0.7613;1.022
0.746000;0.0078;0.6787;0.7446;1.008
0.754000;-0.0073;0.6709;0.7437;1.002
0.765000;0.0044;0.6709;0.7481;1.005
0.775000;0.0186;0.6626;0.7334;0.989
0.785000;0.0020;0.6557;0.7446;0.992
0.796000;-0.0151;0.6630;0.7398;0.994
0.807000;-0.0269;0.6694;0.7305;0.991
0.816000;-0.0239;0.6650;0.7324;0.990
0.829000;-0.0137;0.6586;0.7471;0.996
0.836000;-0.0112;0.6626;0.7432;0.996
0.853000;-0.0054;0.6743;0.7339;0.997
0.857000;-0.0147;0.6733;0.7437;1.003
0.867000;-0.0142;0.6836;0.7500;1.015
0.890000;-0.0034;0.6831;0.7451;1.011
0.891000;0.0005;0.6792;0.7383;1.003
0.917000;0.0029;0.6845;0.7515;1.017
0.918000;0.0137;0.6875;0.7539;1.020
0.919000;0.0161;0.6929;0.7622;1.030
0.933000;0.0308;0.6958;0.7671;1.036
0.940000;0.0371;0.7070;0.7642;1.042
0.949000;0.0274;0.6977;0.7642;1.035
0.959000;0.0195;0.6924;0.7608;1.029
0.971000;0.0073;0.6855;0.7666;1.028
0.978000;0.0005;0.6836;0.7701;1.030
0.989000;0.0015;0.6831;0.7788;1.036
1.000000;-0.0010;0.6733;0.7876;1.036
1.008000;0.0034;0.6821;0.7784;1.035
1.025000;0.0000;0.6777;0.7730;1.028
1.054000;0.0107;0.6787;0.7617;1.020
1.055000;0.0195;0.6728;0.7681;1.021
1.056000;0.0200;0.6762;0.7627;1.020
1.060000;0.0181;0.6821;0.7549;1.018
1.071000;0.0132;0.6748;0.7603;1.017
1.080000;0.0117;0.6748;0.7520;1.010
1.089000;0.0059;0.6743;0.7544;1.012
1.101000;-0.0010;0.6723;0.7510;1.008
1.109000;-0.0039;0.6714;0.7593;1.014
1.121000;-0.0044;0.6762;0.7627;1.019
1.138000;-0.0103;0.6704;0.7774;1.027
1.144000;-0.0142;0.6723;0.7764;1.027
1.163000;-0.0132;0.6684;0.7642;1.015
1.164000;-0.0186;0.6650;0.7632;1.012
1.170000;-0.0220;0.6689;0.7500;1.005
1.181000;0.0034;0.6748;0.7427;1.003
1.192000;0.0093;0.6728;0.7378;0.999
1.203000;0.0112;0.6743;0.7344;0.997
1.211000;0.0068;0.6709;0.7412;1.000
