time;gFx;gFy;gFz;TgF
0.002000;0.0547;0.3533;1.3344;1.381
0.008000;0.0371;0.3225;1.3921;1.429
0.020000;-0.0332;0.2956;1.3197;1.353
0.031000;-0.1222;0.2736;1.2406;1.276
0.037000;-0.1954;0.2516;1.1316;1.176
0.048000;-0.2355;0.2643;1.0017;1.062
0.067000;-0.2155;0.2863;0.9103;0.978
0.067000;-0.1598;0.3230;0.8727;0.944
0.119000;-0.1055;0.3508;0.8585;0.933
0.120000;-0.0884;0.3733;0.8746;0.955
0.120000;-0.1026;0.3757;0.9152;0.995
0.121000;-0.1187;0.3640;0.9464;1.021
0.134000;-0.1305;0.3503;0.9547;1.025
0.136000;-0.1324;0.3352;0.9333;1.000
0.153000;-0.1412;0.3396;0.9054;0.977
0.157000;-0.1593;0.3523;0.8863;0.967
0.170000;-0.1676;0.3508;0.8741;0.957
0.174000;-0.1710;0.3469;0.8775;0.959
0.186000;-0.1593;0.3650;0.8883;0.973
0.197000;-0.1471;0.3718;0.8873;0.973
0.200000;-0.1241;0.3586;0.8893;0.967
0.215000;-0.1207;0.3533;0.8917;0.967
0.261000;-0.1217;0.3586;0.9015;0.978
0.262000;-0.1173;0.3406;0.9108;0.979
0.262000;-0.1246;0.3147;0.9176;0.978
0.263000;-0.1241;0.3117;0.9303;0.989
0.263000;-0.1344;0.3191;0.9679;1.028
0.273000;-0.1485;0.3215;0.9782;1.040
0.281000;-0.1495;0.3279;0.9875;1.051
0.292000;-0.1427;0.3269;1.0017;1.063
0.300000;-0.1202;0.3205;0.9797;1.038
0.312000;-0.1226;0.3122;0.9963;1.051
0.321000;-0.1129;0.2873;1.0163;1.062
0.331000;-0.0669;0.2819;1.0442;1.084
0.352000;-0.1163;0.2380;1.0471;1.080
0.354000;-0.1505;0.2038;0.9733;1.006
0.365000;-0.1202;0.1871;0.9049;0.932
0.409000;-0.1182;0.2116;0.8883;0.921
0.410000;-0.1608;0.2165;0.8854;0.926
0.411000;-0.1735;0.2204;0.9347;0.976
0.411000;-0.1534;0.2116;1.0090;1.042
0.414000;-0.1353;0.2267;1.0451;1.078
0.423000;-0.1500;0.2526;1.0451;1.086
0.434000;-0.1388;0.2819;1.0544;1.100
0.444000;-0.1246;0.2971;1.0647;1.112
0.453000;-0.1407;0.3083;1.0647;1.117
0.464000;-0.1681;0.3044;1.0422;1.099
0.474000;-0.1363;0.2893;0.8805;0.937
0.485000;-0.1075;0.3083;0.9005;0.958
0.498000;-0.0650;0.3034;0.8013;0.859
0.508000;-0.0073;0.2956;0.6855;0.747
0.545000;0.0391;0.3562;0.6714;0.761
0.546000;0.0958;0.3821;0.5736;0.696
0.547000;0.2101;0.4314;0.9010;1.021
0.547000;0.2130;0.4373;1.0427;1.151
0.555000;0.1627;0.3709;1.1072;1.179
0.566000;0.1642;0.3283;1.0202;1.084
0.575000;0.1402;0.2448;0.9054;0.948
0.584000;0.0792;0.1950;0.8399;0.866
0.597000;0.0210;0.1568;0.8399;0.855
0.606000;-0.0093;0.1407;0.9323;0.943
0.621000;-0.0669;0.2165;1.1575;1.179
0.632000;0.0283;0.2751;1.2460;1.276
0.682000;0.1622;0.2893;1.2416;1.285
0.683000;0.2428;0.3230;1.1785;1.246
0.684000;0.2990;0.3577;1.1106;1.204
0.685000;0.3840;0.4060;1.1360;1.266
0.685000;0.3225;0.4305;1.0246;1.157
0.689000;0.2697;0.4525;0.8946;1.038
0.700000;0.2277;0.5033;0.8316;0.998
0.706000;0.1393;0.4774;0.8727;1.004
0.716000;0.0318;0.4099;0.9890;1.071
0.728000;0.1085;0.3293;1.0969;1.150
0.737000;0.1803;0.3220;1.1727;1.229
0.748000;0.2775;0.3494;1.1263;1.211
0.757000;0.2604;0.3630;1.0911;1.179
0.774000;0.3181;0.4476;0.8389;1.003
0.784000;0.3044;0.5047;0.7236;0.933
0.791000;0.3503;0.4515;0.6445;0.861
0.838000;0.4197;0.4608;0.8683;1.069
0.839000;0.3254;0.4788;1.1468;1.285
0.839000;0.3166;0.4358;1.0100;1.145
0.840000;0.3156;0.4534;0.8727;1.033
0.840000;0.3401;0.4881;0.7104;0.927
0.849000;0.3767;0.5047;0.6323;0.892
0.859000;0.3880;0.5003;0.6293;0.893
0.868000;0.2761;0.4798;0.6479;0.852
0.880000;0.1437;0.4779;0.6694;0.835
0.890000;0.1637;0.4686;0.6914;0.851
0.907000;0.2145;0.4608;0.7290;0.889
0.962000;0.2384;0.4564;0.7828;0.937
0.963000;0.1920;0.4588;0.8170;0.956
0.965000;0.2301;0.4339;0.8678;0.997
0.965000;0.2756;0.4168;0.8736;1.006
0.966000;0.2712;0.4466;0.8697;1.015
0.967000;0.2741;0.4412;0.8052;0.958
0.972000;0.2267;0.4451;0.7212;0.877
0.982000;0.1974;0.4554;0.7344;0.886
0.990000;0.1842;0.4564;0.7569;0.903
1.000000;0.1764;0.4676;0.7569;0.907
1.016000;0.2814;0.4407;0.8600;1.006
1.022000;0.3064;0.4495;0.9504;1.095
1.035000;0.2634;0.4290;0.9411;1.067
1.079000;0.2253;0.4236;0.8868;1.008
1.080000;0.2751;0.4407;0.8331;0.982
1.080000;0.3161;0.4559;0.7823;0.959
1.081000;0.3240;0.4764;0.7666;0.959
1.081000;0.2687;0.4930;0.7310;0.922
1.091000;0.2013;0.5047;0.7647;0.938
1.102000;0.2560;0.5028;0.7984;0.978
1.110000;0.3200;0.4525;0.7994;0.973
1.121000;0.2976;0.4241;0.7652;0.924
1.132000;0.0210;0.5047;0.8145;0.958
1.140000;0.0215;0.5590;0.8443;1.013
1.152000;0.1950;0.4686;0.8995;1.033
1.163000;0.2961;0.4881;0.9142;1.078
1.181000;0.3474;0.5336;0.9005;1.103
1.186000;0.3152;0.5160;0.8673;1.057
1.218000;0.1876;0.4847;0.8204;0.971
1.219000;0.1617;0.4827;0.8243;0.969
1.219000;0.2370;0.4896;0.8717;1.027
1.225000;0.2770;0.5194;0.8644;1.046
1.235000;0.2834;0.5145;0.8424;1.027
1.243000;0.2296;0.5204;0.8507;1.023
1.253000;0.2634;0.4637;0.9435;1.084
1.265000;0.2678;0.4065;0.9631;1.079
1.276000;0.2937;0.4300;0.9655;1.097
1.286000;0.4099;0.4950;0.9088;1.113
1.294000;0.3616;0.5111;0.7842;1.003
1.308000;0.3542;0.4857;0.7715;0.978
1.323000;0.2277;0.4754;0.7681;0.932
1.328000;0.2096;0.4388;0.8106;0.945
1.369000;0.2409;0.4573;0.9289;1.063
1.371000;0.1730;0.4906;0.9191;1.056
1.371000;0.1393;0.4935;0.8468;0.990
1.372000;0.2145;0.5091;0.8297;0.997
1.377000;0.2609;0.5091;0.8199;1.000
1.389000;0.1842;0.4906;0.8766;1.021
1.398000;0.1862;0.4554;0.8922;1.019
1.408000;0.2340;0.4241;0.7945;0.931
1.418000;0.2233;0.4451;0.7935;0.937
1.427000;0.1954;0.4261;0.8658;0.985
1.436000;0.2213;0.3630;0.9616;1.051
1.446000;0.1715;0.4012;0.9460;1.042
1.466000;0.1339;0.3992;0.8580;0.956
1.476000;0.0958;0.3840;0.8077;0.899
1.481000;0.1085;0.3640;0.8243;0.908
1.514000;0.0391;0.3972;0.8482;0.937
1.515000;0.0704;0.3831;0.7969;0.887
1.515000;0.3518;0.0274;0.4246;0.552
1.518000;-0.1212;0.3127;0.7124;0.787
1.527000;-0.1823;0.4891;1.0500;1.173
1.537000;-0.0474;0.4818;1.1771;1.273
1.546000;0.1383;0.3733;1.1390;1.207
1.567000;0.2038;0.2477;0.8971;0.953
1.568000;0.2863;0.3215;0.8028;0.911
1.577000;0.4534;0.4310;0.7407;0.970
1.588000;0.4710;0.4495;0.7446;0.989
1.597000;0.3279;0.4163;0.8365;0.990
1.609000;0.0811;0.4031;1.0276;1.107
1.649000;-0.0181;0.3606;0.9210;0.989
1.650000;0.0660;0.3547;0.7407;0.824
1.651000;0.0762;0.3210;0.7134;0.786
1.651000;0.0127;0.2907;0.7539;0.808
1.659000;-0.1744;0.2614;0.8091;0.868
1.669000;-0.2878;0.2595;0.7676;0.860
1.679000;-0.3025;0.2907;0.7446;0.855
1.689000;-0.3083;0.3347;0.7940;0.915
1.700000;-0.1710;0.3665;0.8047;0.901
1.708000;-0.1134;0.3396;0.5932;0.693
1.721000;-0.3924;0.5257;0.3582;0.747
1.729000;-0.2873;0.4334;0.7187;0.887
1.740000;0.0816;0.3836;0.6244;0.737
1.795000;0.2331;0.3582;0.6064;0.742
1.796000;0.2038;0.3845;0.5946;0.737
1.797000;0.0611;0.3801;0.5766;0.693
1.797000;0.0523;0.2311;0.3850;0.452
1.800000;0.3303;0.2585;0.1803;0.457
1.806000;0.4495;0.3557;0.1700;0.598
1.812000;0.6157;0.3240;0.3518;0.780
1.821000;0.6313;0.3244;0.6029;0.931
1.833000;0.4798;0.3904;1.0363;1.207
1.842000;0.6572;0.3953;0.9240;1.201
1.852000;0.7227;0.4871;1.0964;1.401
1.862000;0.7510;0.5179;1.1321;1.454
1.874000;0.5604;0.6753;0.8951;1.254
1.895000;0.5077;0.5771;0.5468;0.943
1.898000;0.6909;0.5257;0.4622;0.984
1.948000;0.7021;0.4930;0.7012;1.108
1.949000;0.6025;0.4412;0.8306;1.117
1.950000;0.6831;0.3865;0.7661;1.097
1.951000;0.8165;0.4119;0.6831;1.141
1.952000;0.7266;0.6572;0.7608;1.240
1.958000;0.2595;1.1219;0.8942;1.458
1.964000;-0.5336;1.5088;1.0373;1.907
1.973000;-0.6801;1.3627;0.7471;1.696
1.985000;-0.5042;1.1585;0.3733;1.317
1.993000;-0.2199;0.9762;0.2775;1.038
2.009000;0.1231;0.9323;0.3694;1.010
2.016000;0.1524;1.0144;0.4246;1.110
2.065000;0.0635;1.1829;0.5336;1.299
2.069000;-0.0254;1.2958;0.6547;1.452
2.069000;-0.3337;1.3794;0.6792;1.573
2.071000;-0.4046;1.2914;0.8639;1.606
2.072000;-0.2331;1.1170;0.9460;1.482
2.077000;0.0484;0.9318;0.8355;1.252
2.094000;0.0625;0.9157;0.4964;1.043
2.096000;-0.2355;1.0017;0.0005;1.029
2.106000;-0.4637;1.0173;-0.2106;1.138
2.115000;-0.4158;0.9738;0.0479;1.060
2.124000;0.4559;1.1556;0.6411;1.398
2.134000;-0.1178;1.6246;0.9675;1.895
2.147000;0.4759;1.9515;0.4451;2.057
2.155000;-0.1671;2.4763;-0.2639;2.496
2.165000;-0.6288;1.2909;-0.0293;1.436
2.176000;0.1187;1.0261;-0.4417;1.123
2.187000;0.3718;0.9166;-0.2360;1.017
2.200000;0.0396;1.0877;-0.1148;1.094
2.209000;-0.1290;1.1150;-0.0112;1.123
2.215000;-0.1134;1.0779;0.2907;1.122
2.231000;-0.1749;1.1272;0.6767;1.326
2.241000;-0.1114;1.1614;0.7026;1.362
2.248000;0.0176;1.1394;0.4329;1.219
2.262000;-0.0577;1.1101;-0.6562;1.291
2.268000;-0.0875;1.1776;-0.2814;1.214
2.277000;-0.7637;1.1864;0.6499;1.553
2.290000;-0.4388;0.7095;0.9973;1.300
2.306000;-0.0142;0.5155;0.6758;0.850
2.311000;-0.2878;0.5560;0.4740;0.785
2.319000;-0.2868;0.5668;0.4261;0.765
2.328000;-0.2609;0.5668;0.2433;0.670
2.337000;-0.2570;0.6117;0.2546;0.711
2.348000;-0.3640;0.6547;0.2477;0.789
2.358000;-0.2013;0.6645;0.0923;0.700
2.367000;-0.3498;0.9220;0.1749;1.002
2.377000;-0.4661;1.1531;0.1964;1.259
2.388000;-0.4725;1.2152;-0.0635;1.305
2.398000;-0.5086;1.2328;-0.2756;1.362
2.408000;0.2458;1.0613;-0.0073;1.089
2.420000;0.2492;1.2230;0.0948;1.252
2.428000;-0.0489;1.3500;0.0269;1.351
2.438000;-0.0220;1.3398;-0.0020;1.340
2.448000;0.4319;1.0388;0.1080;1.130
2.458000;0.3161;1.0608;0.3166;1.151
2.470000;0.0279;0.9308;0.2560;0.966
2.481000;0.0093;0.7476;0.1461;0.762
2.492000;-0.3274;0.9054;0.0933;0.967
2.499000;-0.4876;0.8668;0.0801;0.998
2.509000;-0.4901;0.6489;0.4055;0.909
2.519000;-0.2712;0.4774;0.6787;0.873
2.529000;0.0621;0.3254;0.4647;0.571
2.540000;0.0713;0.2311;0.1256;0.273
2.549000;-0.1114;0.2560;0.0474;0.283
2.561000;-0.0655;0.2814;0.2296;0.369
2.571000;0.1290;0.5223;-0.0137;0.538
2.581000;-0.1710;0.7295;-0.0259;0.750
2.591000;-0.1720;0.7916;0.3469;0.881
2.602000;-0.2433;1.1155;0.4236;1.218
2.611000;-0.1715;1.4326;0.5228;1.535
2.621000;-0.0816;1.3930;0.1788;1.407
2.631000;-0.4012;1.4756;-0.0195;1.529
2.641000;0.0020;1.4375;-0.0166;1.438
2.651000;0.0322;1.4619;-0.0547;1.463
2.662000;-0.0616;1.2831;-0.0845;1.287
2.672000;-0.0557;1.0828;-0.0068;1.084
2.682000;-0.0195;0.9802;0.0191;0.981
2.692000;-0.0303;0.9743;0.0513;0.976
2.702000;0.0738;1.0549;0.1774;1.072
2.713000;0.1290;1.1370;0.1901;1.160
2.723000;0.1813;1.2821;0.2961;1.328
2.733000;0.2038;1.4321;0.4104;1.504
2.743000;0.1710;1.3403;0.5653;1.465
2.753000;0.5433;1.0901;0.8746;1.499
2.764000;-0.3191;1.1326;0.3630;1.231
2.773000;0.1930;1.2943;-0.1920;1.323
2.783000;0.1480;0.9161;-0.3440;0.990
2.793000;0.3528;0.8008;-0.5512;1.034
2.804000;0.4774;0.8385;-0.3596;1.030
2.814000;0.4104;0.8888;0.0596;0.981
2.824000;0.5663;0.9464;-0.0713;1.105
2.834000;0.3792;1.0266;0.0352;1.095
2.844000;0.0440;1.1214;-0.0122;1.122
2.854000;0.0684;0.8756;0.4373;0.981
2.865000;0.1114;0.9596;0.0738;0.969
2.874000;-0.1539;0.9567;0.0806;0.972
2.884000;-0.0093;0.9772;0.1295;0.986
2.894000;0.1515;0.9797;0.0733;0.994
2.904000;0.1490;0.9797;0.0083;0.991
2.915000;0.1031;1.0388;0.0508;1.045
2.925000;0.0645;0.9890;-0.0484;0.992
2.935000;0.0880;1.0188;0.0049;1.023
2.945000;0.0816;1.0730;0.0679;1.078
2.955000;0.1813;1.0334;0.1051;1.054
2.965000;0.1862;0.9728;0.1749;1.006
2.976000;0.2502;0.9601;0.2511;1.023
2.986000;0.1085;0.9611;0.1197;0.975
2.996000;-0.0410;0.8995;0.0000;0.900
3.006000;-0.0537;0.9039;0.0894;0.910
3.016000;0.0107;0.9675;0.1138;0.974
3.027000;0.0513;1.0144;0.1309;1.024
3.037000;0.0860;1.0310;0.0401;1.035
