time;gFx;gFy;gFz;TgF
0.003000;-0.2096;0.6244;0.6533;0.928
0.009000;-0.2189;0.6049;0.6880;0.942
0.015000;-0.1891;0.5863;0.7114;0.941
0.025000;-0.1583;0.5937;0.7456;0.966
0.036000;-0.1197;0.6088;0.8214;1.029
0.046000;-0.0464;0.6244;0.9616;1.147
0.059000;0.0445;0.5995;0.9728;1.144
0.066000;0.0977;0.5565;0.9880;1.138
0.078000;0.0870;0.5585;0.9777;1.129
0.087000;0.1182;0.5521;1.0798;1.219
0.100000;0.1168;0.5262;1.0710;1.199
0.113000;0.1217;0.5042;1.0178;1.142
0.116000;0.0772;0.4969;0.9792;1.101
0.128000;0.0044;0.5028;0.9401;1.066
0.137000;-0.0567;0.5179;0.9161;1.054
0.148000;-0.0884;0.5223;0.8780;1.025
0.159000;-0.0801;0.5209;0.8448;0.996
0.168000;-0.0660;0.5179;0.8477;0.996
0.178000;-0.0572;0.5253;0.8810;1.027
0.188000;-0.0606;0.5321;0.9059;1.052
0.198000;-0.0630;0.5385;0.9127;1.062
0.211000;-0.0357;0.5419;0.8995;1.051
0.218000;0.0005;0.5399;0.8683;1.022
0.234000;0.0078;0.5311;0.8297;0.985
0.241000;0.0151;0.5321;0.8082;0.968
0.256000;0.0318;0.5482;0.7955;0.967
0.265000;0.0366;0.5551;0.8033;0.977
0.270000;0.0259;0.5575;0.8145;0.987
0.280000;0.0161;0.5668;0.8556;1.026
0.289000;-0.0015;0.5692;0.9103;1.074
0.299000;-0.0054;0.5629;0.9445;1.100
0.310000;0.0005;0.5326;0.9337;1.075
0.319000;0.0122;0.5292;0.9264;1.067
0.330000;0.0044;0.5355;0.9210;1.065
0.342000;0.0122;0.5507;0.8732;1.032
0.351000;0.0254;0.5648;0.8443;1.016
0.361000;0.0303;0.5658;0.7979;0.979
0.371000;0.0313;0.5673;0.7759;0.962
0.385000;0.0068;0.5678;0.7588;0.948
0.393000;-0.0147;0.5810;0.7402;0.941
0.402000;-0.0225;0.5898;0.7295;0.938
0.413000;-0.0288;0.5917;0.7417;0.949
0.421000;-0.0083;0.5951;0.7427;0.952
0.432000;0.0073;0.5971;0.7490;0.958
0.443000;0.0166;0.5868;0.7437;0.947
0.452000;0.0249;0.5756;0.7544;0.949
0.464000;0.0176;0.5844;0.7544;0.954
0.473000;0.0088;0.6103;0.7627;0.977
0.486000;0.0054;0.6152;0.7569;0.975
0.502000;0.0132;0.6220;0.7544;0.978
0.504000;0.0083;0.6225;0.7432;0.969
0.517000;0.0078;0.6132;0.7735;0.987
0.524000;-0.0064;0.6357;0.8101;1.030
0.535000;-0.0313;0.6518;0.7881;1.023
0.545000;-0.0630;0.6689;0.8253;1.064
0.554000;-0.0357;0.6254;0.8179;1.030
0.564000;0.0147;0.5942;0.8262;1.018
0.574000;0.0357;0.6025;0.8204;1.018
0.584000;0.0054;0.6376;0.7925;1.017
0.595000;-0.0225;0.6665;0.7657;1.015
0.603000;-0.0293;0.6665;0.7500;1.004
0.615000;-0.0366;0.6523;0.7510;0.995
0.624000;-0.0235;0.6513;0.7617;1.003
0.636000;-0.0122;0.6606;0.7686;1.014
0.649000;0.0020;0.6753;0.7569;1.014
0.654000;0.0210;0.6665;0.7359;0.993
0.666000;0.0713;0.6513;0.6640;0.933
0.675000;-0.0279;0.6655;0.7080;0.972
0.685000;-0.0469;0.6640;0.6689;0.944
0.696000;-0.0151;0.6376;0.7158;0.959
0.705000;-0.0235;0.6274;0.7657;0.990
0.717000;-0.0318;0.6308;0.8155;1.031
0.726000;-0.0283;0.6279;0.8507;1.058
0.737000;-0.0088;0.6230;0.8859;1.083
0.748000;-0.0020;0.6235;0.8986;1.094
0.757000;0.0015;0.6210;0.8981;1.092
0.768000;-0.0171;0.6147;0.8727;1.068
0.777000;-0.0425;0.5981;0.8502;1.040
0.792000;-0.0792;0.6000;0.8502;1.044
0.801000;-0.1094;0.5981;0.8409;1.038
0.808000;-0.1099;0.5917;0.8389;1.032
0.820000;-0.0860;0.5824;0.8302;1.018
0.827000;-0.0650;0.5814;0.8297;1.015
