time;gFx;gFy;gFz;TgF
0.003000;-0.2228;0.0987;0.9777;1.008
0.009000;-0.1774;0.1378;1.0481;1.072
0.018000;-0.1358;0.2125;1.0119;1.043
0.031000;-0.1148;0.2380;0.8775;0.916
0.061000;0.0151;0.1554;0.8487;0.863
0.062000;0.1349;0.0088;0.8990;0.909
0.063000;0.1954;-0.0875;0.9963;1.019
0.078000;0.1915;-0.1055;1.1443;1.165
0.093000;0.3254;-0.1187;1.2245;1.273
0.094000;0.1695;-0.0508;1.3539;1.365
0.109000;-0.2233;0.1046;1.4258;1.447
0.126000;0.0430;-0.1231;1.4878;1.494
0.127000;0.2345;-0.3044;1.5425;1.590
0.140000;0.3176;-0.4129;1.5587;1.643
0.154000;0.2531;-0.3880;1.5025;1.572
0.157000;0.0909;-0.2707;1.3378;1.368
0.162000;-0.0425;-0.1554;1.2240;1.235
0.172000;-0.1251;-0.0547;1.0940;1.102
0.187000;-0.1080;-0.0274;0.8663;0.873
0.198000;-0.0166;-0.0313;0.6240;0.625
0.201000;-0.0195;0.0704;0.5599;0.565
0.212000;-0.0230;0.1441;0.6357;0.652
0.222000;0.1808;0.1099;1.1277;1.147
0.232000;0.1661;0.0836;1.2914;1.305
0.244000;-0.2516;0.2101;1.4678;1.504
0.254000;-0.3240;0.2301;1.0828;1.153
0.268000;-0.1329;0.0562;0.6958;0.711
0.273000;0.0147;-0.0171;0.7256;0.726
0.287000;0.0049;0.0430;0.8766;0.878
0.302000;-0.0254;0.0489;0.9650;0.967
0.304000;-0.0806;0.0337;0.9811;0.985
0.313000;-0.1202;0.0645;0.9313;0.941
0.347000;-0.1109;0.1451;0.9758;0.993
0.348000;0.0728;0.0855;0.9572;0.964
0.349000;0.2086;0.0425;0.9591;0.982
0.358000;0.2639;0.0870;0.8741;0.917
0.364000;0.2629;0.1608;0.8565;0.910
0.373000;0.2609;0.1564;0.9313;0.980
0.383000;0.2648;0.2047;0.8878;0.949
0.394000;0.2380;0.2272;0.8052;0.870
0.403000;0.1896;0.1505;0.3117;0.395
0.414000;0.0283;0.1700;0.5018;0.531
0.424000;-0.0958;0.1603;0.8023;0.824
0.436000;-0.1060;0.2301;0.9679;1.001
0.445000;-0.0396;0.2042;0.9728;0.995
0.482000;0.1886;0.1725;1.0618;1.092
0.483000;0.2746;0.1583;1.0261;1.074
0.484000;0.2829;0.1754;0.8946;0.955
0.495000;0.2726;0.2370;0.7559;0.838
0.507000;0.2819;0.2951;0.6777;0.791
0.508000;0.3068;0.3215;0.6870;0.818
0.516000;0.3210;0.3220;0.8023;0.922
0.528000;0.3933;0.2956;0.8497;0.982
0.536000;0.3723;0.3244;0.8052;0.945
0.547000;0.3029;0.3474;0.8512;0.968
0.556000;0.2829;0.3215;0.9196;1.014
0.570000;0.2130;0.3098;1.0373;1.103
0.579000;0.2653;0.2917;1.0842;1.154
0.612000;0.3112;0.3313;1.0618;1.155
