time;gFx;gFy;gFz;TgF
0.002000;-0.2658;0.0928;0.6929;0.748
0.008000;-0.1383;0.0528;0.6806;0.697
0.013000;-0.0542;0.0503;0.7759;0.779
0.022000;-0.0093;0.0621;1.0056;1.008
0.032000;-0.0029;0.0865;1.2157;1.219
0.043000;0.0020;0.0865;1.4043;1.407
0.053000;-0.0210;0.1539;1.3246;1.334
0.065000;-0.0024;0.1246;1.2064;1.213
0.116000;-0.0161;0.1187;1.0271;1.034
0.116000;-0.0020;0.0977;0.8775;0.883
0.117000;-0.0503;0.0679;1.0212;1.025
0.117000;-0.0572;0.0782;1.0886;1.093
0.117000;-0.1099;0.1041;1.1453;1.155
0.131000;-0.0870;0.0073;1.1937;1.197
0.147000;0.0547;-0.0606;1.2103;1.213
0.148000;0.1573;-0.0625;1.1258;1.138
0.164000;0.1666;0.0029;1.0036;1.017
0.179000;0.1564;0.0801;0.9279;0.944
0.180000;0.1774;0.1011;0.9635;0.985
0.195000;0.1871;0.1217;0.9650;0.990
0.196000;0.1857;0.1583;0.9743;1.004
0.233000;0.1691;0.2145;0.9684;1.006
0.234000;0.1989;0.2731;1.0295;1.084
0.235000;0.1505;0.1329;0.9816;1.002
0.242000;0.0034;-0.0298;0.9919;0.992
0.252000;0.0200;-0.0787;1.0681;1.071
0.255000;0.0669;-0.0225;1.1370;1.139
0.265000;0.1353;-0.0127;1.0842;1.093
0.276000;0.2311;-0.0049;1.0153;1.041
0.286000;0.2893;0.0665;0.9083;0.956
0.296000;0.2883;0.0987;0.8648;0.917
0.307000;0.2590;0.0831;0.7671;0.814
0.319000;0.2399;0.0850;0.7564;0.798
0.331000;0.2893;0.0938;0.8648;0.917
0.370000;0.4090;0.0816;1.0505;1.130
0.372000;0.3738;0.0982;1.0622;1.130
0.373000;0.3645;0.1226;1.0207;1.091
0.373000;0.3884;0.1060;0.9797;1.059
0.380000;0.3498;0.1349;0.8707;0.948
0.388000;0.2922;0.1837;0.8922;0.957
0.398000;0.1002;0.0430;0.8927;0.899
0.409000;0.3963;0.0884;0.8482;0.940
0.417000;0.4168;0.2692;0.9416;1.064
0.429000;0.3836;0.2380;0.8668;0.977
0.439000;0.4222;0.1187;0.8355;0.944
0.448000;0.4358;0.1051;0.8727;0.981
