time;gFx;gFy;gFz;TgF
0.001000;-0.0811;0.5145;0.8717;1.015
0.006000;-0.0376;0.5033;0.8683;1.004
0.011000;-0.0186;0.4945;0.8732;1.004
0.022000;0.0083;0.4764;0.8878;1.008
0.034000;0.0264;0.4578;0.9352;1.042
0.042000;0.0572;0.4402;0.9587;1.056
0.054000;0.0518;0.4261;0.9626;1.054
0.112000;0.0318;0.4329;0.9831;1.075
0.113000;0.0010;0.4402;0.9904;1.084
0.113000;-0.0235;0.4373;0.9816;1.075
0.114000;-0.0410;0.4314;0.9777;1.069
0.114000;-0.0498;0.4236;0.9645;1.055
0.115000;-0.0586;0.4217;0.9606;1.051
0.125000;-0.0581;0.4197;0.9631;1.052
0.134000;-0.0493;0.4183;0.9479;1.037
0.143000;-0.0425;0.4168;0.9367;1.026
0.156000;-0.0327;0.4134;0.9220;1.011
0.166000;-0.0313;0.4173;0.9083;1.000
0.174000;-0.0357;0.4192;0.9005;0.994
0.185000;-0.0342;0.4236;0.8863;0.983
0.194000;-0.0308;0.4275;0.8898;0.988
0.207000;-0.0191;0.4256;0.8868;0.984
0.217000;-0.0225;0.4231;0.8946;0.990
0.226000;-0.0225;0.4256;0.9025;0.998
0.270000;-0.0151;0.4241;0.9044;0.999
0.270000;-0.0049;0.4202;0.9118;1.004
0.271000;0.0005;0.4173;0.9235;1.013
0.272000;-0.0044;0.4236;0.9220;1.015
0.281000;0.0000;0.4202;0.9259;1.017
0.286000;0.0044;0.4163;0.9191;1.009
0.295000;0.0054;0.4139;0.9147;1.004
0.305000;-0.0132;0.4197;0.9118;1.004
0.317000;-0.0274;0.4202;0.9269;1.018
0.327000;-0.0303;0.4212;0.9230;1.015
0.346000;-0.0239;0.4139;0.9269;1.015
0.347000;-0.0225;0.4143;0.9342;1.022
0.361000;-0.0259;0.4070;0.9293;1.015
0.411000;-0.0318;0.4075;0.9274;1.013
0.412000;-0.0239;0.4129;0.9279;1.016
0.412000;-0.0220;0.4148;0.9235;1.013
0.413000;-0.0181;0.4226;0.9201;1.013
0.413000;-0.0078;0.4207;0.9196;1.011
0.422000;-0.0059;0.4207;0.9245;1.016
0.427000;-0.0068;0.4222;0.9323;1.023
0.438000;0.0068;0.4192;0.9269;1.017
0.450000;0.0107;0.4187;0.9254;1.016
0.458000;0.0156;0.4114;0.9245;1.012
0.469000;0.0176;0.4153;0.9235;1.013
0.478000;0.0161;0.3972;0.8468;0.935
0.492000;0.0274;0.4310;0.9215;1.018
0.498000;0.0142;0.4290;0.8937;0.991
0.509000;0.0342;0.4226;0.9030;0.998
0.568000;0.0318;0.4143;0.9152;1.005
0.569000;0.0303;0.4065;0.9249;1.011
0.569000;0.0288;0.4031;0.9191;1.004
0.570000;0.0371;0.3977;0.9303;1.012
0.570000;0.0420;0.3963;0.9367;1.018
0.571000;0.0552;0.3987;0.9372;1.020
0.579000;0.0635;0.4026;0.9425;1.027
0.590000;0.0733;0.4002;0.9430;1.027
0.600000;0.0748;0.3982;0.9420;1.025
0.609000;0.0782;0.3972;0.9372;1.021
0.628000;0.0831;0.3928;0.9318;1.015
0.630000;0.0718;0.3919;0.9215;1.004
0.645000;0.0518;0.3919;0.9122;0.994
0.690000;0.0401;0.3884;0.9157;0.995
0.691000;0.0293;0.3875;0.9064;0.986
0.692000;0.0107;0.3826;0.8966;0.975
0.693000;0.0034;0.3753;0.8854;0.962
0.693000;-0.0059;0.3713;0.8844;0.959
0.704000;0.0200;0.3875;0.9015;0.981
0.711000;0.0254;0.3997;0.9098;0.994
0.722000;0.0445;0.3938;0.9074;0.990
0.731000;0.0591;0.3860;0.9142;0.994
0.742000;0.0723;0.3728;0.9010;0.978
0.762000;0.0738;0.3684;0.9289;1.002
0.764000;0.0625;0.3684;0.9245;0.997
0.777000;0.0474;0.3757;0.9494;1.022
0.784000;0.0435;0.3743;0.9328;1.006
0.833000;0.0386;0.3655;0.9406;1.010
0.834000;0.0445;0.3650;0.9328;1.003
0.834000;0.0406;0.3601;0.9464;1.013
0.835000;0.0352;0.3577;0.9376;1.004
0.835000;0.0342;0.3611;0.9284;0.997
0.843000;0.0381;0.3616;0.9181;0.987
0.854000;0.0293;0.3611;0.9254;0.994
0.863000;0.0269;0.3552;0.9240;0.990
0.873000;0.0147;0.3547;0.9357;1.001
0.883000;0.0098;0.3640;0.9333;1.002
0.893000;0.0059;0.3596;0.9367;1.003
0.909000;0.0112;0.3591;0.9494;1.015
0.959000;0.0225;0.3616;0.9538;1.020
0.960000;0.0269;0.3630;0.9601;1.027
0.961000;0.0225;0.3684;0.9528;1.022
0.961000;0.0279;0.3699;0.9572;1.027
0.961000;0.0230;0.3753;0.9552;1.027
0.965000;0.0112;0.3704;0.9547;1.024
0.975000;0.0059;0.3699;0.9552;1.024
0.984000;-0.0020;0.3757;0.9567;1.028
0.994000;0.0015;0.3816;0.9591;1.032
1.006000;0.0024;0.3782;0.9562;1.028
1.014000;0.0122;0.3855;0.9660;1.040
1.026000;0.0171;0.3860;0.9650;1.039
1.035000;0.0191;0.3919;0.9650;1.042
1.054000;0.0318;0.3865;0.9640;1.039
1.058000;0.0303;0.3884;0.9567;1.033
1.067000;0.0239;0.3919;0.9489;1.027
1.106000;0.0176;0.4007;0.9508;1.032
1.107000;0.0254;0.3933;0.9352;1.015
1.108000;0.0161;0.3865;0.9376;1.014
1.108000;0.0122;0.3850;0.9411;1.017
1.117000;0.0195;0.3894;0.9381;1.016
1.127000;0.0235;0.3889;0.9342;1.012
1.138000;0.0249;0.3850;0.9333;1.010
1.146000;0.0259;0.3772;0.9386;1.012
1.158000;0.0210;0.3757;0.9347;1.008
1.167000;0.0239;0.3743;0.9367;1.009
1.183000;0.0322;0.3772;0.9318;1.006
1.243000;0.0308;0.3743;0.9313;1.004
1.244000;0.0200;0.3689;0.9293;1.000
1.245000;0.0147;0.3723;0.9264;0.999
1.245000;0.0068;0.3728;0.9196;0.992
1.246000;0.0093;0.3660;0.9245;0.994
1.246000;0.0191;0.3753;0.9176;0.992
1.248000;0.0176;0.3650;0.9240;0.994
1.259000;0.0186;0.3655;0.9166;0.987
1.268000;0.0156;0.3718;0.9230;0.995
1.278000;0.0142;0.3718;0.9196;0.992
1.290000;0.0181;0.3777;0.9220;0.997
1.298000;0.0249;0.3801;0.9284;1.003
1.314000;0.0318;0.3704;0.9245;0.996
1.364000;0.0332;0.3777;0.9264;1.001
1.365000;0.0264;0.3777;0.9176;0.993
1.365000;0.0156;0.3713;0.9186;0.991
1.365000;0.0039;0.3718;0.9220;0.994
1.366000;0.0112;0.3801;0.9245;1.000
1.370000;0.0112;0.3772;0.9225;0.997
1.380000;0.0156;0.3831;0.9215;0.998
1.392000;0.0137;0.3787;0.9254;1.000
1.401000;0.0181;0.3850;0.9240;1.001
1.410000;0.0200;0.3806;0.9137;0.990
1.420000;0.0308;0.3811;0.9039;0.981
1.430000;0.0318;0.3826;0.9015;0.980
1.446000;0.0279;0.3816;0.8956;0.974
1.495000;0.0313;0.3889;0.8810;0.964
1.496000;0.0298;0.3870;0.8766;0.959
1.496000;0.0376;0.3953;0.8854;0.970
1.496000;0.0366;0.3972;0.8824;0.968
1.497000;0.0366;0.4012;0.8907;0.978
1.501000;0.0376;0.4046;0.8903;0.979
1.512000;0.0406;0.4016;0.8893;0.977
1.523000;0.0410;0.3968;0.8863;0.972
1.531000;0.0332;0.3977;0.8922;0.977
1.543000;0.0239;0.3972;0.9010;0.985
1.552000;0.0220;0.3982;0.9059;0.990
1.562000;0.0191;0.3982;0.9093;0.993
1.574000;0.0210;0.3938;0.9078;0.990
1.582000;0.0308;0.3953;0.9147;0.997
1.596000;0.0318;0.3997;0.9171;1.001
1.657000;0.0357;0.3992;0.9220;1.005
1.658000;0.0459;0.4046;0.9328;1.018
1.658000;0.0445;0.4051;0.9333;1.018
1.659000;0.0440;0.4055;0.9308;1.016
1.659000;0.0440;0.4080;0.9245;1.011
1.660000;0.0406;0.4021;0.9289;1.013
1.663000;0.0391;0.4007;0.9259;1.010
1.676000;0.0332;0.4060;0.9245;1.010
1.684000;0.0293;0.4070;0.9289;1.015
1.695000;0.0235;0.4085;0.9318;1.018
1.705000;0.0161;0.4041;0.9411;1.024
1.715000;0.0235;0.4129;0.9367;1.024
1.733000;0.0283;0.4070;0.9464;1.031
1.735000;0.0371;0.4104;0.9191;1.007
1.784000;0.0415;0.4139;0.9499;1.037
1.785000;0.0430;0.4192;0.9518;1.041
1.785000;0.0440;0.4158;0.9249;1.015
1.786000;0.0279;0.4202;0.9450;1.035
1.786000;0.0264;0.4173;0.9176;1.008
1.801000;0.0230;0.4226;0.9201;1.013
1.806000;0.0332;0.4168;0.9274;1.017
1.815000;0.0293;0.4261;0.9284;1.022
1.826000;0.0406;0.4231;0.9357;1.028
1.835000;0.0445;0.4197;0.9298;1.021
1.848000;0.0410;0.4173;0.9416;1.031
1.858000;0.0352;0.4217;0.9308;1.022
1.876000;0.0274;0.4197;0.9215;1.013
1.927000;0.0230;0.4119;0.9303;1.018
1.928000;0.0151;0.4231;0.9293;1.021
1.928000;0.0161;0.4148;0.9284;1.017
1.929000;0.0161;0.4153;0.9176;1.007
1.929000;0.0142;0.4075;0.9201;1.006
1.929000;0.0205;0.4099;0.9196;1.007
1.944000;0.0151;0.4085;0.9166;1.004
1.960000;0.0049;0.4124;0.9122;1.001
1.962000;0.0034;0.4095;0.9078;0.996
1.980000;0.0122;0.4109;0.9059;0.995
1.998000;0.0073;0.4143;0.9103;1.000
1.999000;0.0200;0.4148;0.9210;1.010
2.000000;0.0322;0.4075;0.9201;1.007
2.011000;0.0406;0.4065;0.9171;1.004
2.025000;0.0327;0.4075;0.9127;1.000
2.033000;0.0381;0.4065;0.9157;1.003
2.094000;0.0288;0.4051;0.9137;1.000
2.095000;0.0191;0.4085;0.9093;0.997
2.096000;0.0068;0.4070;0.9044;0.992
2.096000;0.0088;0.4012;0.9083;0.993
2.097000;0.0049;0.4016;0.9098;0.995
2.097000;0.0122;0.4036;0.9113;0.997
2.106000;0.0244;0.4051;0.9191;1.005
2.112000;0.0244;0.4119;0.9171;1.006
2.120000;0.0308;0.4236;0.9157;1.009
2.130000;0.0342;0.4231;0.9191;1.012
2.141000;0.0415;0.4222;0.9083;1.003
2.154000;0.0533;0.4305;0.9074;1.006
2.222000;0.0445;0.4246;0.9074;1.003
2.224000;0.0406;0.4280;0.8981;0.996
2.225000;0.0420;0.4285;0.8946;0.993
2.226000;0.0332;0.4256;0.8878;0.985
2.226000;0.0298;0.4207;0.8937;0.988
2.227000;0.0337;0.4231;0.8986;0.994
2.228000;0.0274;0.4285;0.9137;1.010
2.232000;0.0244;0.4256;0.9196;1.014
2.241000;0.0239;0.4217;0.9269;1.019
2.252000;0.0274;0.4163;0.9289;1.018
2.263000;0.0239;0.4168;0.9406;1.029
2.272000;0.0244;0.4173;0.9401;1.029
2.290000;0.0254;0.4202;0.9391;1.029
2.350000;0.0288;0.4139;0.9269;1.016
2.352000;0.0322;0.4222;0.9161;1.009
2.352000;0.0259;0.4202;0.9118;1.004
2.353000;0.0303;0.4217;0.9010;0.995
2.353000;0.0293;0.4202;0.8932;0.988
2.354000;0.0322;0.4246;0.9030;0.998
2.354000;0.0322;0.4192;0.8868;0.981
2.368000;0.0166;0.4143;0.8888;0.981
2.373000;0.0059;0.4139;0.8946;0.986
2.383000;0.0000;0.4163;0.8863;0.979
2.395000;-0.0034;0.4085;0.8859;0.976
2.404000;-0.0010;0.4104;0.8795;0.971
2.420000;-0.0020;0.4060;0.8810;0.970
2.424000;-0.0034;0.4134;0.8854;0.977
2.473000;-0.0010;0.4231;0.8785;0.975
2.474000;0.0049;0.4280;0.8907;0.988
2.475000;0.0107;0.4290;0.8932;0.991
2.475000;0.0059;0.4290;0.9054;1.002
2.477000;0.0132;0.4305;0.9157;1.012
2.485000;0.0147;0.4275;0.9147;1.010
2.496000;0.0200;0.4305;0.9176;1.014
2.505000;0.0195;0.4344;0.9186;1.016
2.516000;0.0161;0.4368;0.9132;1.012
2.525000;0.0161;0.4383;0.9044;1.005
2.535000;0.0171;0.4388;0.9025;1.004
2.546000;0.0215;0.4422;0.9059;1.008
2.555000;0.0293;0.4417;0.9030;1.006
2.567000;0.0322;0.4437;0.9098;1.013
2.575000;0.0337;0.4407;0.9083;1.010
2.587000;0.0215;0.4412;0.9147;1.016
2.643000;0.0239;0.4344;0.9118;1.010
2.644000;0.0186;0.4388;0.9157;1.016
2.644000;0.0127;0.4363;0.9103;1.010
2.645000;0.0132;0.4422;0.9186;1.020
2.645000;0.0147;0.4363;0.9210;1.019
2.648000;0.0127;0.4383;0.9284;1.027
2.657000;0.0210;0.4441;0.9303;1.031
2.667000;0.0342;0.4363;0.9289;1.027
2.677000;0.0288;0.4441;0.9342;1.035
2.687000;0.0332;0.4407;0.9303;1.030
2.703000;0.0332;0.4349;0.9161;1.015
2.708000;0.0210;0.4368;0.9210;1.020
2.759000;0.0195;0.4368;0.9157;1.015
2.760000;0.0239;0.4422;0.9108;1.013
2.761000;0.0235;0.4427;0.8956;0.999
2.761000;0.0200;0.4368;0.9220;1.020
2.762000;0.0249;0.4402;0.9049;1.007
2.774000;0.0274;0.4407;0.9279;1.028
2.782000;0.0288;0.4358;0.9293;1.027
2.788000;0.0415;0.4393;0.9142;1.015
2.799000;0.0464;0.4285;0.9025;1.000
2.809000;0.0445;0.4285;0.9059;1.003
2.820000;0.0386;0.4305;0.8956;0.994
2.829000;0.0347;0.4275;0.8873;0.986
2.839000;0.0288;0.4256;0.8829;0.981
2.855000;0.0205;0.4334;0.8863;0.987
2.907000;0.0259;0.4261;0.8810;0.979
2.907000;0.0210;0.4270;0.8903;0.988
2.908000;0.0161;0.4295;0.8942;0.992
2.908000;0.0225;0.4241;0.9005;0.996
2.908000;0.0137;0.4275;0.9030;0.999
2.911000;0.0142;0.4261;0.8981;0.994
2.923000;0.0059;0.4236;0.8986;0.993
2.933000;0.0005;0.4266;0.8986;0.995
2.941000;-0.0015;0.4290;0.8995;0.997
2.952000;0.0122;0.4319;0.8990;0.997
2.961000;0.0235;0.4383;0.9064;1.007
2.981000;0.0239;0.4329;0.8986;0.998
2.983000;0.0362;0.4388;0.9010;1.003
2.993000;0.0303;0.4378;0.9005;1.002
3.034000;0.0288;0.4481;0.9020;1.008
3.035000;0.0259;0.4471;0.9083;1.013
3.035000;0.0215;0.4481;0.9074;1.012
3.035000;0.0122;0.4446;0.9088;1.012
3.042000;0.0161;0.4393;0.9176;1.017
3.053000;0.0166;0.4417;0.9181;1.019
3.063000;0.0137;0.4417;0.9171;1.018
3.072000;0.0112;0.4437;0.9157;1.018
3.084000;0.0093;0.4432;0.9186;1.020
3.092000;0.0127;0.4422;0.9176;1.019
3.105000;0.0210;0.4363;0.9254;1.023
3.156000;0.0132;0.4339;0.9103;1.008
3.157000;0.0161;0.4344;0.9005;1.000
3.157000;0.0117;0.4270;0.9005;0.997
3.158000;-0.0044;0.4261;0.8917;0.988
3.159000;-0.0024;0.4270;0.8951;0.992
3.163000;0.0015;0.4275;0.8976;0.994
3.180000;0.0015;0.4305;0.9069;1.004
3.186000;0.0176;0.4226;0.9074;1.001
3.195000;0.0269;0.4246;0.9039;0.999
3.204000;0.0332;0.4266;0.9025;0.999
3.216000;0.0322;0.4300;0.9010;0.999
3.227000;0.0254;0.4280;0.9010;0.998
3.244000;0.0181;0.4261;0.8932;0.990
3.327000;0.0195;0.4261;0.8942;0.991
3.328000;0.0269;0.4290;0.9069;1.004
3.329000;0.0352;0.4290;0.9034;1.001
3.330000;0.0464;0.4231;0.8990;0.995
3.330000;0.0401;0.4183;0.8981;0.991
3.330000;0.0391;0.4143;0.8878;0.981
3.331000;0.0283;0.4134;0.8800;0.973
3.331000;0.0230;0.4119;0.8683;0.961
3.331000;0.0166;0.4114;0.8639;0.957
3.339000;0.0142;0.4080;0.8668;0.958
3.346000;0.0107;0.4143;0.8761;0.969
3.356000;0.0142;0.4163;0.8883;0.981
3.377000;0.0220;0.4153;0.8932;0.985
3.442000;0.0220;0.4173;0.9030;0.995
3.444000;0.0161;0.4178;0.9064;0.998
3.444000;0.0166;0.4202;0.9054;0.998
3.445000;0.0235;0.4256;0.9127;1.007
3.445000;0.0327;0.4305;0.9093;1.007
3.445000;0.0386;0.4354;0.9122;1.012
3.446000;0.0493;0.4407;0.9181;1.020
3.449000;0.0366;0.4393;0.9161;1.017
3.460000;0.0327;0.4388;0.9196;1.019
3.469000;0.0401;0.4378;0.9186;1.018
3.479000;0.0371;0.4422;0.9240;1.025
3.489000;0.0386;0.4446;0.9191;1.022
3.498000;0.0347;0.4412;0.9230;1.024
3.511000;0.0332;0.4422;0.9210;1.022
3.526000;0.0362;0.4466;0.9196;1.023
3.582000;0.0371;0.4349;0.9196;1.018
3.583000;0.0391;0.4368;0.9176;1.017
3.585000;0.0352;0.4407;0.9176;1.019
3.585000;0.0235;0.4412;0.9230;1.023
3.586000;0.0166;0.4412;0.9235;1.024
3.586000;0.0142;0.4349;0.9376;1.034
3.589000;0.0186;0.4363;0.9381;1.035
3.600000;0.0249;0.4354;0.9406;1.037
3.610000;0.0181;0.4373;0.9455;1.042
3.621000;0.0156;0.4378;0.9523;1.048
3.630000;0.0156;0.4334;0.9435;1.038
3.642000;0.0254;0.4373;0.9269;1.025
3.650000;0.0259;0.4329;0.9289;1.025
3.664000;0.0298;0.4388;0.9293;1.028
3.728000;0.0327;0.4383;0.9289;1.028
3.729000;0.0327;0.4373;0.9186;1.018
3.730000;0.0308;0.4358;0.9122;1.011
3.730000;0.0235;0.4290;0.9166;1.012
3.731000;0.0186;0.4319;0.9176;1.014
3.731000;0.0127;0.4285;0.9210;1.016
3.733000;0.0161;0.4290;0.9191;1.014
3.743000;0.0254;0.4300;0.9489;1.042
3.754000;0.0298;0.4178;0.9201;1.011
3.762000;0.0151;0.4212;0.9161;1.008
3.773000;0.0112;0.4178;0.8995;0.992
3.782000;0.0166;0.4241;0.9049;1.000
3.794000;0.0205;0.4251;0.9088;1.004
3.810000;0.0156;0.4212;0.9025;0.996
3.817000;0.0191;0.4295;0.9103;1.007
3.857000;0.0215;0.4251;0.9064;1.001
3.858000;0.0239;0.4231;0.9098;1.004
3.859000;0.0210;0.4217;0.9132;1.006
3.859000;0.0239;0.4173;0.9074;0.999
3.863000;0.0249;0.4153;0.9064;0.997
3.874000;0.0156;0.4236;0.9020;0.997
3.884000;0.0151;0.4183;0.8971;0.990
3.893000;0.0235;0.4168;0.9015;0.993
3.905000;0.0220;0.4241;0.9015;0.997
3.914000;0.0215;0.4129;0.9103;1.000
3.926000;0.0235;0.4231;0.9122;1.006
3.934000;0.0200;0.4226;0.9181;1.011
3.953000;0.0210;0.4119;0.9161;1.005
3.955000;0.0249;0.4168;0.9147;1.005
3.967000;0.0303;0.4119;0.9093;0.999
4.005000;0.0332;0.4143;0.9039;0.995
4.006000;0.0318;0.4222;0.9054;0.999
4.007000;0.0274;0.4217;0.8942;0.989
4.007000;0.0249;0.4143;0.8990;0.990
4.015000;0.0239;0.4104;0.8937;0.984
4.030000;0.0239;0.4051;0.8898;0.978
4.038000;0.0225;0.4065;0.8932;0.982
4.047000;0.0220;0.4026;0.8893;0.976
4.060000;0.0254;0.4060;0.8863;0.975
4.067000;0.0259;0.4012;0.8727;0.961
4.084000;0.0298;0.4007;0.8692;0.958
4.143000;0.0298;0.4041;0.8673;0.957
4.144000;0.0249;0.4099;0.8634;0.956
4.145000;0.0347;0.4055;0.8673;0.958
4.145000;0.0264;0.4055;0.8639;0.955
4.145000;0.0293;0.4051;0.8761;0.966
4.146000;0.0337;0.4016;0.8819;0.970
4.148000;0.0337;0.3992;0.8868;0.973
4.162000;0.0239;0.3972;0.8922;0.977
4.170000;0.0151;0.4012;0.8907;0.977
4.180000;0.0142;0.4007;0.8951;0.981
4.192000;0.0127;0.3958;0.8937;0.977
4.199000;0.0117;0.3948;0.8995;0.982
4.210000;0.0151;0.3938;0.9034;0.986
4.218000;0.0195;0.3953;0.9039;0.987
4.239000;0.0249;0.3933;0.9034;0.986
4.244000;0.0288;0.3884;0.8966;0.978
4.287000;0.0225;0.3860;0.8907;0.971
4.288000;0.0142;0.3894;0.8824;0.965
4.289000;0.0156;0.3880;0.8790;0.961
4.289000;0.0303;0.3894;0.8849;0.967
4.290000;0.0352;0.3899;0.8844;0.967
4.299000;0.0391;0.3884;0.8990;0.980
4.310000;0.0293;0.3909;0.8990;0.981
4.319000;0.0279;0.3924;0.9039;0.986
4.329000;0.0225;0.3870;0.9113;0.990
4.341000;0.0200;0.3948;0.9201;1.001
4.349000;0.0117;0.4021;0.9284;1.012
4.366000;0.0127;0.4046;0.9362;1.020
4.444000;0.0068;0.4099;0.9508;1.035
4.445000;0.0103;0.4178;0.9650;1.052
4.446000;0.0093;0.4329;0.9684;1.061
4.446000;0.0181;0.4339;0.9831;1.075
4.447000;0.0239;0.4446;0.9870;1.083
4.447000;0.0279;0.4529;0.9880;1.087
4.447000;0.0259;0.4583;0.9899;1.091
4.448000;0.0259;0.4715;0.9899;1.097
4.451000;0.0210;0.4696;0.9880;1.094
4.462000;0.0259;0.4656;0.9826;1.088
4.471000;0.0279;0.4725;0.9929;1.100
4.481000;0.0254;0.4642;0.9850;1.089
4.500000;0.0283;0.4656;0.9762;1.082
4.504000;0.0244;0.4637;0.9811;1.085
4.568000;0.0205;0.4583;0.9802;1.082
4.569000;0.0230;0.4603;0.9802;1.083
4.569000;0.0230;0.4476;0.9728;1.071
4.570000;0.0249;0.4358;0.9758;1.069
4.570000;0.0259;0.4280;0.9679;1.059
4.571000;0.0230;0.4300;0.9714;1.063
4.574000;0.0239;0.4319;0.9665;1.059
4.585000;0.0308;0.4402;0.9621;1.058
4.594000;0.0332;0.4398;0.9543;1.051
4.604000;0.0410;0.4358;0.9435;1.040
4.614000;0.0552;0.4412;0.9508;1.050
4.627000;0.0645;0.4393;0.9494;1.048
4.636000;0.0743;0.4432;0.9504;1.051
4.655000;0.0889;0.4358;0.9562;1.055
4.658000;0.0972;0.4388;0.9699;1.069
4.670000;0.0987;0.4266;0.9797;1.073
4.729000;0.0992;0.4241;0.9836;1.076
4.731000;0.0948;0.4226;0.9885;1.079
4.731000;0.0963;0.4212;0.9904;1.081
4.732000;0.1016;0.4119;0.9767;1.065
4.732000;0.1085;0.4099;0.9679;1.057
4.733000;0.1143;0.4070;0.9479;1.038
4.736000;0.1153;0.4026;0.9279;1.018
4.748000;0.1002;0.4016;0.9313;1.019
4.755000;0.1021;0.4075;0.9044;0.997
4.765000;0.1055;0.4060;0.9059;0.998
4.783000;0.1036;0.4031;0.9030;0.994
4.789000;0.0997;0.4109;0.8981;0.993
4.841000;0.0904;0.4134;0.9078;1.002
4.842000;0.0855;0.4119;0.9171;1.009
4.842000;0.0919;0.4148;0.9181;1.012
4.843000;0.0982;0.4187;0.9357;1.030
4.843000;0.0982;0.4275;0.9269;1.025
4.847000;0.1051;0.4393;0.9245;1.029
4.856000;0.1119;0.4398;0.9025;1.010
4.866000;0.1085;0.4393;0.8810;0.990
4.877000;0.1026;0.4417;0.8619;0.974
4.887000;0.0972;0.4417;0.8385;0.953
4.897000;0.0880;0.4466;0.8218;0.939
4.907000;0.0831;0.4500;0.8033;0.924
4.917000;0.0787;0.4510;0.8106;0.931
4.936000;0.0733;0.4569;0.8150;0.937
5.010000;0.0757;0.4622;0.8184;0.943
5.011000;0.0801;0.4656;0.8077;0.936
5.012000;0.0752;0.4759;0.8160;0.948
5.012000;0.0767;0.4784;0.8072;0.941
5.013000;0.0767;0.4793;0.7920;0.929
5.013000;0.0772;0.4876;0.7808;0.924
5.014000;0.0821;0.4886;0.7837;0.927
5.014000;0.0796;0.4906;0.7676;0.914
5.019000;0.0713;0.4964;0.7661;0.916
5.031000;0.0581;0.4935;0.7691;0.916
5.039000;0.0445;0.4955;0.7735;0.920
5.057000;0.0366;0.4911;0.7803;0.923
5.132000;0.0327;0.4876;0.7925;0.931
5.133000;0.0391;0.4989;0.7945;0.939
5.134000;0.0474;0.5057;0.8028;0.950
5.134000;0.0533;0.5130;0.8043;0.955
5.134000;0.0689;0.5174;0.8047;0.959
5.135000;0.0723;0.5218;0.8057;0.963
5.135000;0.0718;0.5277;0.8111;0.970
5.136000;0.0621;0.5297;0.8082;0.968
5.140000;0.0528;0.5248;0.8008;0.959
5.151000;0.0498;0.5228;0.7964;0.954
5.169000;0.0474;0.5165;0.7999;0.953
5.173000;0.0474;0.5179;0.7989;0.953
5.234000;0.0498;0.5233;0.8038;0.960
5.235000;0.0503;0.5135;0.8140;0.964
5.235000;0.0513;0.5155;0.8199;0.970
5.236000;0.0459;0.5184;0.8248;0.975
5.236000;0.0479;0.5111;0.8243;0.971
5.236000;0.0479;0.5101;0.8170;0.964
5.241000;0.0435;0.5116;0.8204;0.968
5.254000;0.0386;0.5140;0.8116;0.961
5.264000;0.0415;0.5135;0.8082;0.958
5.274000;0.0493;0.5145;0.7945;0.948
5.283000;0.0557;0.5140;0.7940;0.947
5.293000;0.0533;0.5150;0.7959;0.950
5.304000;0.0533;0.5101;0.7925;0.944
5.323000;0.0557;0.5091;0.7881;0.940
5.325000;0.0547;0.5033;0.7969;0.944
5.384000;0.0469;0.4974;0.8033;0.946
5.385000;0.0322;0.4974;0.8116;0.952
5.386000;0.0381;0.4862;0.8131;0.948
5.386000;0.0327;0.4769;0.8184;0.948
5.387000;0.0376;0.4793;0.8248;0.955
5.387000;0.0410;0.4857;0.8336;0.966
5.396000;0.0366;0.4837;0.8404;0.970
5.405000;0.0445;0.4808;0.8507;0.978
5.415000;0.0557;0.4744;0.8624;0.986
5.425000;0.0635;0.4808;0.8570;0.985
5.436000;0.0708;0.4808;0.8512;0.980
5.456000;0.0728;0.4823;0.8477;0.978
5.458000;0.0772;0.4808;0.8316;0.964
5.544000;0.0855;0.4744;0.8346;0.964
5.547000;0.0826;0.4730;0.8277;0.957
5.547000;0.0748;0.4871;0.8292;0.965
5.548000;0.0708;0.4857;0.8355;0.969
5.548000;0.0684;0.4871;0.8595;0.990
5.548000;0.0542;0.4847;0.8937;1.018
5.549000;0.0342;0.4803;0.9235;1.041
5.549000;0.0142;0.4759;0.9396;1.053
5.549000;-0.0068;0.4871;0.9469;1.065
5.557000;-0.0225;0.4862;0.9479;1.066
5.567000;-0.0264;0.4925;0.9518;1.072
5.576000;-0.0137;0.4940;0.9684;1.087
5.593000;-0.0010;0.4955;1.0139;1.128
5.644000;0.0508;0.4935;1.0950;1.202
5.645000;0.1011;0.4715;1.1776;1.272
5.647000;0.1065;0.4598;1.2714;1.356
5.647000;0.0630;0.4451;1.3354;1.409
5.648000;0.0264;0.4402;1.3886;1.457
5.648000;0.0215;0.4280;1.4194;1.483
5.658000;0.0186;0.4055;1.4355;1.492
5.668000;0.0039;0.4036;1.4048;1.462
5.677000;-0.0029;0.3938;1.3481;1.404
5.687000;0.0044;0.3904;1.2816;1.340
5.698000;-0.0054;0.3904;1.2206;1.281
5.707000;-0.0215;0.3821;1.1727;1.234
5.718000;-0.0357;0.3704;1.1414;1.201
5.728000;-0.0513;0.3528;1.1194;1.175
5.741000;-0.0694;0.3323;1.1175;1.168
5.813000;-0.0855;0.3264;1.1302;1.179
5.814000;-0.0987;0.3210;1.1072;1.157
5.815000;-0.0831;0.3186;1.1375;1.184
5.815000;-0.0557;0.3098;1.0984;1.143
5.815000;-0.0230;0.3054;1.0867;1.129
