time;gFx;gFy;gFz;TgF
0.004000;-0.2121;0.5639;0.7999;1.001
0.005000;-0.1910;0.5790;0.8385;1.037
0.011000;-0.1578;0.5736;0.8873;1.068
0.022000;-0.1094;0.5702;0.9215;1.089
0.031000;-0.0523;0.5575;0.9328;1.088
0.042000;-0.0117;0.5458;0.9303;1.079
0.055000;-0.0127;0.5404;0.9240;1.070
0.063000;-0.0156;0.5360;0.9152;1.061
0.072000;-0.0249;0.5277;0.8810;1.027
0.082000;-0.0464;0.5199;0.8531;1.000
0.094000;-0.0640;0.5243;0.8350;0.988
0.104000;-0.0674;0.5331;0.8091;0.971
0.117000;-0.0708;0.5414;0.7999;0.968
0.127000;-0.0635;0.5560;0.8062;0.981
0.137000;-0.0562;0.5609;0.8003;0.979
0.144000;-0.0420;0.5575;0.7891;0.967
0.153000;-0.0264;0.5546;0.7876;0.964
0.163000;-0.0239;0.5560;0.7901;0.966
0.174000;-0.0244;0.5521;0.7852;0.960
0.184000;-0.0249;0.5570;0.7793;0.958
0.193000;-0.0318;0.5580;0.7652;0.948
0.205000;-0.0454;0.5614;0.7705;0.954
0.214000;-0.0445;0.5604;0.7813;0.963
0.227000;-0.0420;0.5595;0.7774;0.959
0.234000;-0.0386;0.5648;0.7740;0.959
0.244000;-0.0435;0.5624;0.7803;0.963
0.265000;-0.0503;0.5599;0.7808;0.962
0.266000;-0.0469;0.5590;0.7847;0.965
0.276000;-0.0371;0.5560;0.7828;0.961
0.285000;-0.0215;0.5526;0.8008;0.973
0.295000;-0.0283;0.5580;0.8223;0.994
0.306000;-0.0083;0.5678;0.8546;1.026
0.318000;0.0054;0.5643;0.8692;1.036
0.327000;0.0151;0.5590;0.8712;1.035
0.339000;0.0181;0.5551;0.8732;1.035
0.347000;0.0191;0.5394;0.8668;1.021
0.366000;0.0073;0.5262;0.8658;1.013
0.367000;-0.0044;0.5341;0.8560;1.009
0.382000;-0.0088;0.5409;0.8556;1.012
0.412000;-0.0064;0.5453;0.8492;1.009
0.413000;-0.0073;0.5409;0.8585;1.015
0.414000;-0.0147;0.5497;0.8658;1.026
0.423000;-0.0625;0.5834;0.8854;1.062
0.434000;-0.0230;0.5590;0.9186;1.076
0.441000;0.0132;0.5326;0.9127;1.057
0.449000;0.0191;0.5248;0.8927;1.036
0.459000;0.0254;0.5155;0.9000;1.038
0.469000;0.0176;0.5121;0.9127;1.047
0.478000;0.0200;0.5170;0.9000;1.038
0.501000;0.0142;0.5179;0.8834;1.024
0.502000;0.0362;0.5194;0.8590;1.004
0.513000;0.0552;0.5179;0.8463;0.994
0.542000;0.0528;0.5174;0.8673;1.011
0.543000;0.0425;0.5140;0.9083;1.045
0.544000;0.0103;0.5174;0.9074;1.045
0.556000;-0.0054;0.5248;0.9078;1.049
0.560000;-0.0088;0.5365;0.9396;1.082
0.569000;-0.0024;0.5184;0.9005;1.039
0.579000;0.0147;0.4984;0.8448;0.981
0.589000;0.0230;0.4784;0.7930;0.926
0.599000;0.0176;0.4608;0.7749;0.902
0.609000;0.0186;0.4559;0.7696;0.895
0.619000;0.0205;0.4613;0.7803;0.907
0.629000;0.0225;0.4700;0.8057;0.933
0.652000;0.0220;0.4798;0.8145;0.946
0.653000;0.0357;0.4823;0.8204;0.952
0.667000;0.0552;0.4652;0.8160;0.941
0.695000;0.0782;0.4461;0.8228;0.939
0.696000;0.0894;0.4349;0.8653;0.973
0.697000;0.0958;0.4256;0.8966;0.997
0.702000;0.0836;0.4178;0.9000;0.996
0.713000;0.0606;0.4197;0.8995;0.994
0.721000;0.0474;0.4226;0.9171;1.011
0.731000;0.0420;0.4173;0.9235;1.014
0.743000;0.0415;0.4202;0.9484;1.038
0.752000;0.0386;0.4305;0.9811;1.072
0.763000;0.0279;0.4432;0.9880;1.083
0.785000;0.0283;0.4471;1.0329;1.126
0.786000;0.0366;0.4427;0.9846;1.080
0.795000;0.0425;0.4349;0.9772;1.070
0.823000;0.0406;0.4305;0.9264;1.022
0.825000;0.0430;0.4202;0.9171;1.010
0.826000;0.0352;0.4266;0.9171;1.012
0.833000;0.0337;0.4324;0.9220;1.019
0.844000;0.0327;0.4349;0.9078;1.007
0.853000;0.0420;0.4461;0.9083;1.013
0.864000;0.0513;0.4510;0.8956;1.004
0.875000;0.0498;0.4466;0.8824;0.990
0.883000;0.0352;0.4622;0.8590;0.976
0.896000;0.0308;0.4652;0.8375;0.958
0.904000;0.0396;0.4691;0.8292;0.953
0.919000;0.0440;0.4627;0.8262;0.948
0.945000;0.0508;0.4588;0.8512;0.968
0.946000;0.0581;0.4647;0.8775;0.995
0.947000;0.0640;0.4652;0.9103;1.024
0.954000;0.0665;0.4593;0.9430;1.051
0.964000;0.0498;0.4569;0.9562;1.061
0.975000;0.0376;0.4461;0.9508;1.051
0.984000;0.0103;0.4461;0.9342;1.035
0.995000;0.0029;0.4417;0.9122;1.014
1.004000;-0.0059;0.4402;0.9078;1.009
1.016000;-0.0005;0.4481;0.9015;1.007
1.027000;0.0083;0.4407;0.9010;1.003
1.038000;0.0254;0.4466;0.8995;1.005
1.048000;0.0239;0.4534;0.9010;1.009
1.055000;0.0274;0.4608;0.9054;1.016
1.075000;0.0254;0.4593;0.9093;1.019
1.082000;0.0254;0.4505;0.9083;1.014
1.086000;0.0283;0.4588;0.9093;1.019
1.109000;0.0279;0.4564;0.9137;1.022
1.110000;0.0303;0.4510;0.9083;1.015
1.117000;0.0357;0.4441;0.9005;1.005
1.128000;0.0347;0.4446;0.9039;1.008
1.138000;0.0357;0.4437;0.9054;1.009
1.147000;0.0352;0.4388;0.9044;1.006
1.159000;0.0337;0.4363;0.8898;0.992
1.169000;0.0327;0.4373;0.8795;0.983
1.178000;0.0225;0.4446;0.8756;0.982
